Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,39.0,39.0,39.0,39.0,41.0,41.0,39.0,41.0,43.0,41.0,40.0,39.0,39.0,39.0,41.0
1,38.0,38.0,36.0,37.0,37.0,40.0,36.0,37.0,41.0,42.0,41.0,37.0,36.0,37.0,37.0
2,41.0,41.0,41.0,41.0,41.0,44.0,41.0,41.0,44.0,42.0,46.0,41.0,41.0,41.0,41.0
3,40.0,40.0,40.0,39.0,41.0,41.0,40.0,41.0,44.0,42.0,39.0,39.0,40.0,39.0,41.0
4,41.0,41.0,40.0,40.0,41.0,42.0,40.0,41.0,42.0,43.0,40.0,40.0,40.0,40.0,41.0
5,45.0,45.0,45.0,45.0,45.0,43.0,45.0,45.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0
6,41.0,41.0,41.0,40.0,41.0,40.0,41.0,41.0,42.0,41.0,39.0,40.0,41.0,40.0,41.0
7,42.0,42.0,41.0,41.0,42.0,39.0,41.0,42.0,40.0,42.0,39.0,41.0,41.0,41.0,42.0
8,46.0,46.0,46.0,46.0,46.0,44.0,46.0,46.0,44.0,42.0,44.0,46.0,46.0,46.0,46.0
9,40.0,40.0,39.0,39.0,40.0,45.0,39.0,40.0,42.0,43.0,40.0,38.0,39.0,39.0,40.0
10,39.0,38.0,39.0,37.0,38.0,44.0,39.0,40.0,40.0,44.0,44.0,36.0,37.0,37.0,38.0
11,40.0,40.0,40.0,41.0,41.0,45.0,40.0,40.0,44.0,45.0,44.0,40.0,40.0,41.0,41.0
12,40.0,40.0,39.0,38.0,40.0,44.0,39.0,40.0,44.0,42.0,39.0,37.0,39.0,38.0,40.0
13,38.0,38.0,38.0,38.0,38.0,43.0,38.0,39.0,43.0,43.0,43.0,38.0,38.0,38.0,38.0
14,40.0,40.0,40.0,40.0,40.0,44.0,40.0,40.0,44.0,44.0,44.0,39.0,40.0,40.0,40.0
15,41.0,41.0,39.0,38.0,41.0,40.0,39.0,41.0,45.0,40.0,39.0,38.0,39.0,38.0,40.0
16,39.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,44.0,39.0,40.0,39.0,39.0,39.0,38.0
17,40.0,40.0,40.0,40.0,40.0,44.0,40.0,40.0,45.0,40.0,42.0,40.0,40.0,40.0,40.0
18,41.0,41.0,41.0,39.0,40.0,40.0,41.0,40.0,43.0,42.0,38.0,39.0,41.0,39.0,40.0
19,41.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,42.0,43.0,39.0,40.0,41.0,40.0,41.0
20,44.0,44.0,44.0,45.0,45.0,42.0,44.0,45.0,43.0,44.0,44.0,45.0,44.0,45.0,45.0
21,41.0,41.0,41.0,40.0,41.0,39.0,41.0,41.0,43.0,41.0,39.0,40.0,41.0,40.0,41.0
22,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,40.0,41.0,42.0,41.0,42.0
23,45.0,45.0,45.0,46.0,46.0,43.0,45.0,46.0,43.0,42.0,43.0,46.0,45.0,46.0,46.0
24,40.0,40.0,40.0,39.0,40.0,44.0,40.0,40.0,43.0,44.0,39.0,38.0,40.0,39.0,40.0
25,43.0,41.0,43.0,37.0,41.0,45.0,43.0,43.0,42.0,45.0,43.0,36.0,41.0,37.0,41.0
26,43.0,43.0,43.0,40.0,43.0,46.0,43.0,43.0,43.0,46.0,43.0,39.0,43.0,40.0,43.0
27,40.0,40.0,40.0,38.0,40.0,43.0,40.0,40.0,43.0,43.0,38.0,37.0,40.0,38.0,40.0
28,42.0,41.0,42.0,38.0,41.0,44.0,42.0,42.0,44.0,44.0,42.0,38.0,41.0,38.0,41.0
29,43.0,43.0,43.0,39.0,43.0,45.0,43.0,43.0,45.0,45.0,43.0,39.0,43.0,39.0,43.0
30,40.0,40.0,40.0,38.0,41.0,39.0,40.0,41.0,44.0,40.0,38.0,38.0,40.0,38.0,40.0
31,41.0,41.0,41.0,39.0,41.0,42.0,41.0,41.0,45.0,41.0,40.0,39.0,41.0,39.0,41.0
32,41.0,41.0,41.0,39.0,41.0,43.0,41.0,41.0,46.0,41.0,41.0,39.0,41.0,39.0,41.0
33,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,42.0,41.0,36.0,40.0,40.0,40.0,40.0
34,41.0,41.0,41.0,39.0,41.0,39.0,41.0,41.0,39.0,42.0,37.0,39.0,41.0,38.0,41.0
35,44.0,41.0,44.0,44.0,42.0,40.0,44.0,44.0,40.0,42.0,40.0,44.0,41.0,42.0,42.0
36,40.0,40.0,40.0,38.0,40.0,44.0,40.0,40.0,42.0,43.0,35.0,38.0,40.0,36.0,40.0
37,44.0,41.0,44.0,38.0,41.0,44.0,44.0,44.0,40.0,43.0,39.0,37.0,41.0,38.0,41.0
38,44.0,44.0,44.0,41.0,44.0,44.0,44.0,44.0,40.0,43.0,41.0,40.0,44.0,41.0,44.0
39,40.0,40.0,39.0,37.0,40.0,43.0,39.0,40.0,43.0,42.0,35.0,37.0,39.0,35.0,40.0
40,43.0,41.0,43.0,37.0,41.0,43.0,43.0,43.0,43.0,42.0,38.0,36.0,41.0,37.0,41.0
41,44.0,44.0,44.0,40.0,44.0,43.0,44.0,44.0,43.0,42.0,41.0,40.0,44.0,40.0,44.0
42,40.0,40.0,39.0,37.0,40.0,39.0,39.0,40.0,44.0,41.0,36.0,37.0,39.0,35.0,40.0
43,41.0,41.0,41.0,37.0,41.0,39.0,41.0,41.0,44.0,42.0,36.0,37.0,41.0,37.0,41.0
44,42.0,42.0,42.0,40.0,42.0,39.0,42.0,42.0,44.0,42.0,41.0,40.0,42.0,40.0,42.0
45,39.0,39.0,39.0,35.0,39.0,44.0,39.0,39.0,39.0,43.0,36.0,34.0,39.0,35.0,39.0
46,39.0,37.0,39.0,36.0,38.0,43.0,39.0,39.0,39.0,42.0,39.0,35.0,37.0,36.0,38.0
47,40.0,41.0,40.0,40.0,41.0,44.0,40.0,40.0,39.0,43.0,40.0,39.0,41.0,40.0,41.0
48,39.0,39.0,39.0,34.0,39.0,44.0,39.0,39.0,43.0,43.0,36.0,33.0,39.0,34.0,39.0
49,39.0,38.0,39.0,36.0,38.0,43.0,39.0,39.0,42.0,42.0,39.0,35.0,38.0,36.0,38.0
50,40.0,41.0,40.0,39.0,41.0,44.0,40.0,40.0,43.0,43.0,40.0,38.0,41.0,39.0,41.0
51,40.0,40.0,40.0,34.0,40.0,44.0,40.0,40.0,43.0,43.0,35.0,34.0,40.0,34.0,40.0
52,39.0,39.0,39.0,37.0,39.0,43.0,39.0,39.0,42.0,42.0,39.0,36.0,39.0,37.0,39.0
53,40.0,41.0,40.0,40.0,41.0,44.0,40.0,40.0,43.0,43.0,41.0,39.0,41.0,40.0,41.0
54,39.0,39.0,39.0,33.0,39.0,43.0,39.0,39.0,43.0,42.0,35.0,32.0,39.0,33.0,39.0
55,38.0,38.0,38.0,35.0,38.0,42.0,38.0,38.0,42.0,41.0,38.0,34.0,38.0,35.0,38.0
56,39.0,40.0,39.0,38.0,40.0,43.0,39.0,39.0,43.0,42.0,40.0,37.0,40.0,38.0,40.0
