Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,41.0,41.0,45.0,44.0,46.0,46.0,46.0,45.0,46.0,44.0,41.0,41.0,46.0,46.0,46.0
1,46.0,47.0,47.0,47.0,43.0,43.0,44.0,47.0,44.0,47.0,47.0,46.0,42.0,42.0,47.0
2,46.0,46.0,46.0,46.0,45.0,45.0,45.0,46.0,45.0,46.0,46.0,46.0,47.0,47.0,47.0
3,41.0,41.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.0,41.0,46.0,46.0,46.0
4,46.0,47.0,51.0,51.0,44.0,44.0,44.0,51.0,44.0,51.0,47.0,46.0,44.0,44.0,47.0
5,46.0,46.0,47.0,47.0,46.0,46.0,46.0,47.0,46.0,47.0,46.0,46.0,47.0,47.0,47.0
6,41.0,42.0,46.0,45.0,47.0,47.0,47.0,46.0,47.0,45.0,42.0,41.0,47.0,47.0,47.0
7,46.0,47.0,47.0,47.0,45.0,45.0,45.0,47.0,45.0,47.0,47.0,46.0,45.0,45.0,47.0
8,45.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,45.0,45.0,47.0,47.0,47.0
9,46.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,46.0,46.0,46.0,46.0
10,53.0,53.0,48.0,48.0,53.0,53.0,53.0,48.0,53.0,48.0,53.0,53.0,47.0,47.0,48.0
11,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0
12,46.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,46.0,46.0,46.0
13,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0
14,51.0,51.0,51.0,51.0,47.0,47.0,47.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0
15,41.0,41.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.0,41.0,47.0,47.0,47.0
16,47.0,47.0,43.0,43.0,47.0,47.0,47.0,43.0,47.0,43.0,47.0,47.0,49.0,49.0,49.0
17,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,52.0,52.0,52.0
18,40.0,40.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,40.0,40.0,46.0,46.0,46.0
19,46.0,46.0,51.0,51.0,44.0,44.0,44.0,51.0,44.0,51.0,46.0,45.0,43.0,43.0,47.0
20,45.0,45.0,47.0,47.0,46.0,46.0,46.0,47.0,46.0,47.0,45.0,45.0,46.0,46.0,46.0
21,41.0,41.0,46.0,46.0,47.0,47.0,47.0,46.0,47.0,46.0,41.0,41.0,47.0,47.0,47.0
22,46.0,47.0,47.0,47.0,44.0,44.0,44.0,47.0,44.0,47.0,47.0,46.0,44.0,44.0,47.0
23,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0
24,46.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,46.0,46.0,46.0,46.0
25,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,47.0,47.0,48.0
26,48.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,48.0,48.0,47.0,47.0,47.0
27,46.0,46.0,51.0,51.0,50.0,50.0,50.0,51.0,50.0,51.0,46.0,46.0,46.0,46.0,46.0
28,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0
29,50.0,50.0,52.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,50.0,50.0,50.0,50.0,50.0
30,41.0,41.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,41.0,41.0,47.0,47.0,47.0
31,47.0,47.0,46.0,46.0,47.0,47.0,47.0,46.0,47.0,46.0,47.0,47.0,49.0,49.0,49.0
32,45.0,45.0,51.0,51.0,47.0,47.0,47.0,51.0,47.0,51.0,45.0,45.0,51.0,51.0,51.0
33,41.0,40.0,46.0,45.0,47.0,47.0,47.0,46.0,47.0,45.0,40.0,41.0,47.0,47.0,47.0
34,46.0,47.0,47.0,47.0,44.0,44.0,44.0,47.0,44.0,47.0,47.0,46.0,44.0,44.0,47.0
35,43.0,43.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,43.0,43.0,47.0,47.0,47.0
36,46.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,46.0,46.0,46.0,46.0
37,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,47.0,47.0,48.0
38,48.0,48.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,48.0,48.0,47.0,47.0,47.0
39,47.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,47.0,46.0,46.0,46.0
40,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
41,48.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,48.0,48.0,47.0,47.0,47.0
42,41.0,41.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,41.0,41.0,47.0,47.0,47.0
43,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.0,49.0,49.0
44,45.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,45.0,45.0,48.0,48.0,48.0
45,47.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,47.0,46.0,46.0,47.0
46,52.0,51.0,47.0,48.0,52.0,52.0,51.0,47.0,51.0,48.0,51.0,52.0,46.0,46.0,47.0
47,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,46.0,46.0,47.0
48,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,46.0,47.0
49,53.0,53.0,52.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,53.0,51.0,51.0,51.0
50,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0
51,47.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,47.0,47.0,47.0,47.0
52,52.0,51.0,47.0,48.0,52.0,52.0,51.0,47.0,51.0,48.0,51.0,52.0,48.0,48.0,48.0
53,48.0,48.0,48.0,48.0,50.0,50.0,50.0,48.0,50.0,48.0,48.0,48.0,52.0,52.0,52.0
54,51.0,51.0,51.0,51.0,50.0,50.0,50.0,51.0,50.0,51.0,51.0,51.0,46.0,46.0,46.0
55,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,51.0,51.0,51.0
56,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,51.0,51.0,51.0
57,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0
58,52.0,52.0,48.0,48.0,51.0,51.0,50.0,48.0,50.0,48.0,52.0,52.0,52.0,52.0,52.0
59,51.0,51.0,51.0,51.0,49.0,49.0,49.0,51.0,49.0,51.0,51.0,51.0,52.0,52.0,52.0
60,42.0,42.0,45.0,45.0,46.0,46.0,46.0,45.0,46.0,45.0,42.0,42.0,48.0,48.0,48.0
61,47.0,47.0,43.0,43.0,47.0,47.0,47.0,43.0,47.0,43.0,47.0,47.0,49.0,49.0,49.0
62,43.0,43.0,43.0,43.0,47.0,47.0,47.0,43.0,47.0,43.0,43.0,43.0,49.0,49.0,49.0
63,39.0,39.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,39.0,39.0,45.0,45.0,45.0
64,45.0,45.0,50.0,50.0,43.0,43.0,43.0,50.0,43.0,50.0,45.0,44.0,42.0,42.0,46.0
65,44.0,44.0,46.0,46.0,45.0,45.0,45.0,46.0,45.0,46.0,44.0,44.0,45.0,45.0,45.0
66,40.0,40.0,45.0,45.0,46.0,46.0,46.0,45.0,46.0,45.0,40.0,40.0,46.0,46.0,46.0
67,46.0,46.0,46.0,46.0,43.0,43.0,43.0,46.0,43.0,46.0,46.0,45.0,43.0,43.0,47.0
68,43.0,43.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,43.0,43.0,46.0,46.0,46.0
69,45.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,45.0,45.0,45.0
70,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,46.0,46.0,47.0
71,47.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,47.0,46.0,46.0,46.0
72,45.0,45.0,50.0,50.0,49.0,49.0,49.0,50.0,49.0,50.0,45.0,45.0,45.0,45.0,45.0
73,51.0,51.0,50.0,50.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0
74,49.0,49.0,51.0,51.0,50.0,50.0,50.0,51.0,50.0,51.0,49.0,49.0,49.0,49.0,49.0
75,40.0,40.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0,45.0,40.0,40.0,46.0,46.0,46.0
76,46.0,46.0,45.0,45.0,46.0,47.0,47.0,45.0,46.0,45.0,46.0,46.0,48.0,48.0,48.0
77,44.0,44.0,50.0,50.0,46.0,47.0,47.0,50.0,46.0,50.0,44.0,44.0,50.0,50.0,50.0
78,40.0,40.0,45.0,44.0,46.0,46.0,46.0,45.0,46.0,45.0,39.0,40.0,46.0,46.0,46.0
79,46.0,46.0,46.0,46.0,43.0,43.0,43.0,46.0,43.0,46.0,46.0,45.0,43.0,43.0,47.0
80,42.0,42.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,42.0,42.0,46.0,46.0,46.0
81,46.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,46.0,45.0,45.0,45.0,45.0
82,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,46.0,47.0
83,47.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,47.0,46.0,46.0,46.0
84,46.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,45.0,45.0,45.0
85,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
86,47.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,47.0,46.0,46.0,46.0
87,40.0,40.0,45.0,45.0,45.0,46.0,46.0,45.0,45.0,45.0,40.0,40.0,46.0,46.0,46.0
88,46.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0
89,44.0,44.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,46.0,44.0,44.0,47.0,47.0,47.0
90,46.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,45.0,45.0,46.0
91,51.0,50.0,46.0,47.0,51.0,51.0,50.0,46.0,50.0,47.0,50.0,51.0,45.0,45.0,46.0
92,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,45.0,45.0,46.0
93,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,46.0
94,52.0,52.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,52.0,50.0,50.0,50.0
95,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0
96,46.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,46.0,46.0,46.0,46.0
97,51.0,50.0,46.0,47.0,51.0,51.0,50.0,46.0,50.0,47.0,50.0,51.0,47.0,47.0,47.0
98,47.0,47.0,47.0,47.0,49.0,49.0,49.0,47.0,49.0,47.0,47.0,47.0,51.0,51.0,51.0
99,50.0,50.0,50.0,50.0,49.0,49.0,49.0,50.0,49.0,50.0,50.0,50.0,45.0,45.0,45.0
100,51.0,51.0,50.0,50.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,51.0,50.0,50.0,50.0
101,51.0,51.0,51.0,51.0,50.0,50.0,50.0,51.0,50.0,51.0,51.0,51.0,50.0,50.0,50.0
102,46.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,46.0,46.0,46.0,46.0,46.0
103,51.0,51.0,47.0,47.0,50.0,50.0,49.0,47.0,49.0,47.0,51.0,51.0,51.0,51.0,51.0
104,50.0,50.0,50.0,50.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0,50.0,51.0,51.0,51.0
105,41.0,41.0,44.0,44.0,45.0,45.0,45.0,44.0,45.0,44.0,41.0,41.0,47.0,47.0,47.0
106,46.0,46.0,42.0,42.0,46.0,46.0,46.0,42.0,46.0,42.0,46.0,46.0,48.0,48.0,48.0
107,42.0,42.0,42.0,42.0,46.0,46.0,46.0,42.0,46.0,42.0,42.0,42.0,48.0,48.0,48.0
108,30.0,31.0,35.0,35.0,38.0,38.0,38.0,36.0,38.0,36.0,29.0,30.0,36.0,36.0,36.0
109,37.0,37.0,37.0,37.0,33.0,34.0,34.0,37.0,33.0,37.0,36.0,35.0,33.0,33.0,42.0
110,32.0,32.0,37.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,32.0,32.0,36.0,36.0,41.0
111,37.0,37.0,41.0,41.0,47.0,47.0,47.0,41.0,47.0,41.0,36.0,36.0,41.0,41.0,41.0
112,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,37.0,37.0,41.0
113,38.0,38.0,42.0,42.0,47.0,47.0,47.0,42.0,47.0,42.0,38.0,38.0,41.0,41.0,42.0
114,40.0,40.0,45.0,44.0,46.0,46.0,46.0,45.0,46.0,45.0,39.0,40.0,40.0,40.0,40.0
115,46.0,46.0,46.0,46.0,42.0,43.0,43.0,46.0,42.0,46.0,46.0,45.0,41.0,41.0,41.0
116,42.0,42.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,42.0,42.0,40.0,40.0,41.0
117,32.0,32.0,37.0,36.0,38.0,38.0,38.0,37.0,38.0,37.0,31.0,32.0,37.0,37.0,37.0
118,38.0,38.0,38.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,37.0,39.0,38.0,42.0
119,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,35.0,35.0,38.0,37.0,42.0
120,41.0,41.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,41.0,40.0,40.0,40.0,39.0
121,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,41.0,41.0,41.0
122,42.0,42.0,47.0,47.0,45.0,46.0,46.0,47.0,45.0,47.0,42.0,42.0,41.0,41.0,42.0
123,46.0,46.0,51.0,51.0,45.0,46.0,46.0,51.0,45.0,51.0,46.0,45.0,40.0,40.0,40.0
124,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,46.0,46.0,46.0
125,47.0,47.0,52.0,52.0,47.0,47.0,47.0,52.0,47.0,52.0,47.0,47.0,41.0,41.0,42.0
126,38.0,38.0,43.0,43.0,46.0,47.0,47.0,43.0,46.0,43.0,38.0,37.0,41.0,41.0,41.0
127,44.0,44.0,44.0,44.0,47.0,48.0,48.0,44.0,47.0,44.0,44.0,44.0,43.0,43.0,42.0
128,40.0,40.0,44.0,44.0,47.0,48.0,48.0,44.0,47.0,44.0,40.0,40.0,42.0,42.0,42.0
129,45.0,45.0,50.0,50.0,44.0,45.0,45.0,50.0,44.0,50.0,45.0,45.0,39.0,39.0,39.0
130,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,45.0,45.0,45.0
131,46.0,46.0,51.0,51.0,46.0,46.0,46.0,51.0,46.0,51.0,46.0,46.0,41.0,41.0,41.0
132,40.0,40.0,45.0,45.0,45.0,46.0,46.0,45.0,45.0,45.0,40.0,40.0,40.0,40.0,40.0
133,46.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0
134,44.0,44.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0,46.0,44.0,44.0,42.0,42.0,42.0
135,32.0,32.0,37.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,32.0,32.0,37.0,37.0,37.0
136,38.0,38.0,38.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,41.0
137,36.0,36.0,38.0,38.0,42.0,42.0,42.0,38.0,42.0,38.0,36.0,36.0,40.0,40.0,41.0
138,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,41.0,39.0,39.0,41.0
139,46.0,46.0,41.0,42.0,45.0,46.0,46.0,42.0,45.0,42.0,45.0,46.0,40.0,40.0,40.0
140,42.0,42.0,42.0,42.0,45.0,45.0,45.0,42.0,45.0,42.0,42.0,42.0,40.0,40.0,42.0
141,46.0,46.0,50.0,50.0,46.0,46.0,46.0,50.0,46.0,50.0,46.0,46.0,40.0,40.0,41.0
142,51.0,51.0,46.0,47.0,50.0,51.0,51.0,47.0,50.0,47.0,50.0,51.0,45.0,45.0,44.0
143,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,45.0,45.0,42.0
144,41.0,41.0,45.0,45.0,46.0,47.0,47.0,45.0,46.0,45.0,40.0,41.0,41.0,41.0,40.0
145,46.0,46.0,41.0,42.0,47.0,48.0,48.0,42.0,47.0,42.0,45.0,46.0,42.0,42.0,41.0
146,42.0,42.0,42.0,42.0,47.0,48.0,48.0,42.0,47.0,42.0,42.0,42.0,46.0,46.0,42.0
147,45.0,45.0,50.0,50.0,45.0,45.0,45.0,50.0,45.0,50.0,45.0,45.0,40.0,40.0,40.0
148,50.0,50.0,46.0,46.0,49.0,50.0,50.0,46.0,49.0,46.0,50.0,50.0,45.0,45.0,44.0
149,50.0,50.0,50.0,50.0,46.0,46.0,46.0,50.0,46.0,50.0,50.0,50.0,45.0,45.0,44.0
150,46.0,46.0,50.0,50.0,46.0,46.0,46.0,50.0,46.0,50.0,45.0,46.0,41.0,41.0,40.0
151,51.0,51.0,46.0,47.0,50.0,51.0,51.0,47.0,50.0,47.0,50.0,51.0,46.0,46.0,44.0
152,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,45.0
153,38.0,38.0,42.0,42.0,46.0,47.0,47.0,42.0,46.0,42.0,37.0,38.0,42.0,42.0,40.0
154,43.0,43.0,38.0,39.0,47.0,48.0,48.0,39.0,47.0,39.0,42.0,43.0,43.0,43.0,41.0
155,39.0,39.0,39.0,39.0,47.0,48.0,48.0,39.0,47.0,39.0,39.0,39.0,43.0,43.0,41.0
156,45.0,45.0,50.0,50.0,44.0,44.0,44.0,50.0,44.0,50.0,45.0,45.0,39.0,39.0,39.0
157,50.0,50.0,46.0,46.0,48.0,49.0,49.0,46.0,48.0,46.0,50.0,50.0,44.0,44.0,44.0
158,50.0,50.0,50.0,50.0,45.0,45.0,45.0,50.0,45.0,50.0,50.0,50.0,44.0,44.0,44.0
159,46.0,46.0,49.0,49.0,45.0,45.0,45.0,49.0,45.0,49.0,46.0,46.0,40.0,40.0,40.0
160,51.0,51.0,47.0,47.0,49.0,50.0,50.0,47.0,49.0,47.0,51.0,51.0,45.0,45.0,45.0
