Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,46.0,40.0,41.0,44.0,43.0,43.0,46.0,41.0,41.0,41.0,43.0,44.0,43.0,42.0,44.0,43.0
1,46.0,43.0,44.0,46.0,39.0,40.0,46.0,43.0,43.0,43.0,41.0,49.0,43.0,44.0,49.0,39.0
2,50.0,43.0,43.0,49.0,41.0,44.0,50.0,46.0,46.0,46.0,45.0,48.0,47.0,47.0,48.0,41.0
3,50.0,42.0,43.0,48.0,47.0,47.0,50.0,41.0,41.0,41.0,44.0,48.0,43.0,42.0,48.0,47.0
4,50.0,46.0,47.0,50.0,43.0,44.0,50.0,46.0,46.0,46.0,45.0,53.0,46.0,47.0,53.0,43.0
5,54.0,46.0,47.0,53.0,45.0,48.0,54.0,46.0,46.0,46.0,49.0,52.0,47.0,47.0,52.0,45.0
6,46.0,41.0,42.0,49.0,47.0,47.0,46.0,41.0,41.0,41.0,45.0,43.0,43.0,43.0,49.0,47.0
7,49.0,43.0,44.0,49.0,42.0,43.0,49.0,46.0,46.0,46.0,45.0,49.0,44.0,47.0,49.0,42.0
8,50.0,46.0,47.0,49.0,46.0,47.0,50.0,46.0,46.0,43.0,49.0,46.0,47.0,47.0,48.0,46.0
9,45.0,46.0,46.0,45.0,41.0,43.0,45.0,47.0,47.0,47.0,44.0,44.0,48.0,47.0,44.0,41.0
10,46.0,48.0,48.0,49.0,43.0,43.0,46.0,48.0,48.0,48.0,44.0,48.0,48.0,48.0,48.0,43.0
11,50.0,48.0,48.0,49.0,41.0,45.0,50.0,48.0,48.0,48.0,45.0,48.0,52.0,52.0,48.0,41.0
12,45.0,46.0,46.0,44.0,44.0,44.0,45.0,47.0,47.0,47.0,44.0,43.0,47.0,46.0,43.0,44.0
13,46.0,48.0,47.0,48.0,44.0,44.0,46.0,48.0,48.0,48.0,43.0,47.0,47.0,47.0,47.0,44.0
14,50.0,48.0,48.0,48.0,44.0,48.0,50.0,48.0,48.0,48.0,45.0,48.0,51.0,51.0,48.0,44.0
15,45.0,41.0,42.0,44.0,45.0,45.0,45.0,42.0,42.0,42.0,42.0,43.0,43.0,42.0,43.0,45.0
16,46.0,43.0,43.0,45.0,44.0,45.0,46.0,43.0,43.0,43.0,44.0,48.0,44.0,43.0,48.0,44.0
17,49.0,43.0,44.0,45.0,45.0,49.0,49.0,43.0,43.0,43.0,45.0,49.0,47.0,47.0,49.0,45.0
18,50.0,41.0,42.0,52.0,47.0,47.0,50.0,40.0,40.0,40.0,44.0,47.0,43.0,41.0,52.0,47.0
19,52.0,45.0,46.0,52.0,44.0,44.0,52.0,46.0,46.0,46.0,48.0,52.0,46.0,47.0,52.0,44.0
20,54.0,45.0,46.0,53.0,48.0,48.0,54.0,45.0,45.0,45.0,49.0,52.0,46.0,47.0,52.0,48.0
21,50.0,41.0,42.0,53.0,47.0,47.0,50.0,41.0,41.0,41.0,44.0,47.0,43.0,42.0,53.0,47.0
22,53.0,46.0,47.0,53.0,45.0,44.0,53.0,46.0,46.0,46.0,47.0,53.0,46.0,47.0,53.0,45.0
23,54.0,46.0,47.0,53.0,48.0,48.0,54.0,45.0,45.0,44.0,49.0,49.0,46.0,47.0,52.0,48.0
24,49.0,47.0,47.0,49.0,45.0,47.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,48.0,45.0
25,50.0,52.0,52.0,53.0,47.0,47.0,50.0,51.0,51.0,51.0,48.0,52.0,51.0,51.0,52.0,47.0
26,54.0,52.0,52.0,53.0,45.0,49.0,54.0,49.0,49.0,49.0,49.0,52.0,51.0,52.0,52.0,45.0
27,49.0,47.0,46.0,48.0,47.0,47.0,49.0,48.0,48.0,48.0,48.0,47.0,46.0,46.0,47.0,47.0
