Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,40.0,41.0,38.0,40.0,40.0,41.0
1,36.0,36.0,37.0,35.0,35.0,38.0
2,37.0,38.0,37.0,37.0,37.0,41.0
3,43.0,44.0,40.0,43.0,43.0,43.0
4,37.0,38.0,40.0,37.0,37.0,44.0
5,38.0,39.0,40.0,38.0,38.0,42.0
6,44.0,45.0,40.0,44.0,44.0,43.0
7,38.0,38.0,40.0,37.0,37.0,44.0
8,39.0,40.0,40.0,39.0,39.0,42.0
9,42.0,43.0,39.0,42.0,42.0,42.0
10,38.0,39.0,40.0,38.0,38.0,41.0
11,42.0,43.0,41.0,42.0,42.0,44.0
12,45.0,46.0,39.0,45.0,45.0,41.0
13,40.0,41.0,40.0,40.0,40.0,40.0
14,44.0,45.0,40.0,44.0,44.0,43.0
15,45.0,46.0,40.0,45.0,45.0,36.0
16,40.0,41.0,41.0,40.0,40.0,37.0
17,44.0,45.0,41.0,44.0,44.0,38.0
18,42.0,43.0,42.0,42.0,42.0,42.0
19,36.0,37.0,41.0,36.0,36.0,43.0
20,37.0,38.0,41.0,37.0,37.0,42.0
21,43.0,44.0,42.0,43.0,43.0,43.0
22,37.0,38.0,41.0,37.0,37.0,43.0
23,38.0,39.0,41.0,38.0,38.0,43.0
24,42.0,42.0,44.0,41.0,41.0,42.0
25,38.0,38.0,40.0,37.0,37.0,43.0
26,42.0,43.0,41.0,42.0,42.0,43.0
27,44.0,45.0,43.0,44.0,44.0,42.0
28,43.0,42.0,41.0,41.0,41.0,42.0
29,43.0,44.0,42.0,43.0,43.0,44.0
30,44.0,45.0,42.0,44.0,44.0,42.0
31,43.0,42.0,42.0,41.0,41.0,42.0
32,43.0,44.0,42.0,43.0,43.0,43.0
33,41.0,42.0,39.0,41.0,41.0,43.0
34,37.0,37.0,38.0,36.0,36.0,43.0
35,37.0,38.0,38.0,37.0,37.0,43.0
36,43.0,43.0,44.0,42.0,42.0,42.0
37,39.0,39.0,40.0,38.0,38.0,43.0
38,43.0,44.0,41.0,43.0,43.0,43.0
39,43.0,43.0,43.0,42.0,42.0,42.0
40,44.0,43.0,41.0,42.0,42.0,42.0
41,44.0,45.0,42.0,44.0,44.0,44.0
42,43.0,43.0,41.0,42.0,42.0,42.0
43,44.0,43.0,42.0,42.0,42.0,42.0
44,44.0,45.0,42.0,44.0,44.0,43.0
45,43.0,42.0,40.0,41.0,41.0,42.0
46,39.0,39.0,41.0,38.0,38.0,41.0
47,44.0,43.0,41.0,42.0,42.0,41.0
48,44.0,45.0,44.0,44.0,44.0,45.0
49,44.0,44.0,45.0,43.0,43.0,41.0
50,45.0,44.0,41.0,43.0,43.0,41.0
51,44.0,44.0,45.0,43.0,43.0,44.0
52,44.0,44.0,46.0,43.0,43.0,41.0
53,45.0,44.0,41.0,43.0,43.0,41.0
54,44.0,44.0,43.0,43.0,43.0,44.0
55,43.0,43.0,44.0,42.0,42.0,40.0
56,45.0,44.0,40.0,43.0,43.0,40.0
57,44.0,43.0,44.0,42.0,42.0,43.0
58,43.0,43.0,45.0,42.0,42.0,41.0
59,45.0,44.0,40.0,43.0,43.0,41.0
60,44.0,43.0,41.0,42.0,42.0,37.0
61,41.0,41.0,42.0,40.0,40.0,36.0
62,45.0,44.0,40.0,43.0,43.0,37.0
63,41.0,42.0,41.0,41.0,41.0,41.0
64,35.0,36.0,40.0,35.0,35.0,42.0
65,36.0,37.0,40.0,36.0,36.0,41.0
66,42.0,43.0,41.0,42.0,42.0,42.0
67,36.0,37.0,40.0,36.0,36.0,42.0
68,37.0,38.0,40.0,37.0,37.0,42.0
69,41.0,41.0,43.0,40.0,40.0,41.0
70,37.0,37.0,44.0,36.0,36.0,43.0
71,41.0,42.0,45.0,41.0,41.0,43.0
72,43.0,44.0,42.0,43.0,43.0,41.0
73,42.0,42.0,43.0,41.0,41.0,42.0
74,42.0,43.0,44.0,42.0,42.0,43.0
75,43.0,44.0,42.0,43.0,43.0,41.0
76,42.0,42.0,44.0,41.0,41.0,41.0
77,42.0,43.0,44.0,42.0,42.0,42.0
78,41.0,42.0,41.0,41.0,41.0,42.0
79,36.0,37.0,40.0,36.0,36.0,42.0
80,36.0,37.0,40.0,36.0,36.0,42.0
81,42.0,42.0,43.0,41.0,41.0,42.0
82,38.0,38.0,44.0,37.0,37.0,43.0
83,42.0,43.0,45.0,42.0,42.0,43.0
84,42.0,43.0,42.0,42.0,42.0,42.0
85,43.0,43.0,43.0,42.0,42.0,42.0
86,43.0,44.0,44.0,43.0,43.0,43.0
87,42.0,43.0,42.0,42.0,42.0,41.0
88,43.0,43.0,44.0,42.0,42.0,41.0
89,43.0,44.0,44.0,43.0,43.0,42.0
90,42.0,41.0,44.0,40.0,40.0,42.0
91,38.0,38.0,40.0,37.0,37.0,43.0
92,43.0,42.0,41.0,41.0,41.0,43.0
93,43.0,44.0,43.0,43.0,43.0,44.0
94,43.0,43.0,44.0,42.0,42.0,44.0
95,44.0,43.0,45.0,42.0,42.0,44.0
96,43.0,43.0,44.0,42.0,42.0,43.0
97,43.0,43.0,45.0,42.0,42.0,43.0
98,44.0,43.0,46.0,42.0,42.0,43.0
99,43.0,43.0,42.0,42.0,42.0,43.0
100,42.0,42.0,43.0,41.0,41.0,44.0
101,44.0,43.0,44.0,42.0,42.0,44.0
102,43.0,42.0,43.0,41.0,41.0,42.0
103,42.0,42.0,44.0,41.0,41.0,43.0
104,44.0,43.0,45.0,42.0,42.0,43.0
105,43.0,42.0,43.0,41.0,41.0,37.0
106,40.0,40.0,42.0,39.0,39.0,38.0
107,44.0,43.0,42.0,42.0,42.0,42.0
108,37.0,38.0,38.0,37.0,37.0,38.0
109,31.0,32.0,37.0,31.0,31.0,39.0
110,36.0,37.0,37.0,36.0,36.0,42.0
111,42.0,43.0,42.0,42.0,42.0,42.0
112,39.0,39.0,40.0,38.0,38.0,43.0
113,43.0,44.0,41.0,43.0,43.0,43.0
114,41.0,42.0,41.0,41.0,41.0,42.0
115,39.0,39.0,40.0,38.0,38.0,42.0
116,43.0,44.0,40.0,43.0,43.0,42.0
117,38.0,38.0,40.0,37.0,37.0,37.0
118,39.0,39.0,41.0,38.0,38.0,38.0
119,43.0,44.0,41.0,43.0,43.0,42.0
120,43.0,42.0,42.0,41.0,41.0,42.0
121,39.0,39.0,40.0,38.0,38.0,43.0
122,44.0,43.0,41.0,42.0,42.0,43.0
123,44.0,45.0,43.0,44.0,44.0,44.0
124,44.0,44.0,44.0,43.0,43.0,44.0
125,44.0,44.0,45.0,43.0,43.0,44.0
126,43.0,44.0,44.0,43.0,43.0,43.0
127,44.0,44.0,44.0,43.0,43.0,43.0
128,44.0,44.0,46.0,43.0,43.0,43.0
129,43.0,44.0,42.0,43.0,43.0,42.0
130,43.0,43.0,43.0,42.0,42.0,44.0
131,44.0,44.0,44.0,43.0,43.0,44.0
132,42.0,43.0,43.0,42.0,42.0,41.0
133,43.0,43.0,44.0,42.0,42.0,43.0
134,44.0,44.0,45.0,43.0,43.0,43.0
135,38.0,38.0,40.0,37.0,37.0,37.0
136,39.0,39.0,42.0,38.0,38.0,38.0
137,44.0,43.0,42.0,42.0,42.0,42.0
138,43.0,44.0,40.0,43.0,43.0,42.0
139,39.0,40.0,41.0,39.0,39.0,40.0
140,44.0,44.0,38.0,43.0,43.0,41.0
141,46.0,45.0,44.0,44.0,44.0,43.0
142,44.0,45.0,45.0,44.0,44.0,41.0
143,45.0,45.0,41.0,44.0,44.0,42.0
144,45.0,44.0,43.0,43.0,43.0,43.0
145,44.0,45.0,44.0,44.0,44.0,39.0
146,45.0,45.0,40.0,44.0,44.0,42.0
147,46.0,45.0,43.0,44.0,44.0,43.0
148,47.0,46.0,44.0,45.0,45.0,42.0
149,47.0,46.0,40.0,45.0,45.0,44.0
150,46.0,45.0,43.0,44.0,44.0,43.0
151,47.0,46.0,44.0,45.0,45.0,43.0
152,47.0,46.0,40.0,45.0,45.0,43.0
153,45.0,44.0,43.0,43.0,43.0,42.0
154,46.0,45.0,44.0,44.0,44.0,39.0
155,46.0,45.0,40.0,44.0,44.0,42.0
