Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,59.0,52.0,59.0,58.0,59.0,58.0,59.0,59.0,52.0,52.0,52.0,52.0,59.0,59.0,53.0
1,54.0,53.0,58.0,59.0,58.0,59.0,58.0,58.0,53.0,53.0,55.0,53.0,58.0,58.0,53.0
2,55.0,53.0,55.0,55.0,54.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,55.0,55.0,53.0
3,59.0,51.0,58.0,58.0,60.0,58.0,60.0,58.0,51.0,51.0,51.0,51.0,58.0,58.0,52.0
4,57.0,53.0,59.0,59.0,58.0,59.0,58.0,59.0,53.0,53.0,54.0,52.0,59.0,59.0,53.0
5,59.0,53.0,58.0,59.0,59.0,59.0,59.0,58.0,53.0,53.0,53.0,53.0,58.0,58.0,54.0
6,60.0,52.0,58.0,59.0,58.0,59.0,58.0,58.0,52.0,52.0,52.0,52.0,58.0,58.0,53.0
7,58.0,53.0,58.0,59.0,58.0,59.0,58.0,58.0,53.0,53.0,54.0,53.0,58.0,58.0,54.0
8,59.0,53.0,58.0,59.0,60.0,60.0,60.0,58.0,53.0,53.0,53.0,53.0,58.0,58.0,55.0
9,58.0,53.0,54.0,58.0,58.0,58.0,58.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0
10,59.0,53.0,58.0,59.0,58.0,59.0,58.0,58.0,53.0,53.0,54.0,53.0,58.0,58.0,54.0
11,55.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0,55.0,54.0
12,57.0,53.0,57.0,57.0,57.0,57.0,57.0,57.0,53.0,53.0,53.0,53.0,57.0,57.0,53.0
13,58.0,53.0,58.0,58.0,59.0,58.0,59.0,58.0,53.0,53.0,53.0,53.0,58.0,58.0,53.0
14,54.0,55.0,59.0,58.0,59.0,58.0,59.0,59.0,55.0,55.0,55.0,55.0,59.0,59.0,55.0
15,53.0,53.0,53.0,58.0,57.0,58.0,57.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
16,58.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,54.0,54.0,54.0,54.0,58.0,58.0,54.0
17,54.0,54.0,58.0,59.0,59.0,59.0,59.0,58.0,54.0,54.0,54.0,54.0,58.0,58.0,54.0
18,58.0,50.0,57.0,58.0,59.0,58.0,59.0,57.0,50.0,50.0,50.0,50.0,57.0,57.0,51.0
19,57.0,52.0,58.0,59.0,58.0,58.0,58.0,58.0,52.0,52.0,53.0,51.0,58.0,58.0,52.0
20,59.0,52.0,57.0,59.0,58.0,59.0,58.0,57.0,52.0,52.0,52.0,52.0,57.0,57.0,53.0
21,59.0,51.0,58.0,59.0,60.0,59.0,60.0,58.0,51.0,51.0,51.0,51.0,58.0,58.0,52.0
22,58.0,52.0,58.0,59.0,59.0,59.0,59.0,58.0,52.0,52.0,53.0,52.0,58.0,58.0,53.0
23,59.0,53.0,58.0,59.0,59.0,59.0,59.0,58.0,53.0,53.0,53.0,53.0,58.0,58.0,54.0
24,58.0,52.0,54.0,58.0,58.0,58.0,58.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0
25,59.0,52.0,57.0,59.0,58.0,59.0,58.0,57.0,52.0,52.0,53.0,52.0,57.0,57.0,54.0
26,58.0,54.0,58.0,57.0,59.0,58.0,59.0,58.0,54.0,54.0,54.0,54.0,58.0,58.0,55.0
27,57.0,52.0,56.0,57.0,58.0,57.0,58.0,56.0,52.0,52.0,52.0,52.0,56.0,56.0,52.0
28,58.0,52.0,58.0,58.0,60.0,58.0,60.0,58.0,52.0,52.0,52.0,52.0,58.0,58.0,53.0
29,57.0,54.0,58.0,58.0,60.0,58.0,60.0,58.0,54.0,54.0,54.0,54.0,58.0,58.0,54.0
