Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,44.0,42.0,42.0,44.0,42.0,45.0
1,41.0,44.0,47.0,43.0,42.0,46.0
2,39.0,42.0,43.0,41.0,42.0,44.0
3,43.0,43.0,42.0,43.0,46.0,46.0
4,40.0,45.0,47.0,42.0,46.0,45.0
5,39.0,42.0,43.0,40.0,43.0,45.0
6,44.0,42.0,41.0,44.0,40.0,47.0
7,41.0,46.0,47.0,43.0,42.0,46.0
8,38.0,42.0,42.0,41.0,41.0,46.0
9,43.0,47.0,47.0,44.0,47.0,44.0
10,41.0,47.0,47.0,43.0,45.0,44.0
11,42.0,44.0,44.0,42.0,45.0,44.0
12,43.0,46.0,46.0,44.0,46.0,43.0
13,45.0,46.0,47.0,45.0,44.0,45.0
14,46.0,43.0,46.0,46.0,44.0,46.0
15,43.0,40.0,41.0,44.0,42.0,44.0
16,42.0,42.0,44.0,45.0,43.0,46.0
17,42.0,42.0,42.0,46.0,43.0,45.0
18,42.0,42.0,41.0,42.0,46.0,45.0
19,39.0,48.0,48.0,41.0,46.0,46.0
20,38.0,44.0,43.0,39.0,43.0,45.0
21,43.0,43.0,42.0,43.0,41.0,46.0
22,40.0,49.0,49.0,42.0,44.0,45.0
23,37.0,45.0,44.0,40.0,43.0,45.0
24,42.0,47.0,47.0,43.0,47.0,44.0
25,43.0,49.0,49.0,42.0,46.0,45.0
26,42.0,45.0,45.0,42.0,48.0,45.0
27,42.0,46.0,46.0,44.0,47.0,45.0
28,45.0,48.0,48.0,45.0,46.0,47.0
29,46.0,44.0,45.0,46.0,47.0,46.0
30,42.0,43.0,42.0,43.0,46.0,46.0
31,43.0,45.0,44.0,45.0,44.0,48.0
32,41.0,41.0,42.0,46.0,43.0,45.0
33,43.0,42.0,41.0,44.0,40.0,46.0
34,40.0,48.0,48.0,43.0,40.0,46.0
35,38.0,44.0,43.0,40.0,41.0,44.0
36,43.0,46.0,46.0,43.0,45.0,44.0
37,42.0,50.0,50.0,43.0,45.0,46.0
38,41.0,45.0,45.0,41.0,45.0,45.0
39,43.0,45.0,45.0,44.0,44.0,46.0
40,46.0,49.0,49.0,46.0,44.0,47.0
41,45.0,44.0,46.0,45.0,44.0,47.0
42,43.0,42.0,41.0,43.0,42.0,47.0
43,41.0,46.0,45.0,46.0,41.0,48.0
44,42.0,41.0,43.0,45.0,43.0,46.0
45,44.0,43.0,43.0,44.0,45.0,46.0
46,42.0,45.0,45.0,42.0,45.0,46.0
47,44.0,44.0,44.0,43.0,44.0,46.0
48,46.0,43.0,42.0,46.0,45.0,45.0
49,45.0,44.0,46.0,45.0,46.0,47.0
50,46.0,47.0,47.0,46.0,47.0,46.0
51,47.0,43.0,43.0,47.0,45.0,44.0
52,46.0,44.0,44.0,45.0,46.0,46.0
53,44.0,47.0,47.0,47.0,47.0,45.0
54,45.0,43.0,42.0,45.0,46.0,44.0
55,45.0,43.0,46.0,45.0,45.0,47.0
56,45.0,46.0,46.0,46.0,47.0,45.0
57,46.0,44.0,43.0,46.0,45.0,44.0
58,46.0,44.0,44.0,46.0,45.0,48.0
59,44.0,46.0,46.0,46.0,47.0,45.0
60,44.0,39.0,38.0,43.0,41.0,44.0
61,41.0,43.0,43.0,44.0,42.0,46.0
62,41.0,42.0,39.0,45.0,44.0,45.0
63,41.0,41.0,40.0,41.0,45.0,44.0
64,38.0,47.0,47.0,40.0,46.0,45.0
65,37.0,43.0,42.0,39.0,43.0,44.0
66,42.0,42.0,41.0,42.0,40.0,45.0
67,39.0,48.0,48.0,41.0,44.0,46.0
68,36.0,44.0,43.0,40.0,43.0,45.0
69,41.0,46.0,46.0,42.0,46.0,44.0
70,43.0,48.0,48.0,43.0,46.0,46.0
71,41.0,44.0,44.0,41.0,48.0,45.0
72,45.0,45.0,45.0,45.0,47.0,44.0
73,47.0,47.0,47.0,47.0,46.0,46.0
74,45.0,43.0,44.0,45.0,47.0,45.0
75,41.0,42.0,41.0,42.0,46.0,45.0
76,44.0,44.0,43.0,45.0,44.0,47.0
77,40.0,40.0,41.0,45.0,43.0,45.0
78,42.0,41.0,40.0,43.0,39.0,45.0
79,39.0,47.0,47.0,42.0,40.0,45.0
80,37.0,43.0,42.0,40.0,40.0,44.0
81,42.0,45.0,45.0,42.0,45.0,44.0
82,44.0,49.0,49.0,44.0,46.0,45.0
83,40.0,44.0,44.0,40.0,44.0,45.0
84,46.0,44.0,44.0,46.0,44.0,45.0
85,48.0,48.0,48.0,48.0,45.0,46.0
86,44.0,43.0,45.0,44.0,44.0,46.0
87,42.0,41.0,40.0,42.0,42.0,46.0
88,45.0,45.0,44.0,46.0,41.0,47.0
89,41.0,40.0,42.0,44.0,42.0,45.0
90,43.0,42.0,42.0,43.0,45.0,45.0
91,41.0,44.0,44.0,41.0,46.0,48.0
92,43.0,43.0,43.0,42.0,44.0,45.0
93,45.0,42.0,41.0,45.0,45.0,44.0
94,44.0,43.0,45.0,44.0,46.0,47.0
95,45.0,46.0,46.0,45.0,47.0,45.0
96,46.0,42.0,42.0,46.0,45.0,45.0
97,45.0,43.0,43.0,44.0,46.0,45.0
98,43.0,46.0,46.0,46.0,46.0,45.0
99,44.0,42.0,41.0,44.0,46.0,43.0
100,46.0,42.0,45.0,46.0,45.0,46.0
101,44.0,45.0,45.0,45.0,47.0,44.0
102,45.0,43.0,42.0,45.0,45.0,44.0
103,47.0,43.0,43.0,47.0,45.0,47.0
104,45.0,45.0,45.0,45.0,47.0,45.0
105,43.0,38.0,37.0,42.0,40.0,45.0
106,44.0,42.0,42.0,45.0,42.0,45.0
107,40.0,41.0,39.0,45.0,43.0,45.0
108,37.0,35.0,35.0,41.0,36.0,44.0
109,34.0,42.0,42.0,40.0,36.0,45.0
110,35.0,40.0,41.0,36.0,39.0,41.0
111,38.0,40.0,40.0,42.0,40.0,43.0
112,43.0,48.0,48.0,43.0,42.0,45.0
113,40.0,43.0,43.0,40.0,42.0,44.0
114,42.0,39.0,40.0,45.0,39.0,43.0
