Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,50.0,50.0,44.0,45.0,44.0,46.0,46.0,42.0,44.0,48.0,43.0
1,46.0,45.0,41.0,42.0,40.0,47.0,47.0,40.0,44.0,49.0,40.0
2,46.0,46.0,41.0,42.0,40.0,47.0,47.0,41.0,44.0,46.0,43.0
3,49.0,49.0,45.0,46.0,44.0,51.0,51.0,47.0,46.0,47.0,45.0
4,48.0,46.0,44.0,44.0,44.0,47.0,48.0,48.0,45.0,48.0,46.0
5,48.0,48.0,42.0,43.0,42.0,47.0,47.0,44.0,45.0,49.0,44.0
6,50.0,50.0,45.0,46.0,45.0,52.0,51.0,47.0,45.0,48.0,45.0
7,49.0,47.0,45.0,45.0,45.0,48.0,48.0,48.0,46.0,49.0,47.0
8,47.0,47.0,43.0,44.0,43.0,48.0,48.0,44.0,46.0,50.0,45.0
9,45.0,45.0,47.0,47.0,47.0,46.0,46.0,42.0,45.0,45.0,42.0
10,47.0,47.0,45.0,45.0,45.0,46.0,46.0,43.0,43.0,46.0,43.0
11,46.0,46.0,46.0,46.0,46.0,46.0,46.0,39.0,43.0,46.0,44.0
12,44.0,44.0,47.0,47.0,46.0,45.0,45.0,41.0,45.0,47.0,41.0
13,48.0,46.0,45.0,46.0,44.0,45.0,45.0,42.0,43.0,45.0,42.0
14,45.0,45.0,46.0,47.0,45.0,45.0,45.0,40.0,42.0,49.0,43.0
15,45.0,45.0,46.0,47.0,45.0,46.0,46.0,42.0,45.0,47.0,42.0
16,46.0,45.0,46.0,47.0,45.0,46.0,46.0,40.0,43.0,46.0,40.0
17,46.0,44.0,47.0,48.0,46.0,46.0,46.0,40.0,43.0,49.0,43.0
18,48.0,48.0,50.0,51.0,49.0,52.0,52.0,46.0,45.0,48.0,44.0
19,47.0,46.0,46.0,47.0,45.0,52.0,52.0,47.0,46.0,49.0,46.0
20,47.0,47.0,46.0,47.0,45.0,52.0,52.0,46.0,46.0,48.0,46.0
21,49.0,49.0,51.0,52.0,50.0,53.0,52.0,47.0,45.0,47.0,45.0
22,48.0,47.0,47.0,48.0,46.0,53.0,53.0,48.0,47.0,48.0,47.0
