Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,36.0,40.0,43.0,44.0,40.0
1,42.0,40.0,41.0,45.0,42.0
2,41.0,41.0,45.0,45.0,41.0
3,39.0,42.0,44.0,44.0,41.0
4,41.0,41.0,41.0,45.0,42.0
5,40.0,44.0,46.0,45.0,42.0
6,36.0,40.0,40.0,41.0,39.0
7,40.0,41.0,40.0,42.0,41.0
8,41.0,44.0,43.0,42.0,41.0
9,47.0,43.0,41.0,41.0,43.0
10,49.0,40.0,41.0,42.0,43.0
11,48.0,45.0,41.0,42.0,43.0
12,48.0,42.0,41.0,40.0,42.0
13,50.0,40.0,42.0,42.0,44.0
14,49.0,44.0,45.0,42.0,42.0
15,44.0,40.0,41.0,40.0,39.0
16,46.0,40.0,43.0,42.0,40.0
17,45.0,42.0,46.0,42.0,39.0
18,39.0,41.0,43.0,43.0,44.0
19,40.0,44.0,41.0,44.0,43.0
20,42.0,46.0,45.0,44.0,44.0
21,40.0,42.0,42.0,43.0,44.0
22,41.0,44.0,42.0,44.0,43.0
23,41.0,46.0,44.0,44.0,44.0
24,47.0,44.0,41.0,42.0,46.0
25,49.0,43.0,41.0,41.0,44.0
26,49.0,46.0,42.0,42.0,45.0
27,48.0,43.0,42.0,42.0,45.0
28,50.0,42.0,42.0,41.0,43.0
29,50.0,45.0,44.0,42.0,44.0
30,44.0,41.0,42.0,42.0,42.0
31,46.0,42.0,42.0,41.0,41.0
32,46.0,46.0,45.0,42.0,40.0
33,35.0,40.0,43.0,44.0,40.0
34,39.0,41.0,41.0,45.0,42.0
35,40.0,44.0,45.0,45.0,39.0
36,46.0,42.0,40.0,43.0,41.0
37,49.0,43.0,41.0,42.0,43.0
38,48.0,46.0,42.0,42.0,43.0
39,47.0,41.0,42.0,43.0,40.0
40,50.0,42.0,42.0,42.0,42.0
41,49.0,45.0,44.0,42.0,42.0
42,43.0,40.0,43.0,43.0,40.0
43,46.0,42.0,43.0,42.0,39.0
44,45.0,46.0,45.0,42.0,41.0
45,47.0,43.0,42.0,42.0,45.0
46,48.0,43.0,40.0,43.0,46.0
47,48.0,43.0,40.0,43.0,46.0
48,48.0,43.0,42.0,42.0,44.0
49,49.0,43.0,43.0,45.0,45.0
50,49.0,42.0,43.0,43.0,46.0
51,47.0,43.0,43.0,42.0,42.0
52,49.0,43.0,44.0,43.0,43.0
53,49.0,43.0,44.0,43.0,45.0
54,47.0,42.0,42.0,41.0,43.0
55,49.0,42.0,43.0,45.0,44.0
56,49.0,41.0,42.0,42.0,45.0
57,48.0,43.0,43.0,41.0,41.0
58,50.0,42.0,44.0,42.0,42.0
59,50.0,42.0,43.0,42.0,45.0
60,44.0,41.0,39.0,39.0,38.0
61,46.0,41.0,44.0,41.0,39.0
62,46.0,42.0,43.0,41.0,41.0
63,38.0,40.0,42.0,42.0,43.0
64,39.0,43.0,40.0,43.0,42.0
65,41.0,46.0,44.0,43.0,43.0
66,39.0,41.0,41.0,42.0,43.0
67,40.0,43.0,41.0,43.0,42.0
68,42.0,46.0,43.0,43.0,43.0
69,47.0,43.0,40.0,41.0,45.0
70,48.0,45.0,42.0,40.0,43.0
71,49.0,45.0,41.0,41.0,44.0
72,48.0,42.0,41.0,41.0,44.0
73,49.0,44.0,41.0,41.0,42.0
74,50.0,44.0,43.0,41.0,43.0
75,44.0,42.0,41.0,41.0,41.0
76,45.0,41.0,41.0,42.0,41.0
77,46.0,45.0,44.0,41.0,39.0
78,40.0,41.0,42.0,43.0,39.0
79,41.0,42.0,41.0,44.0,43.0
80,41.0,46.0,44.0,44.0,39.0
81,48.0,43.0,39.0,42.0,44.0
82,48.0,45.0,42.0,41.0,43.0
83,50.0,45.0,41.0,41.0,44.0
84,49.0,42.0,41.0,42.0,43.0
85,49.0,44.0,41.0,42.0,42.0
86,51.0,44.0,43.0,41.0,43.0
87,45.0,42.0,42.0,42.0,39.0
88,45.0,41.0,42.0,43.0,42.0
89,47.0,45.0,44.0,41.0,40.0
90,46.0,42.0,41.0,42.0,45.0
91,49.0,42.0,39.0,42.0,45.0
92,48.0,42.0,39.0,42.0,45.0
93,47.0,42.0,41.0,42.0,45.0
94,50.0,42.0,42.0,44.0,44.0
95,49.0,41.0,42.0,42.0,45.0
96,46.0,42.0,42.0,42.0,45.0
97,48.0,42.0,43.0,42.0,44.0
98,48.0,42.0,43.0,42.0,45.0
99,47.0,41.0,41.0,41.0,44.0
100,49.0,41.0,42.0,44.0,43.0
101,49.0,40.0,41.0,41.0,44.0
102,47.0,42.0,42.0,41.0,44.0
103,49.0,41.0,43.0,41.0,43.0
104,49.0,41.0,42.0,41.0,44.0
105,43.0,40.0,38.0,38.0,39.0
106,45.0,41.0,43.0,42.0,43.0
107,45.0,41.0,42.0,41.0,40.0
108,34.0,36.0,41.0,39.0,35.0
