Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,36.0,36.0,37.0,39.0,41.0,39.0,36.0,37.0,39.0,34.0,39.0,39.0
1,38.0,38.0,38.0,41.0,41.0,40.0,36.0,41.0,38.0,36.0,38.0,38.0
2,37.0,37.0,41.0,41.0,44.0,39.0,36.0,41.0,40.0,37.0,40.0,40.0
3,36.0,36.0,37.0,40.0,41.0,41.0,36.0,37.0,39.0,34.0,39.0,39.0
4,41.0,41.0,42.0,44.0,44.0,43.0,40.0,41.0,40.0,36.0,41.0,40.0
5,40.0,40.0,41.0,42.0,44.0,42.0,39.0,41.0,43.0,40.0,43.0,43.0
6,36.0,36.0,37.0,40.0,41.0,38.0,36.0,38.0,39.0,35.0,39.0,39.0
7,41.0,41.0,42.0,42.0,42.0,40.0,40.0,41.0,40.0,37.0,40.0,40.0
8,40.0,40.0,41.0,41.0,44.0,39.0,39.0,41.0,43.0,40.0,43.0,43.0
9,41.0,41.0,41.0,41.0,41.0,40.0,41.0,41.0,39.0,39.0,39.0,41.0
10,42.0,42.0,41.0,43.0,43.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0
11,42.0,41.0,44.0,41.0,44.0,41.0,40.0,44.0,45.0,41.0,45.0,45.0
12,40.0,40.0,40.0,42.0,42.0,42.0,40.0,40.0,39.0,38.0,39.0,40.0
13,41.0,41.0,41.0,44.0,44.0,40.0,40.0,40.0,44.0,40.0,44.0,44.0
14,41.0,40.0,43.0,41.0,43.0,42.0,39.0,43.0,44.0,40.0,44.0,44.0
15,36.0,36.0,37.0,43.0,43.0,41.0,36.0,37.0,38.0,36.0,38.0,40.0
16,38.0,38.0,42.0,45.0,45.0,40.0,36.0,41.0,40.0,37.0,40.0,40.0
17,41.0,41.0,41.0,41.0,41.0,43.0,40.0,41.0,40.0,41.0,40.0,42.0
18,38.0,38.0,36.0,40.0,40.0,41.0,37.0,36.0,38.0,38.0,38.0,38.0
19,41.0,41.0,42.0,44.0,44.0,43.0,40.0,41.0,41.0,40.0,41.0,41.0
20,40.0,40.0,41.0,42.0,43.0,42.0,39.0,40.0,42.0,40.0,42.0,42.0
21,39.0,39.0,37.0,41.0,41.0,41.0,38.0,37.0,39.0,39.0,39.0,39.0
22,41.0,41.0,42.0,44.0,44.0,43.0,41.0,41.0,41.0,41.0,41.0,41.0
23,40.0,40.0,41.0,43.0,44.0,42.0,40.0,40.0,42.0,40.0,42.0,42.0
24,41.0,41.0,41.0,41.0,41.0,43.0,41.0,41.0,40.0,39.0,40.0,41.0
25,46.0,46.0,41.0,44.0,44.0,44.0,45.0,41.0,44.0,41.0,44.0,44.0
26,42.0,41.0,44.0,42.0,43.0,43.0,40.0,44.0,45.0,45.0,45.0,45.0
27,40.0,40.0,40.0,42.0,42.0,43.0,40.0,40.0,39.0,39.0,39.0,40.0
