Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,33.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,36.0,33.0,33.0,34.0,34.0,33.0,34.0,33.0
1,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
2,38.0,37.0,37.0,37.0,37.0,37.0,37.0,35.0,40.0,34.0,34.0,35.0,35.0,37.0,35.0,37.0
3,33.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,36.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0
4,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
5,38.0,37.0,37.0,37.0,37.0,37.0,37.0,35.0,40.0,35.0,35.0,35.0,35.0,37.0,35.0,37.0
6,33.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,36.0,33.0,33.0,34.0,34.0,33.0,34.0,33.0
7,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
8,38.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,40.0,35.0,35.0,36.0,36.0,37.0,36.0,37.0
9,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
10,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
11,43.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0,42.0,39.0,40.0
12,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
13,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
14,42.0,42.0,42.0,42.0,42.0,42.0,42.0,38.0,40.0,38.0,38.0,38.0,38.0,41.0,38.0,39.0
15,33.0,35.0,35.0,35.0,35.0,35.0,35.0,33.0,36.0,32.0,32.0,33.0,34.0,32.0,34.0,33.0
16,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,39.0,36.0,36.0,37.0,38.0,37.0,38.0,36.0
17,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
18,33.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,36.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0
19,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
20,38.0,37.0,37.0,37.0,37.0,37.0,37.0,35.0,40.0,35.0,35.0,35.0,35.0,37.0,35.0,37.0
21,33.0,35.0,35.0,35.0,35.0,35.0,35.0,33.0,36.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0
22,38.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,37.0,38.0,38.0,38.0,38.0,37.0
23,38.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,40.0,35.0,35.0,36.0,36.0,37.0,36.0,37.0
24,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
25,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
26,43.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,39.0,42.0,39.0,40.0
27,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
28,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
29,42.0,42.0,42.0,42.0,42.0,42.0,42.0,38.0,40.0,38.0,38.0,38.0,38.0,41.0,38.0,39.0
30,33.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,36.0,32.0,32.0,33.0,34.0,32.0,34.0,33.0
