Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,47.0,50.0,47.0,55.0,48.0,46.0
1,40.0,47.0,40.0,50.0,50.0,39.0
2,41.0,44.0,41.0,54.0,49.0,40.0
3,47.0,49.0,47.0,54.0,53.0,47.0
4,44.0,47.0,44.0,56.0,50.0,43.0
5,43.0,46.0,43.0,56.0,50.0,43.0
6,47.0,50.0,47.0,55.0,48.0,46.0
7,45.0,47.0,45.0,57.0,50.0,44.0
8,41.0,46.0,42.0,57.0,50.0,41.0
9,54.0,48.0,54.0,55.0,48.0,54.0
10,47.0,50.0,47.0,49.0,48.0,46.0
11,48.0,45.0,48.0,54.0,49.0,48.0
12,53.0,53.0,53.0,54.0,52.0,53.0
13,48.0,56.0,48.0,50.0,52.0,47.0
14,48.0,51.0,48.0,53.0,49.0,47.0
15,46.0,49.0,49.0,55.0,48.0,49.0
16,48.0,56.0,48.0,51.0,48.0,48.0
17,48.0,51.0,48.0,52.0,49.0,48.0
18,48.0,48.0,48.0,54.0,54.0,46.0
19,43.0,46.0,45.0,55.0,54.0,43.0
20,43.0,45.0,45.0,56.0,54.0,42.0
21,49.0,49.0,49.0,55.0,53.0,47.0
22,44.0,47.0,46.0,56.0,55.0,44.0
23,44.0,46.0,46.0,57.0,55.0,43.0
24,54.0,47.0,54.0,55.0,53.0,54.0
25,46.0,49.0,46.0,49.0,48.0,46.0
26,50.0,48.0,50.0,53.0,50.0,50.0
27,53.0,52.0,53.0,54.0,53.0,53.0
28,52.0,55.0,52.0,49.0,53.0,52.0
29,49.0,54.0,49.0,54.0,54.0,49.0
30,48.0,48.0,50.0,54.0,53.0,50.0
31,52.0,55.0,52.0,50.0,48.0,52.0
32,48.0,54.0,48.0,55.0,49.0,48.0
33,48.0,49.0,48.0,51.0,48.0,46.0
34,45.0,43.0,45.0,50.0,50.0,44.0
35,42.0,46.0,43.0,54.0,50.0,41.0
36,54.0,48.0,54.0,56.0,48.0,54.0
37,47.0,45.0,47.0,50.0,49.0,46.0
38,48.0,49.0,48.0,54.0,51.0,48.0
39,54.0,52.0,53.0,55.0,53.0,53.0
40,53.0,50.0,53.0,50.0,54.0,53.0
41,49.0,55.0,49.0,55.0,55.0,49.0
42,47.0,49.0,51.0,51.0,48.0,51.0
43,53.0,50.0,53.0,51.0,49.0,53.0
44,49.0,55.0,49.0,56.0,50.0,49.0
45,52.0,47.0,52.0,49.0,49.0,52.0
46,49.0,49.0,48.0,49.0,49.0,48.0
47,49.0,49.0,48.0,52.0,48.0,48.0
48,53.0,53.0,54.0,53.0,53.0,54.0
49,55.0,51.0,55.0,48.0,54.0,55.0
50,55.0,51.0,55.0,51.0,48.0,55.0
51,53.0,54.0,53.0,54.0,48.0,53.0
52,55.0,50.0,55.0,49.0,49.0,55.0
53,55.0,50.0,55.0,52.0,49.0,55.0
54,53.0,52.0,53.0,52.0,52.0,53.0
55,56.0,54.0,56.0,47.0,53.0,56.0
56,54.0,54.0,54.0,50.0,51.0,54.0
57,53.0,53.0,52.0,53.0,52.0,52.0
58,56.0,54.0,56.0,48.0,52.0,56.0
59,54.0,55.0,54.0,51.0,52.0,54.0
60,46.0,49.0,50.0,49.0,46.0,50.0
61,53.0,49.0,53.0,49.0,48.0,53.0
62,48.0,55.0,50.0,51.0,48.0,49.0
63,47.0,47.0,48.0,53.0,53.0,45.0
64,46.0,45.0,46.0,54.0,53.0,42.0
65,42.0,44.0,46.0,55.0,53.0,41.0
