Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,56.0,50.0,50.0,53.0,57.0,57.0
1,58.0,51.0,51.0,54.0,58.0,55.0
2,55.0,53.0,52.0,57.0,60.0,58.0
3,59.0,54.0,50.0,52.0,61.0,56.0
4,60.0,55.0,55.0,54.0,59.0,54.0
5,59.0,57.0,56.0,57.0,60.0,58.0
6,60.0,54.0,51.0,53.0,59.0,57.0
7,61.0,56.0,55.0,55.0,60.0,55.0
8,60.0,57.0,56.0,57.0,60.0,58.0
9,59.0,57.0,57.0,61.0,59.0,62.0
10,59.0,60.0,59.0,62.0,60.0,61.0
11,57.0,57.0,56.0,62.0,60.0,62.0
12,59.0,56.0,56.0,60.0,58.0,61.0
13,60.0,59.0,58.0,62.0,59.0,61.0
14,58.0,57.0,58.0,62.0,60.0,62.0
15,57.0,53.0,49.0,53.0,58.0,56.0
16,59.0,56.0,51.0,55.0,58.0,58.0
17,58.0,54.0,53.0,58.0,60.0,59.0
18,59.0,54.0,50.0,51.0,61.0,55.0
19,59.0,55.0,55.0,55.0,60.0,56.0
20,61.0,57.0,56.0,56.0,62.0,58.0
21,59.0,54.0,50.0,52.0,61.0,56.0
22,60.0,56.0,55.0,55.0,60.0,57.0
23,62.0,57.0,56.0,57.0,62.0,58.0
24,61.0,61.0,59.0,61.0,60.0,62.0
25,63.0,63.0,63.0,62.0,62.0,61.0
26,61.0,61.0,60.0,62.0,63.0,62.0
27,61.0,60.0,58.0,60.0,59.0,61.0
28,64.0,63.0,62.0,61.0,63.0,60.0
29,62.0,61.0,59.0,61.0,62.0,62.0
30,58.0,55.0,51.0,52.0,59.0,56.0
31,60.0,60.0,55.0,54.0,59.0,58.0
32,60.0,58.0,57.0,58.0,61.0,59.0
33,59.0,54.0,51.0,53.0,58.0,56.0
34,60.0,56.0,55.0,54.0,59.0,54.0
35,62.0,57.0,56.0,56.0,60.0,58.0
36,62.0,61.0,59.0,61.0,60.0,62.0
37,64.0,64.0,64.0,62.0,61.0,61.0
38,61.0,61.0,60.0,62.0,61.0,62.0
39,62.0,60.0,58.0,60.0,59.0,61.0
40,65.0,64.0,63.0,62.0,60.0,61.0
41,62.0,61.0,59.0,62.0,61.0,62.0
42,59.0,55.0,51.0,53.0,58.0,56.0
43,61.0,61.0,56.0,55.0,59.0,57.0
44,61.0,58.0,57.0,58.0,61.0,59.0
45,59.0,59.0,58.0,60.0,59.0,61.0
46,60.0,60.0,60.0,62.0,60.0,61.0
47,60.0,57.0,56.0,62.0,60.0,61.0
48,62.0,58.0,58.0,61.0,59.0,61.0
49,63.0,60.0,60.0,62.0,60.0,61.0
50,61.0,61.0,60.0,62.0,63.0,61.0
51,59.0,58.0,58.0,60.0,59.0,61.0
52,59.0,60.0,60.0,62.0,60.0,61.0
53,60.0,61.0,60.0,62.0,63.0,61.0
54,62.0,57.0,57.0,60.0,60.0,60.0
55,63.0,59.0,59.0,62.0,60.0,60.0
56,61.0,60.0,59.0,62.0,62.0,60.0
57,59.0,58.0,57.0,61.0,60.0,61.0
58,60.0,59.0,59.0,62.0,60.0,61.0
59,61.0,60.0,59.0,62.0,62.0,61.0
60,57.0,54.0,50.0,54.0,57.0,57.0
61,59.0,56.0,52.0,56.0,56.0,58.0
62,59.0,57.0,53.0,57.0,59.0,59.0
63,58.0,53.0,49.0,50.0,60.0,54.0
64,58.0,54.0,54.0,55.0,60.0,55.0
65,60.0,57.0,55.0,55.0,62.0,57.0
66,58.0,54.0,50.0,51.0,60.0,55.0
67,59.0,55.0,54.0,55.0,60.0,56.0
68,61.0,57.0,56.0,56.0,62.0,57.0
69,60.0,61.0,59.0,60.0,59.0,61.0
70,62.0,62.0,62.0,61.0,62.0,60.0
71,61.0,61.0,60.0,65.0,64.0,64.0
72,60.0,60.0,58.0,59.0,59.0,60.0
73,63.0,62.0,61.0,60.0,62.0,59.0
74,62.0,61.0,59.0,64.0,63.0,64.0
75,57.0,55.0,51.0,51.0,59.0,55.0
76,59.0,59.0,54.0,55.0,59.0,57.0
77,59.0,58.0,57.0,57.0,60.0,61.0
78,58.0,54.0,50.0,52.0,58.0,56.0
79,59.0,55.0,54.0,55.0,59.0,54.0
80,61.0,57.0,56.0,57.0,62.0,57.0
81,61.0,61.0,59.0,60.0,59.0,61.0
82,63.0,63.0,63.0,61.0,62.0,60.0
83,61.0,61.0,60.0,65.0,64.0,64.0
84,61.0,60.0,58.0,59.0,59.0,60.0
85,64.0,63.0,62.0,61.0,61.0,60.0
86,62.0,61.0,59.0,64.0,63.0,64.0
87,58.0,55.0,51.0,52.0,58.0,55.0
88,60.0,60.0,55.0,55.0,59.0,57.0
89,60.0,58.0,57.0,57.0,61.0,61.0
90,59.0,61.0,59.0,60.0,59.0,60.0
91,60.0,60.0,60.0,65.0,64.0,64.0
92,61.0,61.0,60.0,62.0,63.0,61.0
93,62.0,60.0,59.0,60.0,60.0,60.0
94,62.0,60.0,60.0,64.0,63.0,64.0
95,64.0,64.0,64.0,62.0,63.0,61.0
96,59.0,60.0,59.0,60.0,59.0,60.0
97,60.0,60.0,60.0,61.0,60.0,61.0
98,64.0,64.0,64.0,62.0,63.0,61.0
99,62.0,59.0,58.0,59.0,60.0,59.0
100,62.0,59.0,59.0,63.0,62.0,63.0
101,65.0,64.0,63.0,61.0,62.0,60.0
102,60.0,59.0,58.0,60.0,60.0,60.0
103,60.0,59.0,59.0,61.0,61.0,60.0
104,65.0,64.0,63.0,61.0,62.0,60.0
105,57.0,55.0,51.0,53.0,57.0,56.0
106,58.0,56.0,52.0,55.0,59.0,57.0
107,61.0,61.0,56.0,56.0,59.0,59.0
108,55.0,54.0,50.0,49.0,56.0,51.0
109,56.0,52.0,51.0,51.0,58.0,49.0
110,59.0,57.0,55.0,52.0,59.0,53.0
111,59.0,61.0,59.0,56.0,60.0,57.0
112,60.0,60.0,60.0,57.0,61.0,57.0
113,61.0,61.0,60.0,61.0,61.0,60.0
114,60.0,60.0,58.0,55.0,59.0,57.0
115,60.0,59.0,59.0,58.0,60.0,57.0
116,62.0,61.0,59.0,60.0,61.0,60.0
117,57.0,55.0,51.0,49.0,57.0,51.0
118,58.0,56.0,52.0,52.0,58.0,54.0
119,59.0,58.0,57.0,53.0,61.0,57.0
120,60.0,62.0,60.0,56.0,59.0,56.0
121,60.0,61.0,61.0,61.0,61.0,60.0
122,62.0,62.0,61.0,59.0,61.0,60.0
123,63.0,61.0,59.0,56.0,60.0,56.0
124,63.0,60.0,60.0,60.0,61.0,60.0
125,65.0,65.0,65.0,59.0,63.0,59.0
126,60.0,61.0,59.0,56.0,59.0,56.0
127,60.0,60.0,60.0,57.0,61.0,58.0
128,65.0,65.0,65.0,60.0,63.0,60.0
129,63.0,60.0,58.0,56.0,59.0,55.0
130,63.0,60.0,59.0,59.0,60.0,59.0
131,66.0,65.0,64.0,58.0,62.0,59.0
132,61.0,60.0,58.0,56.0,59.0,56.0
133,61.0,60.0,59.0,58.0,60.0,58.0
134,66.0,65.0,64.0,59.0,62.0,60.0
135,57.0,56.0,52.0,50.0,56.0,52.0
136,58.0,57.0,53.0,52.0,58.0,55.0
137,62.0,62.0,57.0,52.0,60.0,56.0
138,60.0,59.0,59.0,58.0,60.0,59.0
139,60.0,58.0,56.0,59.0,60.0,60.0
140,60.0,57.0,57.0,60.0,60.0,59.0
141,60.0,59.0,60.0,58.0,62.0,59.0
142,60.0,58.0,58.0,61.0,63.0,60.0
143,61.0,61.0,61.0,60.0,63.0,59.0
144,60.0,59.0,59.0,56.0,62.0,59.0
145,59.0,57.0,57.0,61.0,63.0,60.0
146,60.0,61.0,61.0,60.0,63.0,59.0
147,62.0,59.0,60.0,57.0,61.0,59.0
148,60.0,58.0,58.0,60.0,62.0,60.0
149,64.0,61.0,61.0,59.0,62.0,59.0
150,62.0,59.0,59.0,57.0,61.0,59.0
151,60.0,59.0,59.0,60.0,62.0,60.0
152,64.0,61.0,61.0,59.0,62.0,59.0
153,59.0,59.0,59.0,55.0,59.0,57.0
154,56.0,56.0,56.0,57.0,60.0,59.0
155,60.0,61.0,61.0,57.0,60.0,57.0
156,62.0,58.0,59.0,56.0,60.0,58.0
157,60.0,57.0,57.0,59.0,61.0,59.0
158,64.0,60.0,60.0,58.0,62.0,58.0
159,62.0,58.0,58.0,56.0,60.0,58.0
160,60.0,58.0,58.0,59.0,61.0,59.0
161,64.0,60.0,60.0,58.0,62.0,58.0
162,59.0,58.0,58.0,57.0,60.0,57.0
163,57.0,56.0,55.0,58.0,59.0,59.0
164,61.0,60.0,60.0,58.0,60.0,57.0
165,57.0,55.0,51.0,51.0,56.0,51.0
166,54.0,53.0,49.0,53.0,55.0,56.0
167,59.0,57.0,52.0,53.0,56.0,55.0
