Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,44.0,44.0,37.0,44.0,44.0,44.0,35.0,44.0,44.0,44.0,36.0,44.0,39.0,39.0
1,47.0,47.0,44.0,50.0,45.0,45.0,40.0,45.0,45.0,46.0,40.0,45.0,39.0,39.0
2,46.0,46.0,45.0,50.0,45.0,45.0,41.0,45.0,45.0,45.0,41.0,45.0,40.0,40.0
3,45.0,43.0,38.0,43.0,44.0,44.0,37.0,43.0,43.0,43.0,35.0,43.0,39.0,39.0
4,50.0,46.0,43.0,49.0,49.0,49.0,40.0,45.0,44.0,45.0,40.0,44.0,41.0,41.0
5,50.0,45.0,44.0,49.0,49.0,49.0,41.0,45.0,44.0,45.0,41.0,44.0,42.0,42.0
6,44.0,43.0,37.0,44.0,44.0,44.0,38.0,44.0,44.0,44.0,35.0,44.0,37.0,37.0
7,45.0,45.0,41.0,45.0,45.0,45.0,40.0,45.0,45.0,45.0,40.0,45.0,42.0,42.0
8,46.0,45.0,43.0,50.0,45.0,45.0,41.0,45.0,45.0,45.0,41.0,45.0,43.0,43.0
9,44.0,48.0,45.0,45.0,45.0,45.0,44.0,47.0,47.0,47.0,45.0,47.0,45.0,45.0
10,46.0,45.0,51.0,51.0,46.0,46.0,45.0,45.0,45.0,45.0,47.0,45.0,42.0,42.0
11,46.0,45.0,51.0,51.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,41.0
12,48.0,49.0,50.0,49.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0
13,50.0,50.0,55.0,55.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,50.0,46.0,46.0
14,50.0,50.0,56.0,55.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0
15,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0
