Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,47.0,52.0,46.0,40.0,53.0,53.0,47.0,45.0,46.0
1,49.0,45.0,39.0,42.0,43.0,43.0,49.0,38.0,48.0
2,49.0,51.0,42.0,46.0,49.0,49.0,49.0,43.0,48.0
3,49.0,56.0,50.0,44.0,57.0,57.0,49.0,52.0,48.0
4,50.0,49.0,42.0,45.0,47.0,47.0,50.0,41.0,49.0
5,50.0,55.0,46.0,50.0,53.0,53.0,50.0,46.0,49.0
6,47.0,55.0,50.0,43.0,56.0,56.0,47.0,53.0,46.0
7,49.0,49.0,42.0,44.0,46.0,46.0,49.0,40.0,48.0
8,49.0,54.0,46.0,49.0,52.0,52.0,49.0,46.0,48.0
9,51.0,51.0,47.0,44.0,51.0,51.0,51.0,52.0,50.0
10,50.0,50.0,41.0,45.0,44.0,44.0,50.0,42.0,49.0
11,50.0,51.0,45.0,50.0,48.0,47.0,50.0,47.0,49.0
12,58.0,58.0,46.0,51.0,53.0,53.0,58.0,56.0,57.0
13,57.0,57.0,46.0,52.0,52.0,52.0,57.0,48.0,56.0
14,57.0,57.0,51.0,57.0,52.0,52.0,57.0,51.0,56.0
15,54.0,54.0,47.0,47.0,54.0,54.0,54.0,52.0,53.0
16,53.0,53.0,47.0,48.0,53.0,53.0,53.0,45.0,52.0
17,53.0,53.0,52.0,53.0,53.0,53.0,53.0,47.0,52.0
18,48.0,56.0,50.0,44.0,57.0,57.0,49.0,52.0,47.0
19,49.0,49.0,45.0,45.0,47.0,47.0,50.0,40.0,48.0
20,49.0,55.0,46.0,50.0,53.0,53.0,50.0,46.0,48.0
21,48.0,56.0,50.0,44.0,57.0,57.0,48.0,53.0,47.0
22,50.0,51.0,46.0,45.0,48.0,47.0,49.0,41.0,49.0
23,50.0,55.0,46.0,50.0,53.0,53.0,49.0,47.0,49.0
24,53.0,54.0,51.0,48.0,55.0,55.0,53.0,57.0,52.0
25,54.0,54.0,44.0,49.0,48.0,48.0,54.0,45.0,53.0
26,54.0,55.0,47.0,54.0,52.0,51.0,54.0,52.0,53.0
27,60.0,60.0,50.0,55.0,55.0,55.0,60.0,61.0,59.0
28,61.0,61.0,50.0,56.0,56.0,56.0,61.0,50.0,60.0
29,61.0,61.0,55.0,61.0,56.0,56.0,61.0,56.0,60.0
30,56.0,56.0,51.0,51.0,56.0,56.0,56.0,57.0,55.0
31,57.0,57.0,51.0,52.0,57.0,57.0,57.0,49.0,56.0
32,57.0,57.0,56.0,57.0,57.0,57.0,57.0,52.0,56.0
33,47.0,55.0,50.0,43.0,56.0,56.0,47.0,49.0,46.0
34,48.0,50.0,45.0,44.0,47.0,46.0,48.0,41.0,47.0
35,48.0,54.0,45.0,49.0,52.0,52.0,48.0,46.0,47.0
36,53.0,55.0,50.0,47.0,56.0,56.0,53.0,58.0,52.0
37,53.0,53.0,45.0,48.0,48.0,48.0,53.0,46.0,52.0
38,53.0,54.0,46.0,53.0,52.0,52.0,53.0,53.0,52.0
39,60.0,60.0,50.0,54.0,56.0,56.0,60.0,62.0,59.0
40,60.0,60.0,50.0,55.0,55.0,55.0,60.0,51.0,59.0
41,60.0,60.0,54.0,60.0,55.0,55.0,60.0,57.0,59.0
42,56.0,56.0,51.0,50.0,56.0,56.0,56.0,58.0,55.0
43,56.0,56.0,51.0,51.0,56.0,56.0,56.0,50.0,55.0
44,56.0,56.0,55.0,56.0,56.0,56.0,56.0,53.0,55.0
45,52.0,52.0,46.0,46.0,50.0,50.0,52.0,50.0,51.0
46,49.0,48.0,43.0,45.0,44.0,44.0,49.0,42.0,48.0
47,49.0,49.0,44.0,48.0,46.0,46.0,49.0,47.0,48.0
48,59.0,59.0,52.0,53.0,54.0,54.0,59.0,57.0,58.0
49,54.0,55.0,48.0,52.0,50.0,50.0,54.0,51.0,53.0
50,56.0,56.0,49.0,55.0,51.0,51.0,56.0,52.0,55.0
51,55.0,55.0,53.0,49.0,55.0,55.0,55.0,56.0,54.0
52,50.0,51.0,49.0,48.0,51.0,51.0,50.0,52.0,49.0
53,52.0,52.0,50.0,51.0,52.0,52.0,52.0,52.0,51.0
54,59.0,59.0,51.0,52.0,54.0,54.0,59.0,61.0,58.0
55,54.0,55.0,50.0,51.0,49.0,49.0,54.0,55.0,53.0
56,56.0,56.0,50.0,55.0,51.0,51.0,56.0,56.0,55.0
57,59.0,59.0,52.0,53.0,55.0,55.0,59.0,60.0,58.0
58,54.0,55.0,51.0,52.0,51.0,51.0,54.0,56.0,53.0
59,56.0,56.0,51.0,55.0,52.0,52.0,56.0,56.0,55.0
60,55.0,55.0,49.0,49.0,55.0,55.0,55.0,56.0,54.0
61,50.0,51.0,52.0,48.0,51.0,51.0,50.0,52.0,49.0
62,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0
63,46.0,56.0,49.0,41.0,57.0,57.0,48.0,51.0,45.0
64,48.0,49.0,45.0,43.0,47.0,47.0,48.0,39.0,47.0
65,48.0,55.0,46.0,48.0,53.0,53.0,49.0,45.0,47.0
66,47.0,56.0,50.0,42.0,57.0,57.0,48.0,52.0,46.0
67,49.0,51.0,46.0,43.0,48.0,47.0,48.0,40.0,48.0
68,49.0,55.0,46.0,48.0,53.0,53.0,49.0,46.0,48.0
69,52.0,54.0,51.0,48.0,55.0,55.0,53.0,56.0,51.0
70,53.0,54.0,44.0,49.0,48.0,48.0,54.0,45.0,52.0
71,53.0,55.0,47.0,54.0,52.0,51.0,54.0,51.0,52.0
72,59.0,60.0,50.0,55.0,55.0,55.0,60.0,60.0,58.0
73,60.0,61.0,51.0,56.0,56.0,56.0,61.0,49.0,59.0
74,60.0,61.0,55.0,61.0,56.0,56.0,61.0,55.0,59.0
75,55.0,56.0,51.0,51.0,56.0,56.0,56.0,56.0,54.0
76,56.0,57.0,52.0,52.0,57.0,57.0,57.0,48.0,55.0
77,56.0,57.0,56.0,57.0,57.0,57.0,57.0,51.0,55.0
78,46.0,56.0,50.0,42.0,57.0,57.0,47.0,49.0,45.0
79,50.0,51.0,46.0,43.0,48.0,47.0,48.0,41.0,49.0
80,50.0,55.0,46.0,48.0,53.0,53.0,48.0,47.0,49.0
81,51.0,55.0,51.0,48.0,56.0,56.0,53.0,57.0,50.0
82,53.0,54.0,45.0,49.0,48.0,48.0,53.0,46.0,52.0
83,53.0,55.0,47.0,54.0,52.0,52.0,53.0,52.0,52.0
84,58.0,60.0,50.0,55.0,56.0,56.0,60.0,61.0,57.0
85,60.0,61.0,52.0,56.0,56.0,56.0,60.0,50.0,59.0
