Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,46.0,50.0,51.0,42.0,47.0,48.0,45.0,47.0,46.0,51.0,50.0,50.0,43.0,50.0
1,38.0,47.0,48.0,44.0,44.0,45.0,41.0,44.0,38.0,43.0,47.0,47.0,47.0,41.0
2,42.0,46.0,47.0,43.0,43.0,44.0,40.0,43.0,42.0,44.0,51.0,51.0,46.0,41.0
3,48.0,52.0,53.0,44.0,52.0,53.0,47.0,52.0,50.0,53.0,50.0,50.0,45.0,52.0
4,40.0,49.0,50.0,49.0,49.0,50.0,43.0,49.0,42.0,45.0,50.0,50.0,49.0,43.0
5,44.0,48.0,49.0,48.0,48.0,49.0,42.0,48.0,44.0,46.0,52.0,52.0,48.0,43.0
6,48.0,52.0,53.0,45.0,48.0,49.0,47.0,48.0,51.0,53.0,50.0,50.0,45.0,52.0
7,40.0,49.0,50.0,45.0,45.0,47.0,43.0,47.0,43.0,45.0,51.0,51.0,49.0,43.0
8,44.0,48.0,49.0,47.0,47.0,48.0,42.0,47.0,44.0,46.0,52.0,52.0,48.0,43.0
9,47.0,50.0,51.0,47.0,48.0,48.0,45.0,48.0,47.0,51.0,49.0,49.0,48.0,50.0
10,43.0,50.0,49.0,44.0,44.0,46.0,42.0,46.0,42.0,46.0,47.0,47.0,48.0,45.0
11,46.0,49.0,50.0,46.0,46.0,47.0,45.0,46.0,46.0,46.0,50.0,50.0,49.0,45.0
12,51.0,52.0,53.0,46.0,47.0,48.0,49.0,47.0,51.0,53.0,50.0,50.0,51.0,52.0
13,48.0,51.0,52.0,48.0,49.0,50.0,47.0,49.0,48.0,52.0,51.0,51.0,50.0,51.0
14,52.0,51.0,52.0,48.0,48.0,49.0,51.0,48.0,52.0,52.0,52.0,52.0,51.0,51.0
15,48.0,53.0,53.0,43.0,48.0,48.0,47.0,48.0,50.0,53.0,50.0,50.0,44.0,53.0
16,48.0,52.0,52.0,43.0,50.0,50.0,47.0,50.0,48.0,52.0,51.0,51.0,47.0,52.0
17,52.0,52.0,52.0,44.0,49.0,49.0,52.0,49.0,52.0,52.0,52.0,52.0,47.0,52.0
18,48.0,52.0,53.0,43.0,52.0,53.0,46.0,52.0,52.0,53.0,51.0,51.0,44.0,52.0
19,40.0,49.0,50.0,49.0,49.0,50.0,42.0,49.0,44.0,45.0,51.0,51.0,49.0,43.0
20,44.0,48.0,49.0,48.0,48.0,49.0,42.0,48.0,45.0,46.0,52.0,52.0,48.0,43.0
21,49.0,52.0,53.0,44.0,52.0,53.0,47.0,52.0,53.0,53.0,52.0,52.0,45.0,52.0
22,40.0,49.0,50.0,48.0,48.0,49.0,43.0,48.0,45.0,45.0,52.0,52.0,49.0,43.0
23,44.0,49.0,50.0,49.0,49.0,50.0,42.0,49.0,46.0,46.0,52.0,52.0,49.0,43.0
24,49.0,50.0,51.0,48.0,49.0,49.0,47.0,49.0,50.0,51.0,51.0,51.0,49.0,50.0
25,44.0,52.0,51.0,49.0,49.0,50.0,44.0,51.0,45.0,46.0,49.0,49.0,51.0,45.0
26,48.0,51.0,52.0,50.0,50.0,51.0,47.0,50.0,48.0,46.0,52.0,52.0,51.0,45.0
27,53.0,53.0,54.0,50.0,52.0,53.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,52.0
28,50.0,51.0,52.0,48.0,49.0,50.0,49.0,50.0,51.0,52.0,51.0,51.0,50.0,51.0
29,54.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,54.0,52.0,52.0,52.0,53.0,51.0
30,50.0,53.0,53.0,44.0,52.0,52.0,49.0,52.0,52.0,53.0,51.0,51.0,45.0,53.0
31,50.0,52.0,52.0,48.0,50.0,50.0,49.0,50.0,51.0,52.0,51.0,51.0,48.0,52.0
32,54.0,54.0,54.0,49.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,49.0,52.0
33,49.0,52.0,53.0,45.0,48.0,49.0,47.0,48.0,53.0,49.0,53.0,53.0,45.0,48.0
34,40.0,48.0,49.0,49.0,45.0,47.0,43.0,49.0,45.0,41.0,52.0,52.0,48.0,39.0
35,44.0,49.0,50.0,47.0,47.0,48.0,42.0,47.0,46.0,45.0,49.0,49.0,49.0,43.0
36,49.0,50.0,51.0,49.0,50.0,50.0,47.0,50.0,51.0,50.0,51.0,51.0,49.0,49.0
37,44.0,52.0,51.0,50.0,50.0,51.0,44.0,52.0,46.0,45.0,50.0,50.0,52.0,44.0
38,48.0,51.0,52.0,51.0,51.0,52.0,47.0,51.0,48.0,46.0,52.0,52.0,51.0,45.0
39,53.0,53.0,54.0,48.0,49.0,49.0,51.0,49.0,53.0,53.0,52.0,52.0,51.0,52.0
40,50.0,51.0,52.0,49.0,50.0,51.0,49.0,51.0,52.0,51.0,52.0,52.0,51.0,50.0
41,54.0,53.0,54.0,50.0,50.0,51.0,53.0,50.0,54.0,52.0,52.0,52.0,53.0,51.0
42,50.0,53.0,53.0,44.0,49.0,50.0,49.0,49.0,53.0,50.0,52.0,52.0,45.0,49.0
43,50.0,52.0,52.0,49.0,51.0,51.0,49.0,51.0,52.0,51.0,52.0,52.0,48.0,51.0
44,54.0,54.0,54.0,46.0,51.0,51.0,54.0,51.0,54.0,52.0,52.0,52.0,49.0,52.0
45,48.0,49.0,50.0,48.0,48.0,49.0,46.0,48.0,48.0,48.0,48.0,48.0,49.0,47.0
46,46.0,49.0,50.0,45.0,49.0,46.0,45.0,49.0,43.0,46.0,47.0,47.0,49.0,45.0
47,46.0,49.0,50.0,46.0,46.0,47.0,45.0,46.0,46.0,43.0,50.0,50.0,49.0,42.0
48,51.0,51.0,52.0,47.0,48.0,49.0,49.0,48.0,51.0,51.0,51.0,51.0,48.0,50.0
49,52.0,51.0,52.0,49.0,49.0,50.0,51.0,49.0,49.0,52.0,50.0,50.0,51.0,51.0
50,52.0,51.0,52.0,49.0,50.0,51.0,51.0,50.0,52.0,49.0,52.0,52.0,51.0,48.0
51,48.0,51.0,50.0,48.0,49.0,49.0,48.0,49.0,51.0,50.0,51.0,51.0,49.0,50.0
52,52.0,52.0,52.0,48.0,50.0,50.0,52.0,50.0,49.0,52.0,50.0,50.0,52.0,52.0
53,52.0,52.0,52.0,45.0,51.0,51.0,52.0,51.0,52.0,49.0,52.0,52.0,48.0,49.0
54,53.0,53.0,54.0,47.0,48.0,49.0,51.0,48.0,53.0,53.0,50.0,50.0,52.0,52.0
55,52.0,52.0,53.0,48.0,48.0,49.0,50.0,48.0,52.0,52.0,50.0,50.0,51.0,51.0
56,53.0,53.0,54.0,52.0,53.0,54.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,51.0
57,53.0,54.0,54.0,47.0,49.0,49.0,52.0,49.0,53.0,53.0,50.0,50.0,48.0,53.0
58,52.0,53.0,53.0,47.0,49.0,49.0,51.0,49.0,52.0,52.0,51.0,51.0,51.0,52.0
59,53.0,54.0,54.0,48.0,54.0,54.0,53.0,54.0,53.0,52.0,51.0,51.0,51.0,52.0
60,48.0,50.0,50.0,43.0,49.0,49.0,48.0,49.0,50.0,50.0,48.0,48.0,44.0,50.0
61,49.0,49.0,49.0,44.0,46.0,46.0,47.0,46.0,49.0,49.0,51.0,51.0,48.0,49.0
62,52.0,52.0,52.0,40.0,50.0,50.0,52.0,50.0,52.0,49.0,49.0,49.0,47.0,49.0
63,47.0,51.0,52.0,42.0,51.0,52.0,45.0,51.0,51.0,52.0,53.0,53.0,43.0,51.0
64,39.0,48.0,49.0,48.0,48.0,49.0,41.0,48.0,43.0,44.0,50.0,50.0,48.0,42.0
65,44.0,47.0,48.0,47.0,47.0,48.0,41.0,47.0,44.0,45.0,51.0,51.0,47.0,43.0
66,48.0,51.0,52.0,43.0,51.0,52.0,46.0,51.0,52.0,52.0,54.0,54.0,44.0,51.0
67,40.0,48.0,49.0,49.0,47.0,48.0,42.0,49.0,44.0,44.0,51.0,51.0,48.0,42.0
68,44.0,48.0,49.0,48.0,48.0,49.0,42.0,48.0,45.0,45.0,51.0,51.0,48.0,43.0
69,48.0,49.0,50.0,47.0,48.0,48.0,46.0,48.0,49.0,50.0,50.0,50.0,48.0,49.0
70,44.0,53.0,50.0,52.0,48.0,49.0,45.0,52.0,44.0,45.0,48.0,48.0,53.0,44.0
