Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,35.0,37.0,36.0,38.0,33.0,33.0
1,36.0,38.0,41.0,38.0,38.0,38.0
2,33.0,35.0,36.0,36.0,35.0,35.0
3,36.0,38.0,38.0,38.0,37.0,37.0
4,37.0,38.0,41.0,41.0,42.0,42.0
5,37.0,38.0,38.0,39.0,38.0,38.0
6,37.0,38.0,38.0,39.0,37.0,37.0
7,36.0,38.0,39.0,41.0,38.0,38.0
8,38.0,38.0,38.0,39.0,38.0,38.0
9,38.0,39.0,38.0,38.0,38.0,38.0
10,39.0,40.0,39.0,39.0,39.0,39.0
11,37.0,39.0,34.0,36.0,38.0,38.0
12,39.0,39.0,38.0,38.0,37.0,37.0
13,39.0,40.0,39.0,39.0,39.0,39.0
14,37.0,39.0,34.0,35.0,38.0,38.0
15,39.0,38.0,39.0,39.0,35.0,35.0
16,40.0,41.0,40.0,40.0,38.0,38.0
17,38.0,40.0,35.0,35.0,39.0,39.0
18,36.0,38.0,38.0,38.0,37.0,37.0
19,37.0,38.0,40.0,41.0,42.0,42.0
20,41.0,41.0,38.0,39.0,42.0,42.0
21,36.0,38.0,38.0,39.0,37.0,37.0
22,38.0,39.0,39.0,41.0,38.0,38.0
23,42.0,42.0,39.0,40.0,42.0,42.0
24,42.0,43.0,44.0,44.0,42.0,42.0
25,43.0,44.0,45.0,45.0,43.0,43.0
26,39.0,41.0,39.0,39.0,39.0,40.0
27,42.0,43.0,44.0,44.0,41.0,41.0
28,43.0,44.0,45.0,45.0,42.0,43.0
29,39.0,41.0,39.0,39.0,41.0,41.0
30,39.0,40.0,39.0,39.0,38.0,38.0
31,44.0,45.0,46.0,46.0,38.0,39.0
32,40.0,42.0,40.0,40.0,42.0,42.0
33,37.0,38.0,37.0,39.0,36.0,36.0
34,36.0,38.0,39.0,40.0,38.0,38.0
35,36.0,36.0,39.0,40.0,38.0,38.0
36,39.0,39.0,44.0,44.0,38.0,39.0
37,39.0,40.0,45.0,45.0,39.0,39.0
38,39.0,40.0,39.0,39.0,39.0,40.0
39,39.0,39.0,44.0,44.0,37.0,38.0
40,39.0,40.0,45.0,45.0,38.0,39.0
41,39.0,40.0,39.0,39.0,39.0,39.0
42,39.0,39.0,37.0,38.0,37.0,37.0
43,40.0,41.0,46.0,46.0,39.0,39.0
44,40.0,41.0,40.0,40.0,39.0,39.0
45,40.0,40.0,38.0,38.0,40.0,40.0
46,40.0,40.0,38.0,39.0,40.0,41.0
47,39.0,36.0,34.0,36.0,39.0,40.0
48,44.0,46.0,44.0,44.0,44.0,44.0
49,44.0,46.0,45.0,45.0,44.0,44.0
50,41.0,41.0,39.0,39.0,40.0,40.0
51,45.0,47.0,45.0,45.0,40.0,40.0
52,45.0,47.0,46.0,46.0,40.0,40.0
53,41.0,42.0,40.0,40.0,40.0,40.0
54,44.0,46.0,44.0,44.0,43.0,44.0
55,44.0,46.0,45.0,45.0,43.0,44.0
56,41.0,41.0,39.0,39.0,41.0,41.0
57,45.0,47.0,45.0,45.0,39.0,40.0
58,45.0,47.0,46.0,46.0,39.0,40.0
59,41.0,42.0,40.0,40.0,42.0,42.0
60,40.0,41.0,38.0,38.0,36.0,36.0
