0,44.0
1,46.0
2,46.0
3,48.0
4,45.0
5,50.0
6,49.0
7,46.0
8,51.0
9,52.0
10,53.0
11,48.0
12,51.0
13,52.0
14,51.0
15,49.0
16,51.0
17,52.0
18,47.0
19,44.0
20,49.0
21,48.0
22,45.0
23,50.0
24,56.0
25,52.0
26,52.0
27,55.0
28,51.0
29,55.0
30,50.0
31,50.0
32,56.0
33,49.0
34,45.0
35,51.0
36,57.0
37,53.0
38,53.0
39,56.0
40,52.0
41,56.0
42,51.0
43,51.0
44,57.0
45,53.0
46,53.0
47,54.0
48,56.0
49,58.0
50,53.0
51,57.0
52,59.0
53,54.0
54,55.0
55,57.0
56,52.0
57,56.0
58,58.0
59,53.0
60,49.0
61,52.0
62,51.0
63,46.0
64,43.0
65,48.0
66,47.0
67,44.0
68,49.0
69,55.0
70,51.0
71,51.0
72,54.0
73,50.0
74,54.0
75,49.0
76,49.0
77,55.0
78,48.0
79,44.0
80,50.0
81,56.0
82,52.0
83,52.0
84,55.0
85,51.0
86,55.0
87,50.0
88,50.0
89,56.0
90,52.0
91,52.0
92,53.0
93,55.0
94,57.0
95,52.0
96,56.0
97,58.0
98,53.0
99,54.0
100,56.0
101,51.0
102,55.0
103,57.0
104,52.0
105,48.0
106,51.0
107,50.0
108,44.0
109,42.0
110,46.0
111,52.0
112,47.0
113,51.0
114,51.0
115,47.0
116,51.0
117,46.0
118,46.0
119,52.0
120,51.0
121,51.0
122,52.0
123,51.0
124,53.0
125,53.0
126,52.0
127,54.0
128,54.0
129,50.0
130,52.0
131,52.0
132,51.0
133,53.0
134,53.0
135,46.0
136,46.0
137,51.0
138,51.0
139,52.0
140,48.0
141,51.0
142,53.0
143,53.0
144,52.0
145,54.0
146,54.0
147,50.0
148,57.0
149,52.0
150,51.0
151,58.0
152,53.0
153,51.0
154,54.0
155,49.0
156,49.0
157,56.0
158,51.0
159,50.0
160,57.0
161,52.0
162,50.0
163,53.0
164,48.0
165,46.0
166,47.0
167,47.0
