Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,53.0,53.0,57.0,57.0,51.0,57.0,57.0,47.0,51.0,48.0,57.0,53.0
1,54.0,54.0,53.0,53.0,46.0,53.0,53.0,54.0,54.0,53.0,53.0,50.0
2,55.0,55.0,59.0,59.0,46.0,59.0,59.0,55.0,55.0,54.0,59.0,51.0
3,53.0,53.0,56.0,57.0,50.0,57.0,57.0,56.0,56.0,57.0,57.0,57.0
4,54.0,53.0,58.0,58.0,51.0,58.0,58.0,53.0,53.0,59.0,58.0,57.0
5,59.0,59.0,58.0,58.0,51.0,58.0,59.0,58.0,58.0,59.0,59.0,57.0
6,54.0,54.0,52.0,58.0,51.0,58.0,58.0,51.0,51.0,52.0,58.0,52.0
7,54.0,54.0,59.0,59.0,46.0,59.0,59.0,54.0,54.0,54.0,59.0,52.0
8,59.0,59.0,53.0,58.0,51.0,58.0,58.0,53.0,53.0,54.0,58.0,54.0
9,60.0,60.0,54.0,54.0,52.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0
10,59.0,59.0,54.0,59.0,51.0,59.0,59.0,55.0,55.0,54.0,59.0,55.0
11,56.0,56.0,60.0,60.0,46.0,60.0,60.0,55.0,55.0,54.0,60.0,55.0
12,59.0,59.0,53.0,56.0,51.0,56.0,56.0,54.0,54.0,53.0,56.0,52.0
13,59.0,59.0,53.0,58.0,53.0,58.0,58.0,54.0,54.0,53.0,58.0,54.0
14,59.0,59.0,59.0,59.0,53.0,59.0,59.0,60.0,60.0,59.0,59.0,57.0
15,53.0,53.0,52.0,52.0,52.0,52.0,52.0,47.0,51.0,47.0,52.0,48.0
16,55.0,55.0,54.0,54.0,54.0,54.0,54.0,48.0,48.0,47.0,54.0,50.0
17,55.0,55.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,52.0,54.0,51.0
18,53.0,52.0,55.0,56.0,54.0,56.0,57.0,56.0,56.0,59.0,57.0,56.0
19,53.0,52.0,57.0,57.0,50.0,57.0,58.0,57.0,57.0,58.0,58.0,56.0
20,59.0,58.0,57.0,57.0,56.0,57.0,58.0,57.0,57.0,58.0,58.0,58.0
21,54.0,53.0,55.0,57.0,55.0,57.0,58.0,57.0,57.0,60.0,58.0,56.0
22,54.0,53.0,58.0,58.0,51.0,58.0,59.0,58.0,58.0,59.0,59.0,56.0
23,59.0,59.0,57.0,57.0,57.0,57.0,58.0,57.0,57.0,59.0,58.0,59.0
24,60.0,59.0,56.0,53.0,56.0,53.0,54.0,53.0,54.0,54.0,54.0,60.0
25,59.0,59.0,58.0,58.0,58.0,58.0,59.0,58.0,58.0,59.0,59.0,57.0
26,58.0,58.0,59.0,59.0,52.0,59.0,60.0,59.0,59.0,60.0,60.0,58.0
27,59.0,58.0,55.0,56.0,55.0,56.0,56.0,55.0,55.0,58.0,56.0,59.0
28,59.0,58.0,57.0,57.0,57.0,57.0,58.0,59.0,59.0,60.0,58.0,57.0
29,59.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,60.0,59.0,58.0
30,53.0,53.0,55.0,53.0,55.0,53.0,53.0,51.0,52.0,53.0,53.0,54.0
31,55.0,54.0,58.0,53.0,58.0,53.0,54.0,53.0,53.0,58.0,54.0,52.0
32,58.0,58.0,59.0,59.0,59.0,59.0,59.0,53.0,53.0,59.0,59.0,57.0
33,54.0,54.0,52.0,51.0,51.0,51.0,51.0,52.0,52.0,55.0,51.0,51.0
34,54.0,54.0,53.0,53.0,51.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0
35,59.0,59.0,53.0,53.0,52.0,53.0,54.0,55.0,55.0,54.0,54.0,54.0
36,60.0,60.0,53.0,52.0,52.0,52.0,52.0,53.0,54.0,55.0,52.0,55.0
37,59.0,59.0,54.0,54.0,53.0,54.0,54.0,55.0,55.0,55.0,54.0,54.0
38,59.0,59.0,54.0,54.0,51.0,54.0,54.0,55.0,55.0,56.0,54.0,54.0
39,59.0,59.0,53.0,57.0,53.0,57.0,57.0,53.0,54.0,54.0,57.0,54.0
40,59.0,59.0,53.0,58.0,53.0,58.0,59.0,60.0,60.0,59.0,59.0,53.0
