Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,52.0,51.0,51.0,52.0,47.0,52.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,50.0
1,53.0,52.0,52.0,50.0,51.0,51.0,50.0,46.0,48.0,50.0,46.0,50.0,46.0,50.0,44.0
2,55.0,52.0,52.0,48.0,48.0,49.0,53.0,48.0,52.0,51.0,48.0,53.0,48.0,51.0,50.0
3,52.0,51.0,51.0,54.0,48.0,54.0,52.0,52.0,53.0,52.0,51.0,52.0,51.0,52.0,50.0
4,54.0,56.0,56.0,56.0,51.0,56.0,51.0,50.0,48.0,51.0,50.0,51.0,50.0,51.0,48.0
5,57.0,53.0,53.0,53.0,49.0,53.0,54.0,53.0,52.0,52.0,51.0,54.0,51.0,52.0,50.0
6,52.0,51.0,51.0,55.0,46.0,55.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0
7,55.0,57.0,57.0,57.0,50.0,57.0,51.0,51.0,48.0,51.0,51.0,51.0,51.0,51.0,49.0
8,55.0,53.0,53.0,54.0,50.0,54.0,54.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,49.0
9,53.0,53.0,53.0,54.0,50.0,54.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,54.0,50.0
10,55.0,55.0,55.0,53.0,51.0,53.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0
11,55.0,52.0,52.0,55.0,51.0,54.0,49.0,50.0,51.0,49.0,50.0,49.0,50.0,49.0,50.0
12,53.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0
13,55.0,54.0,54.0,56.0,55.0,56.0,51.0,52.0,52.0,51.0,52.0,51.0,52.0,51.0,50.0
14,57.0,51.0,51.0,54.0,55.0,53.0,48.0,50.0,53.0,48.0,50.0,48.0,50.0,48.0,53.0
15,52.0,50.0,51.0,51.0,52.0,51.0,49.0,48.0,51.0,49.0,48.0,49.0,48.0,49.0,50.0
16,54.0,48.0,50.0,51.0,53.0,51.0,49.0,48.0,52.0,49.0,48.0,49.0,48.0,49.0,50.0
17,54.0,50.0,50.0,48.0,53.0,47.0,49.0,49.0,51.0,49.0,48.0,49.0,48.0,49.0,54.0
18,51.0,51.0,51.0,54.0,48.0,54.0,53.0,53.0,53.0,52.0,50.0,53.0,50.0,52.0,49.0
19,56.0,56.0,56.0,56.0,50.0,56.0,52.0,52.0,47.0,52.0,52.0,52.0,52.0,52.0,48.0
20,57.0,53.0,53.0,53.0,50.0,53.0,54.0,53.0,52.0,52.0,50.0,54.0,50.0,52.0,49.0
21,52.0,51.0,51.0,55.0,47.0,55.0,54.0,54.0,53.0,51.0,51.0,54.0,51.0,51.0,50.0
22,57.0,57.0,57.0,57.0,50.0,57.0,53.0,53.0,48.0,53.0,53.0,53.0,53.0,53.0,49.0
23,54.0,53.0,53.0,54.0,51.0,54.0,54.0,54.0,53.0,52.0,51.0,54.0,51.0,52.0,49.0
24,52.0,53.0,53.0,54.0,50.0,53.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,54.0,50.0
25,54.0,56.0,56.0,54.0,51.0,54.0,56.0,56.0,52.0,56.0,56.0,56.0,56.0,56.0,50.0
26,56.0,53.0,53.0,55.0,52.0,55.0,55.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,52.0
27,54.0,52.0,52.0,54.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0
28,56.0,55.0,55.0,57.0,55.0,57.0,57.0,57.0,52.0,57.0,57.0,57.0,57.0,57.0,49.0
29,57.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0
30,51.0,50.0,51.0,51.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
31,53.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0
32,54.0,55.0,55.0,49.0,54.0,50.0,50.0,50.0,55.0,49.0,49.0,50.0,49.0,49.0,54.0
33,51.0,51.0,51.0,53.0,45.0,53.0,55.0,55.0,52.0,51.0,51.0,55.0,51.0,51.0,48.0
34,52.0,55.0,55.0,55.0,49.0,55.0,54.0,54.0,48.0,54.0,54.0,54.0,54.0,54.0,50.0
35,53.0,53.0,53.0,55.0,49.0,55.0,55.0,55.0,52.0,51.0,51.0,55.0,51.0,51.0,50.0
36,52.0,52.0,52.0,54.0,49.0,54.0,55.0,55.0,52.0,55.0,55.0,55.0,55.0,55.0,51.0
37,54.0,57.0,57.0,55.0,50.0,55.0,57.0,57.0,52.0,57.0,57.0,57.0,57.0,57.0,51.0
38,53.0,54.0,54.0,56.0,53.0,56.0,56.0,56.0,54.0,56.0,56.0,56.0,56.0,56.0,53.0
39,52.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,54.0,54.0
40,57.0,56.0,56.0,58.0,54.0,58.0,58.0,58.0,52.0,58.0,58.0,58.0,58.0,58.0,50.0
41,54.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0
42,51.0,51.0,51.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0
43,53.0,52.0,54.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,50.0
44,55.0,56.0,56.0,50.0,55.0,51.0,51.0,51.0,56.0,50.0,50.0,51.0,50.0,50.0,55.0
45,52.0,50.0,50.0,52.0,48.0,52.0,54.0,52.0,51.0,54.0,52.0,54.0,52.0,54.0,53.0
46,53.0,51.0,51.0,50.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0
47,55.0,50.0,51.0,50.0,50.0,51.0,55.0,54.0,51.0,54.0,54.0,55.0,54.0,54.0,48.0
48,53.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,54.0,54.0
49,54.0,51.0,51.0,52.0,56.0,52.0,56.0,56.0,54.0,56.0,56.0,56.0,56.0,56.0,53.0
50,56.0,53.0,53.0,50.0,54.0,52.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0
51,53.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,51.0
52,55.0,52.0,52.0,51.0,55.0,51.0,51.0,51.0,55.0,51.0,51.0,51.0,51.0,51.0,54.0
53,55.0,54.0,54.0,51.0,52.0,51.0,48.0,49.0,54.0,48.0,49.0,48.0,49.0,48.0,53.0
54,52.0,50.0,50.0,52.0,52.0,52.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,54.0
55,53.0,50.0,50.0,52.0,55.0,52.0,55.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,53.0
56,55.0,52.0,52.0,49.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0
57,53.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0
58,54.0,51.0,51.0,53.0,54.0,53.0,51.0,53.0,54.0,51.0,53.0,51.0,53.0,51.0,53.0
59,55.0,53.0,53.0,50.0,54.0,52.0,48.0,48.0,53.0,47.0,48.0,48.0,48.0,47.0,52.0
60,52.0,48.0,50.0,47.0,50.0,48.0,48.0,47.0,49.0,48.0,47.0,48.0,47.0,48.0,51.0
61,53.0,46.0,48.0,48.0,52.0,48.0,47.0,48.0,51.0,47.0,48.0,47.0,48.0,47.0,49.0
62,54.0,48.0,50.0,44.0,52.0,47.0,49.0,48.0,51.0,48.0,48.0,49.0,48.0,48.0,53.0
63,50.0,51.0,51.0,53.0,47.0,53.0,52.0,52.0,53.0,51.0,49.0,52.0,49.0,51.0,49.0
64,55.0,55.0,55.0,55.0,49.0,55.0,51.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,47.0
65,56.0,53.0,53.0,52.0,49.0,52.0,53.0,52.0,51.0,51.0,49.0,53.0,49.0,51.0,48.0
66,51.0,50.0,50.0,54.0,46.0,54.0,53.0,53.0,53.0,50.0,50.0,53.0,50.0,50.0,49.0
67,56.0,56.0,56.0,56.0,49.0,56.0,52.0,52.0,48.0,52.0,52.0,52.0,52.0,52.0,48.0
68,53.0,52.0,52.0,53.0,50.0,53.0,53.0,53.0,52.0,51.0,50.0,53.0,50.0,51.0,48.0
69,51.0,52.0,52.0,53.0,49.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,49.0
70,53.0,55.0,55.0,53.0,50.0,53.0,55.0,55.0,51.0,55.0,55.0,55.0,55.0,55.0,49.0
71,55.0,53.0,53.0,54.0,51.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,54.0,54.0,51.0
72,53.0,51.0,51.0,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0
73,55.0,54.0,54.0,56.0,54.0,56.0,56.0,56.0,51.0,56.0,56.0,56.0,56.0,56.0,48.0
74,56.0,54.0,54.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0
75,50.0,50.0,50.0,50.0,51.0,50.0,50.0,52.0,51.0,50.0,50.0,50.0,50.0,50.0,49.0
76,52.0,50.0,52.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0
77,55.0,55.0,55.0,48.0,53.0,50.0,49.0,49.0,55.0,48.0,48.0,49.0,48.0,48.0,53.0
78,51.0,51.0,51.0,52.0,44.0,52.0,54.0,54.0,52.0,50.0,50.0,54.0,50.0,50.0,48.0
79,52.0,54.0,54.0,54.0,48.0,54.0,53.0,53.0,47.0,53.0,53.0,53.0,53.0,53.0,49.0
80,53.0,53.0,53.0,54.0,48.0,54.0,54.0,54.0,52.0,50.0,50.0,54.0,50.0,50.0,49.0
81,51.0,52.0,52.0,53.0,48.0,53.0,54.0,54.0,52.0,54.0,54.0,54.0,54.0,54.0,50.0
82,53.0,56.0,56.0,54.0,49.0,54.0,56.0,56.0,52.0,56.0,56.0,56.0,56.0,56.0,50.0
83,52.0,54.0,54.0,55.0,52.0,55.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,52.0
84,53.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,54.0
85,56.0,55.0,55.0,57.0,53.0,57.0,57.0,57.0,52.0,57.0,57.0,57.0,57.0,57.0,49.0
86,55.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,53.0
87,51.0,51.0,51.0,51.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
88,52.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,50.0
89,56.0,56.0,56.0,49.0,54.0,51.0,50.0,50.0,56.0,49.0,49.0,50.0,49.0,49.0,54.0
90,51.0,49.0,50.0,51.0,47.0,51.0,53.0,51.0,51.0,53.0,51.0,53.0,51.0,53.0,52.0
91,52.0,50.0,51.0,49.0,52.0,50.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0
92,55.0,51.0,51.0,49.0,49.0,51.0,54.0,53.0,52.0,53.0,53.0,54.0,53.0,53.0,51.0
93,52.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0
94,54.0,50.0,50.0,51.0,55.0,52.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,52.0
95,55.0,54.0,54.0,49.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,54.0
