Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,47.0,47.0,45.0,42.0
1,47.0,46.0,46.0,47.0
2,47.0,45.0,46.0,47.0
3,47.0,47.0,44.0,45.0
4,48.0,48.0,46.0,48.0
5,48.0,48.0,46.0,48.0
6,47.0,48.0,45.0,46.0
7,49.0,49.0,47.0,48.0
8,49.0,49.0,47.0,47.0
9,47.0,49.0,47.0,43.0
10,47.0,47.0,47.0,48.0
11,47.0,47.0,47.0,47.0
12,46.0,48.0,46.0,43.0
13,46.0,48.0,46.0,47.0
14,46.0,48.0,47.0,46.0
15,46.0,47.0,45.0,44.0
16,47.0,45.0,45.0,47.0
17,47.0,47.0,45.0,46.0
18,46.0,46.0,43.0,46.0
19,48.0,48.0,45.0,48.0
20,48.0,48.0,45.0,47.0
21,47.0,47.0,44.0,47.0
22,49.0,49.0,46.0,49.0
23,49.0,49.0,46.0,48.0
24,47.0,50.0,46.0,44.0
25,48.0,50.0,48.0,49.0
26,48.0,50.0,48.0,48.0
27,46.0,49.0,45.0,44.0
28,47.0,49.0,47.0,48.0
29,47.0,49.0,47.0,47.0
30,46.0,47.0,44.0,45.0
31,48.0,48.0,46.0,48.0
32,48.0,48.0,46.0,47.0
33,47.0,48.0,45.0,46.0
34,49.0,49.0,47.0,48.0
35,49.0,49.0,47.0,47.0
36,47.0,51.0,47.0,45.0
37,49.0,51.0,49.0,48.0
38,49.0,51.0,49.0,47.0
39,46.0,50.0,46.0,44.0
40,48.0,50.0,48.0,47.0
41,48.0,50.0,48.0,46.0
42,47.0,48.0,45.0,44.0
43,49.0,49.0,47.0,47.0
44,49.0,49.0,47.0,46.0
45,45.0,49.0,47.0,43.0
46,46.0,47.0,46.0,47.0
47,47.0,47.0,46.0,45.0
48,44.0,48.0,47.0,44.0
49,45.0,48.0,48.0,47.0
50,46.0,49.0,48.0,45.0
51,45.0,48.0,46.0,45.0
52,46.0,47.0,47.0,48.0
53,46.0,48.0,47.0,46.0
54,43.0,47.0,46.0,43.0
55,44.0,47.0,47.0,46.0
56,45.0,49.0,47.0,44.0
57,44.0,48.0,46.0,44.0
58,45.0,46.0,46.0,47.0
59,45.0,48.0,46.0,45.0
60,44.0,47.0,45.0,45.0
61,45.0,45.0,44.0,48.0
62,45.0,45.0,44.0,45.0
63,45.0,45.0,42.0,45.0
64,47.0,47.0,44.0,47.0
65,47.0,47.0,44.0,46.0
66,46.0,46.0,43.0,46.0
67,48.0,48.0,45.0,48.0
68,48.0,48.0,45.0,47.0
69,46.0,49.0,45.0,43.0
70,47.0,50.0,47.0,48.0
71,47.0,50.0,47.0,47.0
72,45.0,48.0,44.0,43.0
73,46.0,49.0,46.0,47.0
74,46.0,49.0,46.0,46.0
75,45.0,46.0,43.0,44.0
76,47.0,48.0,45.0,47.0
77,47.0,48.0,45.0,46.0
78,46.0,47.0,44.0,45.0
79,48.0,49.0,46.0,48.0
80,48.0,49.0,46.0,48.0
81,46.0,50.0,46.0,44.0
82,48.0,51.0,48.0,49.0
83,48.0,51.0,48.0,48.0
84,45.0,49.0,45.0,44.0
85,47.0,50.0,47.0,48.0
86,47.0,50.0,47.0,47.0
87,46.0,47.0,44.0,45.0
88,48.0,49.0,46.0,48.0
89,48.0,49.0,46.0,47.0
90,46.0,49.0,46.0,44.0
91,46.0,48.0,45.0,48.0
92,48.0,48.0,45.0,46.0
93,45.0,48.0,46.0,45.0
94,45.0,49.0,47.0,48.0
95,47.0,49.0,47.0,46.0
96,44.0,48.0,45.0,46.0
97,46.0,48.0,46.0,49.0
98,46.0,48.0,46.0,47.0
99,44.0,47.0,45.0,44.0
100,44.0,48.0,46.0,47.0
101,46.0,48.0,46.0,45.0
102,43.0,48.0,45.0,45.0
103,45.0,47.0,45.0,48.0
104,45.0,48.0,45.0,46.0
105,44.0,47.0,44.0,46.0
106,46.0,46.0,43.0,49.0
107,46.0,47.0,43.0,46.0
108,44.0,48.0,43.0,42.0
109,46.0,47.0,45.0,46.0
110,46.0,48.0,44.0,46.0
111,44.0,51.0,44.0,43.0
112,46.0,49.0,46.0,47.0
113,46.0,51.0,46.0,46.0
114,43.0,50.0,44.0,42.0
115,45.0,48.0,46.0,46.0
116,45.0,50.0,46.0,45.0
117,44.0,48.0,42.0,43.0
118,46.0,47.0,44.0,46.0
119,46.0,48.0,44.0,45.0
120,44.0,49.0,44.0,42.0
121,45.0,49.0,46.0,46.0
122,46.0,49.0,46.0,44.0
123,43.0,49.0,46.0,43.0
