Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,33.0,33.0,36.0,38.0,33.0
1,34.0,34.0,36.0,37.0,37.0
2,37.0,37.0,36.0,38.0,38.0
3,33.0,33.0,40.0,39.0,34.0
4,34.0,34.0,38.0,39.0,38.0
5,38.0,38.0,37.0,39.0,38.0
6,33.0,33.0,41.0,38.0,35.0
7,34.0,34.0,39.0,40.0,37.0
8,38.0,38.0,38.0,40.0,38.0
9,36.0,36.0,35.0,38.0,35.0
10,38.0,38.0,37.0,38.0,38.0
11,38.0,38.0,35.0,38.0,38.0
12,36.0,36.0,34.0,38.0,38.0
13,38.0,38.0,37.0,38.0,38.0
14,38.0,38.0,34.0,39.0,39.0
15,33.0,33.0,34.0,38.0,33.0
16,33.0,33.0,38.0,38.0,38.0
17,38.0,38.0,35.0,38.0,38.0
18,33.0,33.0,39.0,38.0,33.0
19,34.0,34.0,37.0,38.0,38.0
20,37.0,37.0,36.0,39.0,37.0
21,34.0,34.0,40.0,39.0,34.0
22,34.0,34.0,38.0,39.0,39.0
23,38.0,38.0,37.0,40.0,38.0
24,35.0,36.0,34.0,37.0,37.0
25,39.0,39.0,36.0,38.0,38.0
26,38.0,38.0,34.0,38.0,38.0
27,37.0,37.0,33.0,38.0,38.0
28,39.0,39.0,36.0,38.0,38.0
29,38.0,38.0,35.0,39.0,39.0
30,38.0,38.0,33.0,37.0,33.0
31,34.0,34.0,37.0,37.0,37.0
32,39.0,39.0,36.0,38.0,38.0
33,33.0,33.0,41.0,38.0,34.0
34,34.0,34.0,37.0,40.0,35.0
35,38.0,38.0,38.0,40.0,39.0
36,35.0,37.0,34.0,38.0,38.0
37,40.0,40.0,37.0,39.0,39.0
38,38.0,39.0,35.0,39.0,39.0
39,38.0,38.0,33.0,39.0,39.0
40,40.0,40.0,36.0,39.0,39.0
41,39.0,39.0,36.0,40.0,40.0
42,39.0,39.0,33.0,38.0,34.0
43,35.0,35.0,36.0,34.0,34.0
44,40.0,40.0,37.0,39.0,39.0
45,37.0,37.0,33.0,36.0,36.0
46,35.0,35.0,34.0,38.0,38.0
