,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,29.07,59.62,4.17,15.950000000000001,576.93,10.3,12.72,21.5,17.45,41.91,7.34,13.57,16.01,4.2,22.9,10.28,13.98,9.32,13.85,5.48,22.13,19.31,15.24,159.16,20.08,6.32,24.38,44.8,58.56,19.25,10.4,4.17,12.2,8.56,13.36,6.01,13.6,9.98,15.89,5.04,8.29,21.4,13.13,10.73,14.46,13.29,50.01,8.91,26.39,5.2,6.13,13.05,21.64,14.01,87.36,45.03,21.5,122.35,38.07,58.08,4.62,11.78,15.74,32.11,32.33,14.25,15.76,39.93,43.36,5.69,26.43,10.77,24.35,16.7,41.22,5.59,18.69,33.19,7.09,22.27,18.88,6.47,13.24,9.35,22.62,32.51,29.56,9.72,41.97,51.49,10.53,576.93,49.22,73.76,10.25,28.78,19.42,12.39,27.96,24.81,23.11,27.24,34.24,10.24,11.99
total time,31.31,59.6,5.69,18.189999999999998,578.96,12.66,14.39,23.54,19.84,44.4,9.51,16.79,18.08,6.22,24.47,12.56,16.28,11.64,15.63,7.66,23.67,21.4,17.58,161.51,22.12,8.67,26.67,47.04,61.0,22.44,12.62,5.69,14.19,10.86,15.39,7.79,15.2,12.27,18.22,7.4,10.6,23.63,15.13,13.77,16.71,15.27,51.54,10.68,28.72,7.47,8.6,15.36,23.9,16.35,89.43,48.13,23.47,124.55,39.94,60.41,6.92,13.86,18.08,34.51,34.13,16.31,18.16,42.08,46.53,8.01,28.06,13.51,26.44,18.94,43.27,7.41,21.13,35.61,9.5,23.81,21.16,8.58,17.33,11.23,25.75,34.76,31.79,12.14,43.81,53.04,12.81,578.96,51.63,75.82,12.76,30.98,22.65,14.72,31.86,27.21,25.41,29.47,35.79,12.07,14.44
result,52.73,7.36,35.0,53.0,70.0,61.0,66.0,40.0,55.0,56.0,70.0,57.0,63.0,59.0,54.0,64.0,53.0,63.0,57.0,59.0,54.0,59.0,61.0,48.0,49.0,61.0,55.0,48.0,64.0,45.000000000000085,45.0,59.0,54.0,48.99999999999995,52.0,60.0,49.0,50.0,56.0,63.0,56.0,46.0,57.0,51.0,51.99999999999998,43.00000000000001,39.0,56.0,55.0,57.0,60.0,50.0,56.0,52.0,46.0,39.0,45.0,47.0,43.00000000000001,54.0,55.0,62.0,50.0,40.0,52.0,41.00000000000001,54.0,50.0,35.0,57.0,49.0,57.0,60.0,52.0,59.0,51.0,65.0,40.0,50.0,45.0,57.0,47.0,63.0,65.0,38.0,50.0,53.0,51.0,52.0,53.0,54.0,39.0,50.0,43.0,60.0,50.0,53.00000000000317,52.0,41.0,46.0,48.0,51.0,45.0,63.0,63.0
status,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
