Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,49.0,48.0,50.0,47.0,48.0,47.0,49.0,47.0
1,46.0,49.0,47.0,48.0,48.0,49.0,47.0,47.0
2,46.0,52.0,48.0,49.0,52.0,49.0,49.0,49.0
3,50.0,49.0,50.0,47.0,49.0,48.0,49.0,49.0
4,48.0,50.0,48.0,48.0,50.0,49.0,52.0,51.0
5,48.0,52.0,48.0,49.0,52.0,50.0,50.0,50.0
6,49.0,47.0,51.0,46.0,48.0,49.0,49.0,49.0
7,49.0,51.0,49.0,48.0,51.0,50.0,50.0,49.0
8,49.0,51.0,49.0,49.0,51.0,51.0,51.0,51.0
9,46.0,48.0,49.0,50.0,48.0,49.0,49.0,49.0
10,45.0,52.0,45.0,52.0,52.0,51.0,51.0,51.0
11,46.0,52.0,47.0,50.0,52.0,49.0,49.0,49.0
12,49.0,47.0,52.0,49.0,47.0,48.0,49.0,49.0
13,50.0,51.0,48.0,51.0,51.0,50.0,50.0,50.0
14,48.0,52.0,49.0,50.0,52.0,48.0,48.0,48.0
15,50.0,47.0,53.0,46.0,47.0,47.0,50.0,50.0
16,47.0,50.0,49.0,48.0,50.0,49.0,47.0,47.0
17,49.0,50.0,49.0,48.0,51.0,49.0,47.0,48.0
18,49.0,49.0,50.0,46.0,49.0,48.0,53.0,53.0
19,48.0,50.0,48.0,50.0,50.0,48.0,53.0,53.0
20,48.0,51.0,48.0,48.0,51.0,50.0,50.0,50.0
21,49.0,48.0,51.0,46.0,48.0,49.0,54.0,54.0
22,49.0,51.0,49.0,51.0,51.0,49.0,54.0,54.0
23,49.0,50.0,49.0,49.0,50.0,51.0,51.0,51.0
24,48.0,48.0,49.0,50.0,48.0,49.0,51.0,51.0
25,48.0,52.0,47.0,52.0,52.0,51.0,52.0,52.0
26,49.0,52.0,47.0,49.0,52.0,49.0,48.0,48.0
27,49.0,48.0,52.0,49.0,48.0,48.0,50.0,50.0
28,53.0,51.0,51.0,51.0,51.0,50.0,53.0,53.0
29,51.0,52.0,51.0,49.0,52.0,48.0,49.0,49.0
30,50.0,48.0,53.0,46.0,48.0,47.0,50.0,50.0
31,50.0,51.0,50.0,49.0,51.0,48.0,52.0,52.0
32,52.0,49.0,50.0,48.0,50.0,49.0,50.0,50.0
33,49.0,46.0,49.0,44.0,45.0,50.0,50.0,50.0
34,49.0,48.0,49.0,48.0,47.0,49.0,50.0,49.0
35,49.0,47.0,48.0,47.0,47.0,50.0,49.0,49.0
36,49.0,47.0,48.0,49.0,47.0,49.0,48.0,48.0
37,49.0,51.0,48.0,51.0,51.0,50.0,50.0,49.0
38,50.0,51.0,48.0,47.0,51.0,50.0,49.0,49.0
39,49.0,46.0,50.0,48.0,46.0,48.0,50.0,49.0
40,54.0,50.0,52.0,50.0,50.0,49.0,54.0,54.0
41,52.0,51.0,52.0,48.0,51.0,49.0,49.0,49.0
42,50.0,46.0,51.0,45.0,46.0,48.0,51.0,50.0
43,51.0,49.0,51.0,47.0,49.0,49.0,51.0,51.0
44,53.0,50.0,50.0,47.0,50.0,50.0,50.0,50.0
45,47.0,49.0,48.0,49.0,49.0,49.0,47.0,46.0
46,46.0,51.0,44.0,51.0,51.0,51.0,47.0,47.0
47,48.0,51.0,46.0,50.0,51.0,51.0,47.0,47.0
48,51.0,49.0,50.0,49.0,49.0,48.0,51.0,51.0
49,50.0,51.0,48.0,50.0,51.0,54.0,50.0,50.0
50,49.0,54.0,48.0,51.0,54.0,50.0,47.0,47.0
51,51.0,47.0,51.0,49.0,47.0,48.0,51.0,51.0
52,47.0,50.0,47.0,51.0,51.0,50.0,47.0,47.0
53,49.0,50.0,48.0,51.0,51.0,49.0,47.0,48.0
54,50.0,49.0,50.0,48.0,49.0,47.0,50.0,50.0
55,49.0,50.0,47.0,50.0,50.0,53.0,49.0,49.0
56,49.0,53.0,48.0,50.0,53.0,49.0,46.0,47.0
57,50.0,46.0,50.0,49.0,46.0,47.0,50.0,50.0
58,50.0,50.0,48.0,50.0,50.0,49.0,48.0,48.0
59,49.0,50.0,48.0,50.0,51.0,49.0,46.0,48.0
60,51.0,46.0,51.0,45.0,46.0,47.0,51.0,51.0
61,48.0,47.0,48.0,47.0,48.0,46.0,47.0,47.0
62,49.0,50.0,48.0,47.0,50.0,49.0,47.0,47.0
63,48.0,48.0,49.0,46.0,48.0,48.0,52.0,52.0
64,47.0,52.0,47.0,50.0,52.0,49.0,52.0,52.0
65,48.0,50.0,48.0,47.0,50.0,50.0,49.0,49.0
66,48.0,47.0,50.0,47.0,47.0,49.0,53.0,53.0
67,48.0,53.0,48.0,51.0,53.0,50.0,53.0,53.0
68,48.0,49.0,48.0,48.0,49.0,50.0,50.0,50.0
69,47.0,47.0,48.0,49.0,47.0,48.0,50.0,50.0
70,48.0,51.0,46.0,53.0,51.0,50.0,51.0,51.0
71,49.0,51.0,47.0,48.0,51.0,48.0,47.0,47.0
72,48.0,47.0,51.0,48.0,47.0,48.0,49.0,49.0
73,53.0,50.0,50.0,52.0,50.0,49.0,52.0,52.0
74,50.0,51.0,50.0,48.0,51.0,47.0,48.0,48.0
75,49.0,47.0,52.0,47.0,47.0,49.0,49.0,49.0
76,50.0,51.0,50.0,49.0,51.0,48.0,51.0,51.0
77,51.0,48.0,50.0,47.0,49.0,48.0,49.0,49.0
78,49.0,45.0,49.0,48.0,45.0,50.0,49.0,49.0
79,49.0,50.0,48.0,50.0,50.0,50.0,49.0,49.0
80,49.0,47.0,47.0,49.0,47.0,51.0,48.0,48.0
81,48.0,46.0,48.0,48.0,46.0,48.0,47.0,48.0
82,49.0,50.0,47.0,54.0,50.0,51.0,49.0,49.0
83,50.0,50.0,47.0,49.0,50.0,49.0,48.0,48.0
84,49.0,45.0,50.0,47.0,45.0,49.0,49.0,48.0
85,54.0,49.0,51.0,53.0,49.0,50.0,53.0,53.0
86,51.0,50.0,51.0,48.0,50.0,48.0,48.0,48.0
87,50.0,45.0,51.0,48.0,45.0,50.0,50.0,49.0
88,51.0,50.0,51.0,49.0,50.0,49.0,50.0,50.0
89,52.0,49.0,50.0,46.0,49.0,49.0,49.0,49.0
90,48.0,48.0,48.0,48.0,48.0,50.0,46.0,45.0
91,46.0,50.0,44.0,50.0,50.0,52.0,46.0,46.0
92,48.0,50.0,47.0,49.0,50.0,50.0,46.0,46.0
93,51.0,48.0,50.0,48.0,48.0,49.0,50.0,50.0
94,51.0,50.0,48.0,51.0,50.0,53.0,49.0,49.0
95,51.0,53.0,51.0,50.0,53.0,49.0,46.0,46.0
96,51.0,46.0,51.0,48.0,46.0,47.0,50.0,50.0
97,48.0,49.0,48.0,52.0,50.0,49.0,46.0,46.0
98,52.0,49.0,50.0,50.0,50.0,48.0,46.0,47.0
99,50.0,48.0,50.0,47.0,48.0,48.0,49.0,49.0
100,51.0,50.0,48.0,50.0,50.0,52.0,48.0,48.0
101,51.0,52.0,51.0,49.0,52.0,48.0,45.0,46.0
102,50.0,45.0,50.0,48.0,45.0,46.0,49.0,49.0
103,52.0,49.0,48.0,51.0,49.0,48.0,47.0,47.0
104,52.0,49.0,51.0,49.0,50.0,48.0,45.0,47.0
105,51.0,46.0,51.0,44.0,46.0,47.0,50.0,50.0
106,49.0,50.0,48.0,47.0,50.0,47.0,46.0,46.0
107,49.0,49.0,48.0,46.0,49.0,48.0,46.0,46.0
108,48.0,42.0,48.0,43.0,41.0,49.0,44.0,44.0
109,48.0,46.0,45.0,47.0,46.0,49.0,44.0,44.0
110,48.0,43.0,45.0,46.0,42.0,49.0,46.0,44.0
111,47.0,41.0,47.0,44.0,42.0,49.0,45.0,46.0
112,49.0,47.0,45.0,51.0,46.0,48.0,45.0,45.0
113,49.0,46.0,45.0,50.0,45.0,48.0,43.0,43.0
114,48.0,41.0,49.0,45.0,41.0,50.0,44.0,45.0
115,53.0,46.0,49.0,50.0,46.0,47.0,47.0,47.0
116,48.0,46.0,49.0,49.0,45.0,47.0,43.0,43.0
117,49.0,42.0,50.0,46.0,42.0,51.0,45.0,45.0
118,50.0,46.0,50.0,46.0,46.0,48.0,44.0,44.0
119,49.0,45.0,50.0,46.0,45.0,48.0,44.0,44.0
120,49.0,45.0,47.0,43.0,45.0,47.0,41.0,41.0
121,47.0,48.0,45.0,46.0,47.0,49.0,43.0,43.0
122,49.0,47.0,48.0,46.0,47.0,47.0,43.0,42.0
123,50.0,45.0,49.0,45.0,45.0,47.0,44.0,44.0
124,52.0,49.0,49.0,48.0,49.0,48.0,46.0,46.0
125,52.0,49.0,52.0,45.0,49.0,47.0,45.0,46.0
126,50.0,43.0,50.0,46.0,43.0,46.0,44.0,44.0
127,49.0,46.0,49.0,49.0,47.0,48.0,44.0,44.0
128,53.0,45.0,49.0,46.0,46.0,45.0,44.0,47.0
129,49.0,44.0,49.0,44.0,44.0,46.0,43.0,43.0
130,52.0,48.0,49.0,47.0,48.0,47.0,45.0,46.0
131,52.0,48.0,52.0,45.0,48.0,46.0,44.0,46.0
132,49.0,44.0,49.0,45.0,44.0,45.0,43.0,43.0
133,53.0,46.0,49.0,48.0,46.0,48.0,46.0,47.0
134,53.0,45.0,52.0,46.0,46.0,46.0,43.0,47.0
135,50.0,45.0,50.0,44.0,45.0,46.0,44.0,44.0
136,50.0,45.0,49.0,45.0,45.0,47.0,44.0,44.0
137,50.0,45.0,49.0,42.0,45.0,47.0,44.0,44.0
138,48.0,45.0,46.0,44.0,45.0,45.0,42.0,42.0
139,45.0,46.0,44.0,43.0,48.0,44.0,40.0,40.0
140,47.0,47.0,44.0,46.0,48.0,45.0,41.0,42.0
141,50.0,45.0,50.0,45.0,45.0,50.0,44.0,44.0
142,48.0,49.0,45.0,44.0,49.0,48.0,43.0,43.0
143,48.0,48.0,48.0,49.0,49.0,46.0,42.0,42.0
144,49.0,45.0,51.0,45.0,45.0,51.0,45.0,43.0
