Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,46.0,49.0,50.0,47.0,43.0,47.0,47.0
1,48.0,53.0,49.0,45.0,46.0,45.0,50.0
2,51.0,54.0,51.0,47.0,49.0,46.0,51.0
3,50.0,52.0,50.0,47.0,46.0,47.0,48.0
4,51.0,54.0,50.0,49.0,48.0,46.0,54.0
5,53.0,54.0,51.0,50.0,49.0,46.0,51.0
6,49.0,51.0,51.0,48.0,45.0,48.0,47.0
7,51.0,54.0,51.0,50.0,49.0,46.0,51.0
8,54.0,54.0,49.0,51.0,50.0,46.0,51.0
9,46.0,50.0,49.0,47.0,46.0,47.0,47.0
10,49.0,53.0,49.0,49.0,45.0,45.0,52.0
11,52.0,55.0,50.0,47.0,48.0,48.0,50.0
12,46.0,49.0,50.0,46.0,45.0,49.0,47.0
13,51.0,52.0,54.0,48.0,47.0,51.0,51.0
14,52.0,54.0,53.0,46.0,47.0,54.0,50.0
15,47.0,50.0,51.0,47.0,43.0,50.0,47.0
16,52.0,52.0,55.0,49.0,48.0,52.0,50.0
17,51.0,55.0,54.0,47.0,48.0,55.0,51.0
18,52.0,53.0,54.0,51.0,47.0,51.0,50.0
19,53.0,58.0,50.0,49.0,48.0,50.0,54.0
20,57.0,58.0,50.0,53.0,53.0,50.0,54.0
21,53.0,54.0,55.0,52.0,48.0,52.0,51.0
22,53.0,58.0,51.0,50.0,49.0,50.0,52.0
23,58.0,59.0,51.0,54.0,54.0,51.0,54.0
24,50.0,53.0,49.0,48.0,47.0,46.0,49.0
25,50.0,54.0,49.0,53.0,47.0,47.0,52.0
26,54.0,54.0,50.0,50.0,47.0,47.0,50.0
27,50.0,52.0,54.0,47.0,46.0,51.0,49.0
28,53.0,53.0,54.0,52.0,46.0,53.0,52.0
29,54.0,53.0,53.0,49.0,46.0,53.0,54.0
30,51.0,52.0,55.0,48.0,47.0,52.0,50.0
31,54.0,54.0,55.0,49.0,47.0,54.0,53.0
32,50.0,54.0,54.0,50.0,47.0,54.0,55.0
33,48.0,52.0,54.0,50.0,47.0,51.0,52.0
34,54.0,54.0,50.0,51.0,49.0,46.0,53.0
35,52.0,53.0,51.0,55.0,52.0,51.0,51.0
36,49.0,51.0,49.0,48.0,46.0,47.0,48.0
37,51.0,55.0,50.0,54.0,48.0,48.0,52.0
38,55.0,53.0,50.0,51.0,48.0,47.0,50.0
39,49.0,52.0,52.0,47.0,45.0,49.0,48.0
40,54.0,54.0,53.0,53.0,47.0,54.0,53.0
41,55.0,53.0,54.0,50.0,47.0,51.0,49.0
42,48.0,52.0,53.0,48.0,45.0,50.0,49.0
43,55.0,55.0,54.0,49.0,48.0,55.0,54.0
44,50.0,53.0,55.0,51.0,48.0,52.0,50.0
45,48.0,48.0,50.0,51.0,46.0,46.0,50.0
46,49.0,52.0,51.0,50.0,46.0,46.0,51.0
47,52.0,54.0,49.0,47.0,48.0,47.0,50.0
48,48.0,48.0,49.0,50.0,48.0,47.0,50.0
49,51.0,52.0,53.0,49.0,50.0,51.0,50.0
50,52.0,54.0,53.0,49.0,51.0,53.0,51.0
51,48.0,48.0,50.0,48.0,48.0,48.0,51.0
52,52.0,52.0,54.0,50.0,48.0,52.0,51.0
53,52.0,54.0,54.0,50.0,52.0,54.0,52.0
54,47.0,47.0,49.0,49.0,47.0,47.0,50.0
55,51.0,51.0,52.0,48.0,49.0,51.0,50.0
56,51.0,53.0,54.0,48.0,50.0,53.0,51.0
57,48.0,48.0,50.0,47.0,47.0,48.0,51.0
58,52.0,52.0,53.0,49.0,47.0,52.0,51.0
59,52.0,54.0,55.0,49.0,51.0,54.0,52.0
60,48.0,47.0,51.0,47.0,43.0,47.0,49.0
61,53.0,53.0,52.0,46.0,47.0,53.0,49.0
62,48.0,52.0,56.0,50.0,47.0,52.0,50.0
63,51.0,52.0,54.0,51.0,47.0,51.0,49.0
64,56.0,57.0,50.0,52.0,49.0,49.0,53.0
65,56.0,57.0,54.0,52.0,53.0,49.0,54.0
66,52.0,53.0,55.0,52.0,48.0,52.0,50.0
67,57.0,58.0,51.0,53.0,50.0,50.0,52.0
68,57.0,58.0,55.0,53.0,54.0,50.0,55.0
69,52.0,53.0,52.0,50.0,48.0,50.0,49.0
70,53.0,58.0,53.0,52.0,51.0,51.0,55.0
71,58.0,57.0,50.0,49.0,51.0,50.0,53.0
72,52.0,52.0,54.0,50.0,47.0,51.0,48.0
73,57.0,57.0,55.0,51.0,50.0,57.0,54.0
74,58.0,57.0,55.0,48.0,50.0,52.0,53.0
75,51.0,52.0,55.0,50.0,47.0,52.0,49.0
76,58.0,58.0,56.0,49.0,51.0,58.0,53.0
77,53.0,53.0,56.0,49.0,51.0,53.0,54.0
78,52.0,53.0,55.0,53.0,48.0,52.0,51.0
79,58.0,58.0,51.0,54.0,51.0,50.0,53.0
80,53.0,55.0,55.0,54.0,54.0,50.0,55.0
81,53.0,54.0,53.0,51.0,49.0,51.0,50.0
82,54.0,59.0,54.0,53.0,52.0,52.0,56.0
83,59.0,58.0,51.0,50.0,52.0,51.0,54.0
84,53.0,53.0,55.0,51.0,48.0,52.0,49.0
85,58.0,58.0,56.0,52.0,51.0,58.0,55.0
86,59.0,58.0,56.0,49.0,51.0,53.0,53.0
87,52.0,53.0,56.0,51.0,48.0,53.0,50.0
