Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,52.0,55.0,55.0,57.0,55.0,52.0,49.0,61.0,58.0,58.0,47.0,54.0,52.0,55.0,51.0
1,52.0,55.0,55.0,55.0,55.0,51.0,50.0,52.0,58.0,58.0,44.0,52.0,52.0,55.0,50.0
2,54.0,52.0,52.0,54.0,55.0,54.0,45.0,53.0,57.0,57.0,46.0,52.0,52.0,55.0,49.0
3,56.0,59.0,59.0,57.0,56.0,56.0,52.0,62.0,58.0,58.0,52.0,56.0,54.0,56.0,55.0
4,56.0,59.0,59.0,60.0,55.0,56.0,50.0,58.0,58.0,57.0,48.0,54.0,54.0,55.0,54.0
5,56.0,56.0,56.0,58.0,56.0,56.0,51.0,56.0,57.0,57.0,50.0,54.0,54.0,56.0,53.0
6,56.0,60.0,60.0,55.0,56.0,52.0,53.0,60.0,58.0,58.0,52.0,54.0,52.0,56.0,56.0
7,57.0,58.0,58.0,60.0,56.0,54.0,51.0,58.0,56.0,56.0,48.0,53.0,53.0,56.0,52.0
8,54.0,57.0,57.0,58.0,56.0,55.0,52.0,57.0,58.0,58.0,51.0,52.0,52.0,56.0,52.0
9,53.0,55.0,55.0,54.0,58.0,55.0,47.0,56.0,56.0,56.0,51.0,51.0,52.0,58.0,54.0
10,55.0,53.0,53.0,55.0,56.0,54.0,51.0,57.0,56.0,56.0,49.0,52.0,52.0,56.0,49.0
11,55.0,53.0,53.0,55.0,56.0,56.0,46.0,53.0,56.0,56.0,52.0,52.0,52.0,56.0,50.0
12,55.0,59.0,59.0,53.0,58.0,54.0,52.0,59.0,58.0,58.0,52.0,53.0,52.0,58.0,55.0
13,54.0,59.0,59.0,55.0,57.0,53.0,53.0,60.0,59.0,59.0,51.0,55.0,55.0,57.0,54.0
14,54.0,56.0,56.0,55.0,58.0,55.0,51.0,57.0,59.0,59.0,51.0,54.0,54.0,58.0,54.0
15,56.0,58.0,58.0,54.0,57.0,52.0,53.0,58.0,56.0,56.0,52.0,52.0,53.0,57.0,56.0
16,53.0,60.0,60.0,56.0,57.0,53.0,54.0,59.0,58.0,58.0,49.0,56.0,56.0,57.0,55.0
17,54.0,55.0,55.0,51.0,57.0,55.0,52.0,55.0,59.0,59.0,52.0,54.0,54.0,57.0,55.0
18,57.0,60.0,60.0,56.0,56.0,56.0,52.0,62.0,58.0,57.0,53.0,56.0,54.0,57.0,57.0
