Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,49.0,45.0,45.0,46.0,49.0,48.0,51.0,44.0,44.0
1,46.0,43.0,43.0,47.0,44.0,45.0,44.0,42.0,42.0
2,47.0,44.0,44.0,47.0,46.0,46.0,45.0,43.0,43.0
3,49.0,44.0,44.0,45.0,49.0,48.0,51.0,43.0,43.0
4,45.0,42.0,42.0,50.0,43.0,44.0,43.0,41.0,41.0
5,46.0,43.0,43.0,49.0,45.0,45.0,44.0,42.0,42.0
6,50.0,45.0,45.0,46.0,50.0,49.0,52.0,44.0,44.0
7,45.0,41.0,41.0,51.0,44.0,44.0,44.0,40.0,40.0
8,46.0,44.0,44.0,50.0,46.0,45.0,45.0,43.0,43.0
9,50.0,49.0,49.0,49.0,48.0,49.0,48.0,48.0,48.0
10,51.0,47.0,47.0,48.0,44.0,50.0,48.0,46.0,46.0
11,51.0,51.0,51.0,48.0,46.0,50.0,48.0,50.0,50.0
12,50.0,48.0,48.0,50.0,50.0,49.0,50.0,47.0,47.0
13,50.0,46.0,46.0,51.0,50.0,49.0,51.0,45.0,45.0
14,52.0,50.0,50.0,51.0,52.0,51.0,51.0,49.0,49.0
15,48.0,44.0,44.0,49.0,50.0,47.0,49.0,43.0,43.0
16,48.0,42.0,42.0,50.0,50.0,47.0,50.0,41.0,41.0
17,48.0,46.0,46.0,50.0,52.0,47.0,50.0,45.0,45.0
18,48.0,43.0,43.0,44.0,48.0,47.0,50.0,42.0,42.0
19,44.0,41.0,41.0,49.0,42.0,43.0,42.0,40.0,40.0
20,45.0,42.0,42.0,48.0,44.0,44.0,43.0,41.0,41.0
21,49.0,44.0,44.0,45.0,49.0,48.0,51.0,43.0,43.0
22,44.0,40.0,40.0,50.0,43.0,43.0,43.0,39.0,39.0
23,45.0,43.0,43.0,49.0,45.0,44.0,44.0,42.0,42.0
24,49.0,48.0,48.0,48.0,47.0,48.0,47.0,47.0,47.0
25,50.0,46.0,46.0,47.0,43.0,49.0,47.0,45.0,45.0
26,50.0,50.0,50.0,47.0,45.0,49.0,47.0,49.0,49.0
27,49.0,47.0,47.0,49.0,49.0,48.0,49.0,46.0,46.0
28,49.0,45.0,45.0,50.0,49.0,48.0,50.0,44.0,44.0
29,51.0,49.0,49.0,50.0,51.0,50.0,50.0,48.0,48.0
30,47.0,43.0,43.0,48.0,49.0,46.0,48.0,42.0,42.0
31,47.0,41.0,41.0,49.0,49.0,46.0,49.0,40.0,40.0
32,47.0,46.0,46.0,49.0,51.0,46.0,49.0,45.0,45.0
33,49.0,45.0,45.0,43.0,49.0,48.0,51.0,44.0,44.0
34,44.0,41.0,41.0,47.0,44.0,43.0,44.0,40.0,40.0
35,45.0,44.0,44.0,46.0,44.0,44.0,44.0,43.0,43.0
36,50.0,49.0,49.0,46.0,48.0,49.0,48.0,48.0,48.0
37,51.0,47.0,47.0,48.0,44.0,50.0,48.0,46.0,46.0
38,51.0,51.0,51.0,48.0,45.0,50.0,48.0,50.0,50.0
39,49.0,48.0,48.0,49.0,49.0,48.0,50.0,47.0,47.0
40,50.0,46.0,46.0,51.0,50.0,49.0,51.0,45.0,45.0
41,50.0,50.0,50.0,51.0,50.0,49.0,51.0,49.0,49.0
42,48.0,44.0,44.0,48.0,49.0,47.0,49.0,43.0,43.0
43,47.0,42.0,42.0,50.0,50.0,46.0,50.0,41.0,41.0
44,47.0,46.0,46.0,50.0,50.0,46.0,50.0,45.0,45.0
45,48.0,48.0,47.0,45.0,47.0,47.0,47.0,46.0,47.0
46,50.0,48.0,46.0,47.0,43.0,49.0,47.0,45.0,47.0
47,50.0,50.0,49.0,47.0,45.0,49.0,47.0,48.0,49.0
48,49.0,47.0,47.0,48.0,49.0,48.0,48.0,46.0,46.0
49,49.0,47.0,46.0,50.0,49.0,48.0,50.0,45.0,46.0
50,51.0,49.0,49.0,50.0,51.0,50.0,50.0,48.0,48.0
51,48.0,48.0,47.0,47.0,49.0,47.0,47.0,46.0,47.0
52,50.0,47.0,46.0,49.0,49.0,49.0,49.0,45.0,46.0
53,50.0,50.0,49.0,49.0,51.0,49.0,49.0,48.0,49.0
54,48.0,46.0,46.0,47.0,48.0,47.0,47.0,45.0,45.0
55,48.0,46.0,45.0,49.0,48.0,47.0,49.0,44.0,45.0
56,50.0,48.0,48.0,49.0,50.0,49.0,49.0,47.0,47.0
57,47.0,47.0,47.0,48.0,48.0,46.0,48.0,46.0,46.0
58,49.0,46.0,46.0,50.0,49.0,48.0,50.0,45.0,45.0
59,49.0,49.0,49.0,50.0,50.0,48.0,50.0,48.0,48.0
60,47.0,43.0,43.0,47.0,47.0,46.0,47.0,42.0,42.0
61,47.0,42.0,42.0,49.0,49.0,46.0,49.0,41.0,41.0
62,47.0,47.0,47.0,49.0,49.0,46.0,49.0,46.0,46.0
63,47.0,42.0,42.0,43.0,47.0,46.0,49.0,41.0,41.0
64,43.0,40.0,40.0,48.0,41.0,42.0,41.0,39.0,39.0
