Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,59.0,59.0,59.0,59.0,59.0,59.0,53.0,55.0
1,58.0,58.0,58.0,58.0,58.0,58.0,55.0,55.0
2,55.0,55.0,55.0,54.0,55.0,55.0,58.0,58.0
3,58.0,58.0,60.0,60.0,58.0,58.0,57.0,57.0
4,59.0,59.0,58.0,58.0,59.0,59.0,57.0,57.0
5,58.0,58.0,59.0,59.0,58.0,58.0,58.0,59.0
6,58.0,58.0,58.0,58.0,58.0,58.0,58.0,56.0
7,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
8,58.0,58.0,60.0,60.0,58.0,58.0,58.0,58.0
9,54.0,54.0,58.0,58.0,54.0,54.0,55.0,54.0
10,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0
11,55.0,55.0,55.0,55.0,55.0,55.0,58.0,59.0
12,57.0,57.0,57.0,57.0,57.0,57.0,56.0,55.0
13,58.0,58.0,59.0,59.0,58.0,58.0,58.0,57.0
14,59.0,59.0,59.0,59.0,59.0,59.0,57.0,58.0
15,53.0,53.0,57.0,57.0,53.0,53.0,54.0,53.0
16,58.0,58.0,58.0,58.0,58.0,58.0,59.0,55.0
17,58.0,58.0,59.0,59.0,58.0,58.0,57.0,55.0
18,57.0,57.0,59.0,59.0,57.0,57.0,56.0,57.0
19,58.0,58.0,58.0,58.0,58.0,58.0,56.0,58.0
20,57.0,57.0,58.0,58.0,57.0,57.0,57.0,58.0
21,58.0,58.0,60.0,60.0,58.0,58.0,57.0,58.0
22,58.0,58.0,59.0,59.0,58.0,58.0,57.0,59.0
23,58.0,58.0,59.0,59.0,58.0,58.0,57.0,58.0
24,54.0,53.0,58.0,58.0,53.0,53.0,55.0,54.0
25,57.0,57.0,58.0,58.0,57.0,57.0,56.0,59.0
26,58.0,58.0,59.0,59.0,58.0,58.0,57.0,60.0
27,56.0,56.0,58.0,58.0,56.0,56.0,56.0,56.0
28,58.0,58.0,60.0,60.0,58.0,58.0,58.0,58.0
29,58.0,58.0,60.0,60.0,58.0,58.0,58.0,59.0
30,52.0,52.0,56.0,56.0,52.0,52.0,54.0,52.0
31,57.0,57.0,57.0,57.0,57.0,57.0,58.0,54.0
32,58.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0
33,59.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0
34,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
35,58.0,58.0,59.0,59.0,58.0,58.0,58.0,57.0
36,55.0,54.0,59.0,59.0,54.0,54.0,55.0,54.0
37,58.0,58.0,59.0,59.0,58.0,58.0,57.0,58.0
38,59.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0
39,57.0,57.0,58.0,58.0,57.0,57.0,57.0,56.0
40,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0
41,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0
42,53.0,53.0,56.0,56.0,53.0,53.0,53.0,53.0
43,58.0,58.0,55.0,55.0,58.0,58.0,57.0,55.0
44,58.0,58.0,59.0,59.0,58.0,58.0,59.0,59.0
45,60.0,60.0,55.0,55.0,60.0,60.0,60.0,55.0
