Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,41.0,40.0,42.0,39.0,40.0,41.0,41.0,40.0,40.0,41.0,39.0,40.0
1,44.0,44.0,42.0,43.0,42.0,41.0,43.0,41.0,41.0,41.0,39.0,44.0
2,43.0,42.0,46.0,41.0,42.0,45.0,46.0,41.0,41.0,45.0,41.0,45.0
3,43.0,43.0,43.0,42.0,42.0,42.0,40.0,42.0,42.0,42.0,43.0,43.0
4,43.0,45.0,44.0,44.0,44.0,43.0,45.0,43.0,43.0,43.0,44.0,45.0
5,46.0,46.0,46.0,45.0,47.0,45.0,46.0,45.0,45.0,45.0,46.0,45.0
6,43.0,40.0,42.0,39.0,40.0,41.0,41.0,40.0,40.0,41.0,42.0,40.0
7,42.0,42.0,42.0,41.0,42.0,41.0,46.0,41.0,41.0,41.0,42.0,45.0
8,46.0,46.0,46.0,45.0,46.0,45.0,46.0,45.0,45.0,45.0,46.0,41.0
9,40.0,40.0,42.0,39.0,40.0,41.0,40.0,40.0,40.0,41.0,40.0,41.0
10,46.0,46.0,42.0,45.0,46.0,41.0,46.0,45.0,45.0,41.0,39.0,41.0
11,42.0,42.0,46.0,41.0,42.0,45.0,45.0,41.0,41.0,45.0,41.0,45.0
12,39.0,40.0,42.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0
13,45.0,45.0,42.0,44.0,45.0,41.0,45.0,44.0,44.0,41.0,39.0,41.0
14,42.0,42.0,46.0,41.0,41.0,45.0,44.0,41.0,41.0,45.0,41.0,44.0
15,40.0,41.0,43.0,39.0,41.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0
16,42.0,42.0,42.0,40.0,42.0,41.0,42.0,41.0,41.0,41.0,39.0,42.0
17,43.0,43.0,47.0,42.0,42.0,45.0,42.0,41.0,41.0,45.0,41.0,43.0
18,47.0,47.0,45.0,46.0,41.0,41.0,39.0,41.0,41.0,44.0,42.0,42.0
19,42.0,44.0,44.0,43.0,46.0,42.0,44.0,42.0,43.0,43.0,44.0,44.0
20,45.0,46.0,45.0,45.0,47.0,46.0,45.0,46.0,45.0,44.0,45.0,44.0
21,47.0,46.0,44.0,45.0,42.0,42.0,40.0,42.0,42.0,43.0,43.0,43.0
22,43.0,45.0,45.0,44.0,47.0,43.0,45.0,43.0,44.0,44.0,45.0,45.0
23,46.0,46.0,46.0,45.0,46.0,45.0,46.0,45.0,45.0,45.0,46.0,45.0
24,42.0,41.0,42.0,40.0,41.0,41.0,39.0,41.0,41.0,41.0,42.0,41.0
25,46.0,46.0,44.0,45.0,46.0,44.0,46.0,45.0,45.0,43.0,44.0,44.0
26,45.0,45.0,46.0,44.0,46.0,45.0,45.0,45.0,45.0,45.0,46.0,44.0
27,42.0,41.0,42.0,40.0,41.0,41.0,39.0,41.0,41.0,41.0,42.0,41.0
28,45.0,45.0,44.0,44.0,45.0,43.0,45.0,44.0,44.0,43.0,44.0,43.0
29,45.0,45.0,46.0,43.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,43.0
30,43.0,42.0,42.0,41.0,42.0,41.0,40.0,41.0,41.0,41.0,42.0,42.0
31,41.0,44.0,44.0,43.0,44.0,43.0,42.0,43.0,43.0,43.0,44.0,44.0
32,46.0,46.0,46.0,44.0,46.0,44.0,46.0,45.0,45.0,44.0,46.0,44.0
33,43.0,41.0,41.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,42.0,39.0
34,44.0,41.0,41.0,40.0,42.0,40.0,43.0,40.0,40.0,40.0,42.0,41.0
35,46.0,46.0,43.0,45.0,46.0,40.0,46.0,45.0,45.0,42.0,46.0,41.0
36,43.0,40.0,41.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,40.0
37,46.0,46.0,42.0,45.0,46.0,42.0,46.0,45.0,45.0,42.0,42.0,41.0
38,46.0,46.0,46.0,45.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,41.0
39,43.0,40.0,41.0,38.0,40.0,39.0,40.0,40.0,40.0,39.0,42.0,39.0
40,45.0,45.0,42.0,44.0,45.0,42.0,45.0,44.0,44.0,42.0,42.0,41.0
41,46.0,46.0,46.0,44.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,44.0
42,44.0,41.0,42.0,39.0,41.0,40.0,41.0,40.0,40.0,40.0,43.0,40.0
43,41.0,42.0,42.0,41.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0
44,47.0,47.0,42.0,45.0,47.0,41.0,47.0,46.0,46.0,41.0,47.0,45.0
45,40.0,41.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
46,46.0,46.0,42.0,45.0,46.0,41.0,46.0,46.0,46.0,41.0,37.0,42.0
47,42.0,42.0,46.0,41.0,42.0,45.0,45.0,41.0,41.0,45.0,40.0,45.0
48,39.0,40.0,41.0,39.0,40.0,39.0,40.0,39.0,39.0,39.0,40.0,40.0
49,46.0,46.0,42.0,44.0,46.0,41.0,46.0,46.0,46.0,41.0,37.0,44.0
50,41.0,41.0,46.0,40.0,41.0,45.0,45.0,41.0,41.0,45.0,40.0,45.0
51,40.0,41.0,41.0,39.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,41.0
52,47.0,47.0,42.0,45.0,47.0,42.0,47.0,46.0,46.0,42.0,38.0,45.0
53,42.0,42.0,47.0,41.0,42.0,45.0,46.0,41.0,41.0,45.0,41.0,42.0
54,38.0,39.0,40.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
55,45.0,45.0,41.0,43.0,45.0,41.0,45.0,45.0,45.0,41.0,37.0,43.0
56,40.0,41.0,46.0,39.0,41.0,44.0,44.0,41.0,41.0,44.0,40.0,44.0
57,39.0,40.0,41.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
58,46.0,46.0,42.0,44.0,46.0,42.0,46.0,45.0,45.0,42.0,38.0,44.0
59,41.0,42.0,47.0,40.0,42.0,45.0,45.0,41.0,41.0,45.0,41.0,42.0
60,40.0,40.0,41.0,39.0,40.0,41.0,40.0,41.0,41.0,41.0,40.0,40.0
61,41.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,38.0,42.0
62,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,40.0,42.0
63,46.0,47.0,47.0,46.0,40.0,40.0,38.0,44.0,40.0,46.0,41.0,41.0
64,46.0,46.0,46.0,45.0,45.0,41.0,43.0,41.0,42.0,45.0,43.0,43.0
65,46.0,46.0,47.0,45.0,46.0,45.0,44.0,45.0,44.0,46.0,44.0,43.0
66,47.0,47.0,48.0,46.0,41.0,41.0,39.0,45.0,41.0,47.0,42.0,42.0
