Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,58.0,58.0,53.0,55.0,55.0
1,59.0,59.0,54.0,59.0,59.0
2,59.0,59.0,58.0,60.0,60.0
3,58.0,58.0,53.0,55.0,55.0
4,60.0,60.0,57.0,58.0,58.0
5,60.0,60.0,58.0,61.0,61.0
6,59.0,59.0,54.0,54.0,54.0
7,61.0,61.0,58.0,54.0,54.0
8,59.0,59.0,59.0,60.0,60.0
9,57.0,57.0,56.0,62.0,56.0
10,60.0,60.0,60.0,59.0,59.0
11,59.0,59.0,58.0,59.0,59.0
12,56.0,56.0,55.0,61.0,55.0
13,59.0,59.0,59.0,58.0,58.0
14,58.0,58.0,57.0,58.0,58.0
15,57.0,57.0,54.0,56.0,56.0
16,60.0,60.0,57.0,55.0,55.0
17,59.0,59.0,58.0,58.0,58.0
18,57.0,57.0,54.0,54.0,54.0
19,61.0,61.0,58.0,57.0,57.0
20,60.0,60.0,59.0,60.0,60.0
21,58.0,58.0,55.0,53.0,53.0
22,60.0,60.0,59.0,56.0,56.0
23,60.0,60.0,60.0,59.0,59.0
24,58.0,58.0,55.0,61.0,55.0
25,61.0,61.0,59.0,58.0,58.0
26,61.0,61.0,59.0,58.0,60.0
27,57.0,57.0,54.0,60.0,54.0
28,60.0,60.0,58.0,57.0,57.0
29,60.0,60.0,58.0,57.0,59.0
30,58.0,58.0,55.0,55.0,55.0
31,61.0,61.0,58.0,56.0,56.0
32,61.0,61.0,58.0,58.0,58.0
33,57.0,57.0,53.0,53.0,53.0
34,59.0,59.0,59.0,57.0,57.0
35,59.0,59.0,59.0,59.0,59.0
36,56.0,56.0,55.0,61.0,56.0
37,59.0,59.0,58.0,59.0,59.0
38,60.0,60.0,58.0,59.0,60.0
39,56.0,56.0,54.0,60.0,55.0
40,58.0,58.0,57.0,58.0,58.0
41,59.0,59.0,57.0,58.0,59.0
42,57.0,57.0,55.0,56.0,56.0
43,59.0,59.0,58.0,57.0,57.0
44,60.0,60.0,58.0,58.0,58.0
45,61.0,61.0,61.0,63.0,61.0
46,58.0,58.0,59.0,58.0,60.0
47,59.0,59.0,59.0,60.0,60.0
48,61.0,61.0,61.0,62.0,62.0
49,58.0,58.0,58.0,62.0,59.0
50,58.0,58.0,59.0,61.0,59.0
51,61.0,61.0,56.0,63.0,63.0
52,59.0,59.0,58.0,63.0,58.0
53,59.0,59.0,60.0,62.0,59.0
54,60.0,60.0,60.0,61.0,61.0
55,57.0,57.0,57.0,61.0,58.0
56,58.0,58.0,58.0,60.0,58.0
57,60.0,60.0,55.0,62.0,62.0
58,58.0,58.0,57.0,62.0,57.0
59,59.0,59.0,59.0,61.0,58.0
60,57.0,57.0,55.0,56.0,57.0
61,59.0,59.0,56.0,57.0,57.0
62,60.0,60.0,57.0,57.0,57.0
