Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,56.0,54.0,56.0,54.0,54.0
1,56.0,56.0,55.0,54.0,54.0,55.0,55.0,47.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,54.0
2,57.0,57.0,56.0,56.0,56.0,57.0,57.0,47.0,55.0,55.0,57.0,58.0,55.0,58.0,55.0,56.0
3,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,54.0
4,56.0,56.0,55.0,56.0,56.0,56.0,56.0,47.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0
5,56.0,56.0,55.0,56.0,56.0,57.0,57.0,47.0,55.0,55.0,56.0,58.0,55.0,58.0,55.0,56.0
6,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,54.0
7,57.0,57.0,56.0,57.0,57.0,55.0,55.0,48.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0
8,56.0,56.0,55.0,56.0,56.0,57.0,57.0,46.0,55.0,55.0,56.0,58.0,55.0,58.0,55.0,56.0
9,54.0,54.0,53.0,54.0,54.0,55.0,56.0,53.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,54.0
10,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,54.0
11,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,54.0,55.0
12,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,55.0,53.0,55.0,53.0,54.0
13,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,55.0,57.0,55.0,56.0
14,56.0,56.0,55.0,56.0,56.0,57.0,57.0,55.0,55.0,55.0,58.0,57.0,55.0,57.0,55.0,56.0
15,55.0,55.0,54.0,55.0,55.0,54.0,54.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0
16,57.0,57.0,56.0,57.0,57.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0
17,57.0,57.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,57.0
18,53.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,55.0,52.0,55.0,52.0,54.0
19,56.0,56.0,55.0,56.0,56.0,55.0,55.0,47.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0
20,55.0,55.0,54.0,55.0,55.0,56.0,56.0,46.0,54.0,54.0,55.0,57.0,54.0,57.0,54.0,56.0
21,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,54.0
22,57.0,57.0,56.0,57.0,57.0,55.0,55.0,48.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0
23,56.0,56.0,55.0,56.0,56.0,57.0,57.0,47.0,55.0,55.0,56.0,58.0,55.0,58.0,55.0,56.0
24,54.0,54.0,53.0,54.0,54.0,55.0,55.0,53.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,54.0
25,56.0,56.0,55.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0
26,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,54.0,55.0
27,54.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,55.0,55.0,53.0,55.0,53.0,54.0
28,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,55.0,57.0,55.0,56.0
29,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,55.0,57.0,55.0,56.0
30,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0
31,57.0,57.0,56.0,57.0,57.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0
32,57.0,57.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,57.0
33,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,54.0,54.0
34,57.0,57.0,56.0,57.0,57.0,55.0,55.0,48.0,56.0,56.0,56.0,54.0,56.0,54.0,56.0,56.0
35,57.0,57.0,56.0,56.0,56.0,57.0,57.0,47.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,55.0
36,54.0,54.0,53.0,54.0,54.0,55.0,56.0,53.0,53.0,53.0,55.0,56.0,53.0,56.0,53.0,53.0
37,57.0,57.0,56.0,57.0,57.0,55.0,55.0,57.0,56.0,56.0,56.0,54.0,56.0,54.0,56.0,56.0
38,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,54.0,54.0
39,54.0,54.0,53.0,54.0,54.0,54.0,55.0,54.0,53.0,53.0,55.0,55.0,53.0,55.0,53.0,54.0
40,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,55.0
41,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,56.0
42,55.0,55.0,54.0,55.0,55.0,54.0,54.0,55.0,54.0,54.0,55.0,55.0,54.0,55.0,54.0,55.0
43,57.0,57.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
44,57.0,57.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,57.0
45,54.0,54.0,53.0,54.0,54.0,55.0,54.0,52.0,53.0,53.0,54.0,56.0,53.0,55.0,53.0,53.0
46,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,53.0
47,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,53.0
48,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,56.0,54.0,56.0,54.0,54.0
49,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,56.0,57.0,55.0,57.0,55.0,55.0
50,56.0,56.0,55.0,55.0,55.0,56.0,56.0,54.0,54.0,54.0,57.0,57.0,54.0,57.0,54.0,55.0
51,56.0,56.0,55.0,56.0,56.0,55.0,54.0,55.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,55.0
52,57.0,57.0,56.0,57.0,57.0,56.0,56.0,57.0,56.0,56.0,55.0,57.0,56.0,57.0,56.0,56.0
53,57.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0
54,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,54.0,54.0
55,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,56.0,57.0,55.0,57.0,55.0,55.0
56,57.0,57.0,56.0,57.0,57.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
57,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,56.0,55.0,55.0
58,56.0,56.0,55.0,56.0,56.0,55.0,56.0,56.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,55.0
59,58.0,58.0,57.0,58.0,58.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
60,57.0,57.0,56.0,57.0,57.0,54.0,54.0,54.0,56.0,56.0,54.0,55.0,56.0,55.0,56.0,56.0
61,57.0,57.0,56.0,57.0,57.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0
62,59.0,59.0,58.0,59.0,59.0,55.0,55.0,55.0,58.0,58.0,56.0,56.0,58.0,56.0,58.0,58.0
63,52.0,52.0,51.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,54.0,51.0,54.0,51.0,53.0
64,55.0,55.0,54.0,55.0,55.0,54.0,54.0,46.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0
65,54.0,54.0,53.0,54.0,54.0,55.0,55.0,45.0,53.0,53.0,55.0,56.0,53.0,56.0,53.0,55.0
66,53.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,53.0,55.0,52.0,55.0,52.0,54.0
67,56.0,56.0,55.0,56.0,56.0,54.0,54.0,47.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0
68,55.0,55.0,54.0,55.0,55.0,56.0,56.0,46.0,54.0,54.0,56.0,57.0,54.0,57.0,54.0,56.0
69,53.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,53.0,55.0,52.0,55.0,52.0,54.0
70,56.0,56.0,55.0,56.0,56.0,54.0,54.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
71,54.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,55.0,55.0,53.0,55.0,53.0,55.0
72,54.0,54.0,53.0,54.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,53.0,54.0,53.0,54.0
73,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0
74,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,57.0,56.0,54.0,56.0,54.0,56.0
75,55.0,55.0,54.0,55.0,55.0,53.0,53.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0,54.0,55.0
76,56.0,56.0,55.0,56.0,56.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0
77,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,56.0,55.0,57.0
78,54.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,54.0,53.0,53.0
79,57.0,57.0,56.0,57.0,57.0,54.0,54.0,48.0,56.0,56.0,55.0,54.0,56.0,54.0,56.0,56.0
80,56.0,56.0,55.0,56.0,56.0,56.0,56.0,46.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0
81,54.0,54.0,53.0,54.0,54.0,55.0,55.0,53.0,53.0,53.0,54.0,56.0,53.0,56.0,53.0,53.0
82,57.0,57.0,56.0,57.0,57.0,54.0,54.0,57.0,56.0,56.0,55.0,54.0,56.0,54.0,56.0,56.0
83,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,54.0,54.0
84,54.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,55.0,55.0,53.0,55.0,53.0,54.0
85,56.0,56.0,55.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0
86,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,56.0
87,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0
88,57.0,57.0,56.0,57.0,57.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0
89,57.0,57.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,57.0
90,54.0,54.0,53.0,54.0,54.0,55.0,54.0,52.0,53.0,53.0,54.0,56.0,53.0,55.0,53.0,53.0
91,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,53.0
92,54.0,54.0,53.0,54.0,54.0,55.0,55.0,54.0,53.0,53.0,56.0,56.0,53.0,56.0,53.0,53.0
93,55.0,55.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,56.0,54.0,56.0,54.0,54.0
94,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,56.0,57.0,55.0,57.0,55.0,55.0
95,55.0,55.0,54.0,55.0,55.0,56.0,56.0,54.0,54.0,54.0,57.0,57.0,54.0,57.0,54.0,55.0
96,56.0,56.0,55.0,56.0,56.0,55.0,54.0,55.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,55.0
97,57.0,57.0,56.0,57.0,57.0,56.0,56.0,57.0,56.0,56.0,55.0,57.0,56.0,57.0,56.0,56.0
98,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,56.0
99,55.0,55.0,54.0,55.0,55.0,54.0,54.0,53.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,54.0
100,56.0,56.0,55.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,57.0,55.0,57.0,55.0,55.0
101,57.0,57.0,56.0,57.0,57.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
102,56.0,56.0,55.0,56.0,56.0,55.0,55.0,54.0,55.0,55.0,55.0,56.0,55.0,56.0,55.0,55.0
103,56.0,56.0,55.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0
104,58.0,58.0,57.0,58.0,58.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
105,57.0,57.0,56.0,57.0,57.0,54.0,54.0,54.0,56.0,56.0,54.0,55.0,56.0,55.0,56.0,56.0
106,57.0,57.0,56.0,57.0,57.0,55.0,55.0,54.0,56.0,56.0,54.0,56.0,56.0,56.0,56.0,56.0
107,59.0,59.0,58.0,59.0,59.0,55.0,55.0,55.0,58.0,58.0,56.0,56.0,58.0,56.0,58.0,58.0
108,54.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0
109,57.0,57.0,56.0,51.0,51.0,53.0,53.0,48.0,50.0,50.0,54.0,48.0,50.0,48.0,50.0,50.0
110,56.0,56.0,55.0,50.0,50.0,55.0,55.0,46.0,49.0,49.0,56.0,50.0,49.0,50.0,49.0,49.0
111,54.0,54.0,53.0,53.0,53.0,55.0,55.0,53.0,52.0,52.0,54.0,53.0,52.0,53.0,52.0,52.0
112,57.0,57.0,56.0,51.0,51.0,53.0,53.0,57.0,50.0,50.0,54.0,48.0,50.0,48.0,50.0,50.0
113,55.0,55.0,54.0,49.0,49.0,55.0,55.0,54.0,48.0,48.0,56.0,50.0,48.0,50.0,48.0,48.0
114,54.0,54.0,53.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,55.0,54.0,53.0,54.0,53.0,53.0
115,56.0,56.0,55.0,54.0,54.0,54.0,54.0,56.0,53.0,53.0,55.0,54.0,53.0,54.0,53.0,53.0
116,56.0,56.0,55.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,57.0,56.0,55.0,56.0,55.0,55.0
117,55.0,55.0,54.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,54.0
118,57.0,57.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,54.0
