Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,37.0,38.0,45.0,44.0,40.0,44.0,38.0,38.0,44.0,36.0,49.0,44.0,44.0,44.0,45.0,38.0
1,44.0,44.0,50.0,46.0,45.0,46.0,40.0,40.0,50.0,42.0,50.0,50.0,46.0,46.0,50.0,43.0
2,45.0,45.0,51.0,45.0,46.0,45.0,41.0,41.0,50.0,43.0,50.0,50.0,45.0,45.0,51.0,44.0
3,38.0,43.0,45.0,49.0,40.0,48.0,39.0,39.0,43.0,38.0,48.0,43.0,49.0,48.0,45.0,41.0
4,43.0,43.0,49.0,45.0,44.0,45.0,44.0,44.0,49.0,41.0,49.0,49.0,45.0,45.0,49.0,44.0
5,44.0,44.0,51.0,45.0,45.0,45.0,45.0,45.0,49.0,42.0,49.0,49.0,45.0,45.0,51.0,45.0
6,37.0,40.0,45.0,45.0,38.0,45.0,38.0,38.0,44.0,39.0,43.0,44.0,45.0,45.0,45.0,38.0
7,41.0,42.0,45.0,46.0,45.0,46.0,45.0,45.0,45.0,41.0,48.0,45.0,46.0,46.0,45.0,45.0
8,43.0,42.0,51.0,46.0,46.0,46.0,46.0,46.0,50.0,42.0,47.0,50.0,46.0,46.0,51.0,46.0
9,45.0,45.0,45.0,44.0,48.0,45.0,48.0,48.0,45.0,45.0,48.0,45.0,44.0,44.0,44.0,48.0
10,51.0,47.0,51.0,47.0,50.0,46.0,45.0,47.0,51.0,47.0,50.0,46.0,45.0,45.0,46.0,46.0
11,51.0,45.0,51.0,45.0,50.0,45.0,45.0,45.0,51.0,47.0,50.0,51.0,45.0,45.0,50.0,44.0
12,50.0,49.0,49.0,48.0,54.0,49.0,52.0,52.0,49.0,50.0,52.0,49.0,49.0,49.0,50.0,52.0
13,55.0,51.0,55.0,51.0,55.0,50.0,50.0,51.0,55.0,52.0,54.0,55.0,50.0,50.0,55.0,50.0
14,56.0,50.0,55.0,49.0,55.0,49.0,50.0,50.0,55.0,51.0,54.0,55.0,50.0,50.0,56.0,49.0
15,45.0,44.0,44.0,44.0,49.0,44.0,47.0,47.0,45.0,45.0,43.0,45.0,44.0,44.0,45.0,47.0
16,50.0,45.0,46.0,45.0,50.0,45.0,45.0,45.0,46.0,47.0,47.0,50.0,45.0,45.0,50.0,44.0
17,51.0,45.0,50.0,46.0,50.0,45.0,45.0,45.0,51.0,46.0,46.0,51.0,46.0,45.0,51.0,44.0
18,37.0,42.0,44.0,49.0,43.0,49.0,38.0,38.0,42.0,38.0,52.0,42.0,49.0,49.0,44.0,40.0
19,42.0,45.0,48.0,50.0,44.0,50.0,43.0,43.0,48.0,40.0,48.0,48.0,50.0,50.0,48.0,43.0
