Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,43.0,42.0,46.0,41.0,42.0,41.0,42.0,41.0,42.0,48.0,44.0,48.0
1,44.0,44.0,43.0,46.0,45.0,46.0,45.0,46.0,45.0,49.0,46.0,49.0
2,49.0,47.0,47.0,46.0,48.0,46.0,48.0,46.0,48.0,50.0,49.0,50.0
3,42.0,42.0,46.0,45.0,44.0,45.0,44.0,45.0,44.0,52.0,47.0,52.0
4,48.0,46.0,47.0,46.0,48.0,46.0,48.0,46.0,48.0,49.0,46.0,49.0
5,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0,50.0,52.0
6,43.0,43.0,47.0,45.0,44.0,45.0,44.0,45.0,44.0,50.0,45.0,50.0
7,49.0,47.0,48.0,46.0,49.0,46.0,49.0,46.0,49.0,50.0,47.0,50.0
8,46.0,48.0,48.0,48.0,46.0,48.0,46.0,48.0,46.0,52.0,49.0,52.0
9,43.0,43.0,48.0,43.0,42.0,43.0,42.0,43.0,42.0,47.0,44.0,47.0
10,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,52.0,49.0,52.0
11,49.0,48.0,49.0,47.0,48.0,47.0,48.0,47.0,48.0,50.0,49.0,50.0
12,42.0,42.0,47.0,42.0,41.0,42.0,41.0,42.0,41.0,46.0,43.0,46.0
13,48.0,45.0,45.0,45.0,48.0,45.0,48.0,45.0,48.0,51.0,49.0,51.0
14,48.0,47.0,48.0,46.0,47.0,46.0,47.0,46.0,47.0,49.0,49.0,49.0
15,42.0,42.0,46.0,41.0,42.0,41.0,42.0,41.0,42.0,47.0,43.0,47.0
16,49.0,43.0,43.0,43.0,49.0,43.0,49.0,43.0,49.0,48.0,45.0,48.0
17,46.0,46.0,47.0,46.0,45.0,46.0,45.0,46.0,45.0,47.0,47.0,47.0
18,42.0,42.0,46.0,45.0,44.0,45.0,44.0,45.0,44.0,51.0,48.0,51.0
19,48.0,46.0,47.0,45.0,48.0,45.0,47.0,45.0,47.0,53.0,49.0,53.0
20,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,53.0,50.0,53.0
21,43.0,43.0,47.0,45.0,44.0,45.0,44.0,45.0,44.0,52.0,49.0,52.0
22,49.0,46.0,48.0,45.0,49.0,45.0,48.0,45.0,48.0,54.0,50.0,54.0
23,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,54.0,51.0,54.0
24,42.0,44.0,48.0,43.0,41.0,43.0,41.0,43.0,41.0,51.0,48.0,51.0
25,49.0,47.0,47.0,47.0,49.0,47.0,49.0,47.0,49.0,51.0,49.0,51.0
26,48.0,49.0,49.0,48.0,47.0,48.0,47.0,48.0,47.0,50.0,48.0,50.0
27,41.0,43.0,47.0,42.0,40.0,42.0,40.0,42.0,40.0,50.0,47.0,50.0
28,48.0,48.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,49.0,50.0
29,47.0,48.0,48.0,47.0,46.0,47.0,46.0,47.0,46.0,49.0,48.0,49.0
30,42.0,42.0,46.0,41.0,41.0,41.0,41.0,41.0,41.0,51.0,47.0,51.0
31,49.0,45.0,45.0,44.0,49.0,44.0,48.0,44.0,48.0,48.0,45.0,47.0
32,46.0,47.0,47.0,46.0,47.0,46.0,47.0,46.0,47.0,50.0,48.0,50.0
33,44.0,44.0,43.0,43.0,43.0,42.0,43.0,42.0,43.0,50.0,47.0,50.0
34,50.0,47.0,47.0,46.0,50.0,45.0,49.0,45.0,49.0,52.0,48.0,52.0
35,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,50.0,52.0
36,43.0,45.0,45.0,44.0,42.0,44.0,42.0,44.0,42.0,49.0,46.0,49.0
37,50.0,48.0,48.0,48.0,50.0,48.0,50.0,48.0,50.0,52.0,50.0,52.0
38,46.0,50.0,50.0,49.0,47.0,49.0,47.0,49.0,47.0,50.0,49.0,50.0
39,42.0,44.0,44.0,43.0,41.0,43.0,41.0,43.0,41.0,48.0,45.0,48.0
40,49.0,49.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,50.0,51.0
41,45.0,49.0,49.0,48.0,46.0,48.0,46.0,48.0,46.0,49.0,49.0,49.0
42,43.0,43.0,43.0,42.0,42.0,42.0,41.0,42.0,41.0,49.0,45.0,49.0
43,50.0,46.0,46.0,45.0,50.0,45.0,49.0,45.0,49.0,48.0,46.0,48.0
44,46.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,49.0,50.0
45,48.0,44.0,45.0,44.0,47.0,43.0,47.0,43.0,47.0,45.0,46.0,45.0
46,46.0,48.0,48.0,48.0,47.0,48.0,47.0,48.0,47.0,50.0,49.0,50.0
47,49.0,48.0,50.0,47.0,48.0,47.0,48.0,47.0,48.0,50.0,49.0,50.0
48,48.0,43.0,44.0,43.0,47.0,42.0,47.0,42.0,47.0,45.0,46.0,45.0
49,49.0,48.0,47.0,48.0,49.0,48.0,49.0,48.0,49.0,51.0,49.0,51.0
50,48.0,47.0,49.0,46.0,47.0,46.0,47.0,46.0,47.0,50.0,49.0,50.0
51,43.0,43.0,44.0,43.0,42.0,42.0,42.0,42.0,42.0,46.0,44.0,46.0
52,50.0,48.0,46.0,48.0,50.0,48.0,50.0,48.0,50.0,50.0,49.0,50.0
53,46.0,46.0,49.0,46.0,45.0,46.0,45.0,46.0,45.0,50.0,47.0,50.0
54,47.0,42.0,43.0,42.0,46.0,41.0,46.0,41.0,46.0,44.0,45.0,44.0
55,48.0,48.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,51.0,48.0,51.0
56,47.0,46.0,48.0,45.0,46.0,45.0,46.0,45.0,46.0,49.0,48.0,49.0
57,42.0,42.0,43.0,42.0,41.0,42.0,41.0,42.0,41.0,45.0,43.0,45.0
58,49.0,49.0,45.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,49.0,51.0
59,45.0,45.0,48.0,45.0,44.0,45.0,44.0,45.0,44.0,49.0,47.0,49.0
60,43.0,42.0,42.0,41.0,42.0,41.0,42.0,41.0,42.0,46.0,43.0,46.0
61,49.0,44.0,43.0,44.0,49.0,44.0,49.0,44.0,49.0,47.0,44.0,47.0
62,45.0,43.0,47.0,43.0,44.0,43.0,44.0,43.0,44.0,47.0,45.0,47.0
63,41.0,41.0,45.0,44.0,43.0,44.0,43.0,44.0,43.0,50.0,48.0,50.0
64,47.0,45.0,46.0,44.0,47.0,44.0,46.0,44.0,46.0,52.0,49.0,52.0
65,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,52.0,53.0,52.0
66,42.0,42.0,46.0,44.0,43.0,44.0,43.0,44.0,43.0,51.0,49.0,51.0
67,48.0,45.0,47.0,44.0,48.0,44.0,47.0,44.0,47.0,53.0,50.0,53.0
68,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,53.0,54.0,53.0
69,41.0,43.0,47.0,43.0,41.0,43.0,41.0,43.0,41.0,50.0,47.0,50.0
70,49.0,47.0,46.0,46.0,48.0,46.0,48.0,46.0,48.0,50.0,48.0,50.0
71,47.0,48.0,48.0,48.0,46.0,47.0,46.0,47.0,46.0,49.0,48.0,49.0
72,40.0,42.0,46.0,42.0,40.0,42.0,40.0,42.0,40.0,49.0,46.0,49.0
73,48.0,48.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0,49.0,48.0,49.0
74,46.0,47.0,47.0,47.0,45.0,46.0,45.0,46.0,45.0,48.0,47.0,48.0
75,41.0,41.0,45.0,41.0,41.0,41.0,41.0,41.0,41.0,50.0,46.0,50.0
76,48.0,44.0,44.0,43.0,48.0,43.0,47.0,43.0,47.0,47.0,44.0,46.0
77,45.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0,46.0,49.0,47.0,49.0
78,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,49.0,47.0,49.0
79,49.0,46.0,46.0,45.0,49.0,44.0,48.0,44.0,48.0,51.0,48.0,51.0
80,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,51.0,52.0,51.0
81,42.0,44.0,45.0,43.0,41.0,43.0,41.0,43.0,41.0,48.0,45.0,48.0
82,50.0,48.0,47.0,47.0,49.0,47.0,49.0,47.0,49.0,51.0,49.0,51.0
83,45.0,49.0,49.0,49.0,47.0,48.0,47.0,48.0,47.0,49.0,48.0,49.0
84,41.0,43.0,44.0,42.0,40.0,42.0,40.0,42.0,40.0,47.0,44.0,47.0
85,49.0,49.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,49.0,50.0
