Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,58.0,59.0,55.0,52.0,57.0,57.0,58.0,58.0,58.0,58.0,56.0,56.0,50.0,50.0
1,42.0,43.0,49.0,49.0,45.0,45.0,46.0,46.0,44.0,48.0,45.0,45.0,35.0,35.0
2,47.0,46.0,50.0,50.0,49.0,49.0,50.0,50.0,49.0,53.0,48.0,48.0,39.0,40.0
3,58.0,59.0,58.0,57.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,56.0,56.0
4,53.0,54.0,54.0,54.0,53.0,53.0,54.0,54.0,44.0,47.0,53.0,53.0,46.0,46.0
5,58.0,59.0,54.0,54.0,58.0,58.0,59.0,59.0,48.0,52.0,57.0,57.0,50.0,50.0
6,59.0,60.0,53.0,53.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,58.0,57.0,57.0
7,54.0,55.0,51.0,51.0,54.0,54.0,55.0,55.0,55.0,55.0,54.0,54.0,47.0,47.0
8,59.0,60.0,55.0,55.0,59.0,59.0,60.0,60.0,60.0,60.0,58.0,58.0,51.0,51.0
9,65.0,65.0,57.0,57.0,64.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,57.0,57.0
10,49.0,47.0,54.0,54.0,52.0,52.0,52.0,52.0,51.0,55.0,52.0,51.0,44.0,44.0
11,54.0,53.0,55.0,55.0,57.0,57.0,57.0,57.0,56.0,60.0,57.0,56.0,48.0,48.0
12,64.0,64.0,57.0,57.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0
13,49.0,47.0,54.0,54.0,51.0,51.0,51.0,51.0,50.0,54.0,52.0,50.0,47.0,46.0
14,53.0,52.0,55.0,55.0,56.0,56.0,56.0,56.0,55.0,59.0,57.0,55.0,51.0,51.0
15,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,55.0,55.0
16,50.0,47.0,50.0,50.0,45.0,49.0,50.0,46.0,46.0,50.0,49.0,45.0,44.0,44.0
17,55.0,52.0,51.0,50.0,50.0,54.0,55.0,51.0,51.0,55.0,53.0,50.0,46.0,46.0
