Scenario,Roll 0,Roll 1,Roll 2
0,35.0,43.0,43.0
1,40.0,43.0,42.0
2,40.0,43.0,43.0
3,35.0,42.0,43.0
4,41.0,42.0,42.0
5,40.0,43.0,43.0
6,35.0,43.0,44.0
7,40.0,43.0,43.0
8,39.0,44.0,44.0
9,41.0,42.0,43.0
10,41.0,43.0,43.0
11,46.0,43.0,43.0
12,42.0,42.0,42.0
13,42.0,42.0,43.0
14,47.0,43.0,43.0
15,41.0,41.0,42.0
16,41.0,42.0,43.0
17,46.0,42.0,43.0
18,35.0,41.0,43.0
19,41.0,42.0,42.0
20,40.0,42.0,43.0
21,35.0,42.0,44.0
22,41.0,43.0,43.0
23,39.0,43.0,44.0
24,41.0,41.0,43.0
25,45.0,42.0,42.0
26,46.0,43.0,43.0
27,42.0,42.0,42.0
28,46.0,42.0,43.0
29,47.0,42.0,43.0
30,41.0,41.0,42.0
31,45.0,42.0,43.0
32,46.0,42.0,43.0
33,34.0,43.0,44.0
34,40.0,43.0,43.0
35,38.0,43.0,44.0
36,41.0,42.0,43.0
37,46.0,43.0,43.0
38,41.0,43.0,43.0
39,42.0,42.0,42.0
40,47.0,42.0,43.0
41,42.0,43.0,43.0
42,41.0,41.0,42.0
43,46.0,42.0,43.0
44,41.0,42.0,43.0
45,44.0,42.0,43.0
46,46.0,43.0,43.0
47,48.0,43.0,43.0
48,43.0,42.0,43.0
49,45.0,43.0,43.0
50,47.0,43.0,43.0
51,42.0,41.0,43.0
52,41.0,43.0,43.0
53,46.0,43.0,43.0
54,44.0,41.0,43.0
55,46.0,42.0,43.0
56,48.0,43.0,43.0
57,43.0,41.0,43.0
58,45.0,42.0,43.0
59,47.0,43.0,43.0
60,41.0,40.0,43.0
61,41.0,42.0,43.0
62,42.0,42.0,43.0
63,34.0,40.0,42.0
64,40.0,42.0,42.0
65,39.0,42.0,42.0
66,34.0,41.0,43.0
67,40.0,42.0,43.0
68,39.0,42.0,43.0
69,40.0,40.0,42.0
70,44.0,42.0,42.0
71,45.0,42.0,42.0
72,41.0,41.0,41.0
73,45.0,41.0,42.0
74,46.0,41.0,43.0
75,40.0,40.0,41.0
76,44.0,41.0,42.0
77,45.0,41.0,42.0
78,34.0,42.0,44.0
79,40.0,43.0,43.0
80,38.0,43.0,44.0
81,40.0,41.0,42.0
82,45.0,43.0,43.0
83,42.0,43.0,43.0
84,41.0,42.0,42.0
85,46.0,42.0,43.0
86,43.0,42.0,43.0
87,40.0,41.0,42.0
88,45.0,42.0,42.0
89,42.0,42.0,42.0
90,43.0,41.0,42.0
91,45.0,43.0,43.0
92,47.0,42.0,42.0
93,42.0,41.0,42.0
94,44.0,42.0,43.0
95,46.0,43.0,42.0
96,41.0,40.0,42.0
97,40.0,43.0,43.0
98,45.0,42.0,42.0
99,43.0,40.0,42.0
100,45.0,41.0,42.0
101,47.0,43.0,42.0
102,42.0,41.0,42.0
103,44.0,42.0,43.0
104,46.0,43.0,42.0
105,40.0,40.0,42.0
106,40.0,42.0,42.0
107,45.0,42.0,42.0
108,33.0,41.0,42.0
109,40.0,41.0,40.0
110,38.0,42.0,42.0
111,40.0,42.0,42.0
112,41.0,42.0,42.0
113,41.0,43.0,43.0
114,41.0,41.0,42.0
115,42.0,42.0,42.0
116,42.0,43.0,43.0
117,40.0,40.0,41.0
118,41.0,40.0,42.0
119,41.0,42.0,42.0
120,44.0,42.0,42.0
121,46.0,43.0,43.0
122,46.0,43.0,42.0
123,43.0,42.0,42.0
124,45.0,43.0,43.0
125,45.0,43.0,42.0
126,41.0,41.0,42.0
127,41.0,42.0,42.0
128,46.0,42.0,42.0
129,44.0,41.0,42.0
130,46.0,42.0,43.0
131,46.0,42.0,42.0
132,43.0,40.0,42.0
133,45.0,42.0,42.0
134,47.0,42.0,42.0
135,40.0,40.0,42.0
136,41.0,40.0,42.0
137,46.0,42.0,42.0
138,44.0,43.0,43.0
139,46.0,43.0,42.0
140,48.0,43.0,43.0
141,43.0,43.0,43.0
142,45.0,44.0,43.0
143,47.0,44.0,43.0
144,44.0,43.0,43.0
145,46.0,43.0,43.0
146,46.0,43.0,43.0
147,44.0,42.0,43.0
148,46.0,43.0,43.0
149,48.0,43.0,43.0
150,43.0,43.0,43.0
151,47.0,44.0,43.0
152,47.0,44.0,43.0
153,41.0,42.0,43.0
154,46.0,43.0,43.0
155,42.0,43.0,43.0
156,43.0,41.0,42.0
157,45.0,43.0,42.0
158,47.0,43.0,43.0
159,44.0,42.0,42.0
160,46.0,43.0,43.0
161,46.0,43.0,43.0
162,43.0,41.0,43.0
163,45.0,43.0,43.0
164,45.0,43.0,43.0
165,40.0,41.0,42.0
166,41.0,41.0,43.0
167,41.0,42.0,43.0
