Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,36.0,26.0,28.0,25.0,38.0,30.0,31.0,33.0,33.0,30.0,36.0,26.0,26.0,26.0,25.0,25.0
1,31.0,30.0,30.0,30.0,30.0,29.0,29.0,33.0,28.0,28.0,29.0,28.0,28.0,25.0,29.0,28.0
2,32.0,31.0,31.0,31.0,33.0,34.0,25.0,33.0,31.0,25.0,30.0,32.0,32.0,32.0,29.0,29.0
3,35.0,25.0,27.0,25.0,38.0,33.0,34.0,35.0,33.0,30.0,36.0,26.0,26.0,25.0,24.0,24.0
4,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,28.0,28.0,33.0,30.0,29.0,29.0,30.0,29.0
5,36.0,31.0,32.0,31.0,33.0,39.0,29.0,34.0,31.0,28.0,33.0,32.0,32.0,31.0,29.0,29.0
6,35.0,26.0,27.0,26.0,37.0,32.0,34.0,33.0,33.0,30.0,36.0,26.0,26.0,23.0,25.0,23.0
7,32.0,32.0,32.0,32.0,30.0,34.0,28.0,34.0,26.0,25.0,30.0,30.0,29.0,30.0,30.0,29.0
8,32.0,30.0,30.0,30.0,31.0,34.0,29.0,34.0,28.0,28.0,30.0,28.0,28.0,29.0,28.0,28.0
9,36.0,33.0,34.0,32.0,35.0,35.0,32.0,35.0,32.0,32.0,35.0,32.0,32.0,31.0,32.0,32.0
10,32.0,35.0,35.0,34.0,31.0,31.0,30.0,34.0,27.0,27.0,31.0,36.0,33.0,33.0,36.0,32.0
11,33.0,35.0,36.0,34.0,33.0,35.0,26.0,35.0,31.0,26.0,31.0,34.0,34.0,36.0,34.0,34.0
12,35.0,37.0,37.0,37.0,37.0,34.0,33.0,34.0,31.0,31.0,35.0,31.0,35.0,30.0,31.0,35.0
13,36.0,34.0,34.0,33.0,38.0,30.0,36.0,33.0,32.0,31.0,37.0,35.0,32.0,35.0,35.0,31.0
14,37.0,37.0,37.0,37.0,39.0,34.0,32.0,34.0,37.0,31.0,37.0,35.0,35.0,35.0,35.0,35.0
15,36.0,32.0,32.0,32.0,37.0,32.0,34.0,35.0,32.0,32.0,36.0,26.0,30.0,25.0,26.0,30.0
16,37.0,31.0,28.0,27.0,39.0,29.0,37.0,34.0,33.0,32.0,38.0,29.0,27.0,29.0,29.0,26.0
17,37.0,30.0,30.0,30.0,38.0,34.0,32.0,35.0,33.0,32.0,38.0,28.0,28.0,29.0,29.0,28.0
18,34.0,25.0,26.0,25.0,37.0,33.0,34.0,35.0,32.0,30.0,36.0,25.0,25.0,24.0,23.0,23.0
19,33.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,27.0,27.0,33.0,30.0,28.0,28.0,29.0,28.0
20,35.0,31.0,32.0,30.0,33.0,39.0,33.0,34.0,30.0,27.0,33.0,31.0,31.0,30.0,28.0,28.0
21,34.0,25.0,26.0,25.0,37.0,33.0,34.0,34.0,32.0,31.0,36.0,25.0,25.0,23.0,24.0,24.0
22,34.0,32.0,32.0,32.0,30.0,34.0,28.0,34.0,27.0,27.0,30.0,30.0,28.0,29.0,30.0,28.0
23,36.0,31.0,32.0,30.0,34.0,39.0,33.0,34.0,29.0,27.0,33.0,28.0,29.0,30.0,28.0,28.0
24,35.0,33.0,33.0,32.0,35.0,35.0,34.0,35.0,32.0,31.0,35.0,32.0,32.0,30.0,31.0,31.0
25,32.0,35.0,34.0,33.0,31.0,33.0,32.0,34.0,28.0,27.0,31.0,37.0,33.0,32.0,36.0,32.0
26,37.0,37.0,37.0,37.0,34.0,35.0,29.0,35.0,31.0,28.0,34.0,34.0,35.0,35.0,33.0,35.0
27,35.0,37.0,37.0,37.0,37.0,34.0,34.0,34.0,31.0,30.0,36.0,31.0,35.0,29.0,30.0,35.0
28,36.0,36.0,36.0,36.0,38.0,32.0,36.0,33.0,32.0,31.0,37.0,36.0,34.0,36.0,35.0,34.0
29,41.0,37.0,37.0,37.0,41.0,34.0,36.0,34.0,37.0,34.0,41.0,35.0,35.0,34.0,35.0,35.0
30,36.0,32.0,32.0,32.0,37.0,32.0,35.0,35.0,32.0,31.0,37.0,26.0,30.0,24.0,26.0,30.0
31,37.0,31.0,29.0,29.0,39.0,31.0,37.0,34.0,33.0,32.0,38.0,30.0,27.0,29.0,29.0,27.0
32,42.0,32.0,32.0,32.0,42.0,34.0,37.0,35.0,35.0,35.0,42.0,28.0,30.0,29.0,28.0,30.0
33,35.0,26.0,26.0,26.0,35.0,28.0,34.0,30.0,33.0,30.0,32.0,26.0,26.0,24.0,24.0,23.0
34,32.0,30.0,30.0,30.0,29.0,31.0,29.0,32.0,28.0,28.0,29.0,29.0,28.0,28.0,29.0,28.0
35,32.0,31.0,31.0,31.0,30.0,33.0,29.0,33.0,28.0,27.0,30.0,29.0,29.0,29.0,29.0,29.0
36,35.0,33.0,33.0,32.0,33.0,33.0,35.0,30.0,33.0,30.0,31.0,33.0,33.0,31.0,30.0,30.0
37,33.0,35.0,34.0,34.0,29.0,34.0,30.0,34.0,28.0,27.0,29.0,37.0,33.0,32.0,36.0,33.0
38,33.0,37.0,37.0,37.0,31.0,35.0,30.0,35.0,28.0,28.0,30.0,35.0,35.0,33.0,32.0,35.0
39,35.0,37.0,37.0,37.0,33.0,32.0,34.0,29.0,32.0,29.0,33.0,32.0,35.0,30.0,29.0,35.0
40,37.0,37.0,37.0,37.0,36.0,33.0,36.0,33.0,32.0,32.0,36.0,36.0,35.0,35.0,35.0,35.0
41,37.0,37.0,37.0,37.0,38.0,34.0,37.0,34.0,34.0,34.0,37.0,34.0,35.0,32.0,31.0,35.0
42,35.0,32.0,32.0,32.0,33.0,28.0,35.0,30.0,33.0,30.0,33.0,27.0,30.0,25.0,26.0,30.0
43,38.0,30.0,30.0,30.0,37.0,32.0,37.0,34.0,33.0,33.0,37.0,30.0,28.0,29.0,29.0,28.0
44,37.0,32.0,32.0,32.0,39.0,34.0,38.0,35.0,35.0,35.0,38.0,29.0,30.0,30.0,28.0,30.0
45,36.0,33.0,35.0,32.0,33.0,34.0,31.0,34.0,40.0,38.0,31.0,33.0,40.0,32.0,33.0,38.0
46,34.0,37.0,37.0,37.0,29.0,35.0,31.0,35.0,32.0,31.0,29.0,37.0,35.0,32.0,37.0,35.0
47,34.0,34.0,37.0,34.0,31.0,36.0,27.0,35.0,34.0,32.0,31.0,35.0,35.0,36.0,35.0,35.0
48,36.0,37.0,37.0,35.0,33.0,34.0,34.0,33.0,39.0,37.0,32.0,33.0,40.0,32.0,33.0,38.0
49,38.0,38.0,38.0,38.0,36.0,39.0,38.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0
50,38.0,38.0,38.0,38.0,37.0,40.0,33.0,34.0,33.0,33.0,37.0,36.0,36.0,36.0,36.0,36.0
51,36.0,33.0,33.0,32.0,33.0,35.0,35.0,34.0,36.0,35.0,33.0,34.0,34.0,33.0,34.0,32.0
52,38.0,35.0,35.0,34.0,37.0,35.0,39.0,34.0,35.0,35.0,37.0,37.0,34.0,33.0,37.0,34.0
53,38.0,34.0,35.0,33.0,38.0,41.0,33.0,35.0,33.0,33.0,38.0,36.0,34.0,33.0,36.0,33.0
54,35.0,37.0,37.0,37.0,32.0,33.0,34.0,32.0,38.0,36.0,31.0,32.0,39.0,31.0,32.0,37.0
55,37.0,42.0,42.0,42.0,35.0,38.0,37.0,33.0,33.0,33.0,35.0,35.0,40.0,35.0,35.0,40.0
56,37.0,38.0,39.0,38.0,36.0,39.0,36.0,34.0,32.0,32.0,36.0,35.0,37.0,35.0,35.0,36.0
57,36.0,37.0,38.0,36.0,32.0,34.0,35.0,33.0,35.0,34.0,32.0,33.0,36.0,32.0,33.0,35.0
58,38.0,38.0,38.0,38.0,36.0,34.0,38.0,33.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0
59,38.0,38.0,40.0,38.0,37.0,40.0,37.0,35.0,33.0,33.0,37.0,35.0,38.0,36.0,35.0,36.0
60,37.0,32.0,33.0,31.0,32.0,30.0,35.0,31.0,34.0,32.0,32.0,27.0,31.0,26.0,27.0,30.0
61,39.0,33.0,33.0,33.0,34.0,30.0,34.0,31.0,34.0,34.0,34.0,31.0,31.0,29.0,31.0,31.0
62,38.0,33.0,35.0,33.0,37.0,36.0,38.0,36.0,33.0,33.0,37.0,29.0,33.0,28.0,29.0,31.0
63,33.0,25.0,25.0,24.0,36.0,32.0,33.0,34.0,31.0,29.0,36.0,24.0,24.0,23.0,22.0,22.0
64,32.0,30.0,30.0,30.0,32.0,32.0,32.0,33.0,26.0,26.0,32.0,29.0,27.0,27.0,29.0,27.0
65,35.0,31.0,31.0,29.0,33.0,38.0,33.0,33.0,29.0,26.0,33.0,30.0,30.0,29.0,27.0,27.0
66,33.0,25.0,25.0,25.0,36.0,32.0,33.0,34.0,31.0,30.0,36.0,24.0,24.0,22.0,23.0,23.0
67,33.0,31.0,31.0,31.0,30.0,33.0,28.0,33.0,26.0,26.0,29.0,30.0,27.0,28.0,30.0,27.0
68,36.0,31.0,31.0,29.0,33.0,38.0,33.0,34.0,29.0,26.0,33.0,27.0,29.0,29.0,27.0,27.0
69,34.0,32.0,33.0,31.0,34.0,34.0,33.0,34.0,31.0,30.0,34.0,31.0,31.0,29.0,30.0,30.0
70,31.0,34.0,33.0,33.0,30.0,32.0,31.0,33.0,28.0,26.0,30.0,37.0,32.0,31.0,35.0,31.0
71,36.0,36.0,36.0,36.0,33.0,34.0,33.0,34.0,30.0,27.0,33.0,33.0,34.0,34.0,32.0,34.0
72,34.0,36.0,36.0,36.0,36.0,33.0,34.0,33.0,30.0,29.0,36.0,30.0,34.0,28.0,29.0,34.0
73,35.0,35.0,35.0,35.0,37.0,31.0,35.0,32.0,31.0,30.0,37.0,36.0,33.0,35.0,34.0,33.0
74,40.0,36.0,36.0,36.0,40.0,33.0,40.0,33.0,36.0,33.0,40.0,34.0,34.0,33.0,34.0,34.0
75,35.0,31.0,31.0,31.0,37.0,31.0,35.0,34.0,31.0,30.0,37.0,25.0,29.0,23.0,25.0,29.0
76,36.0,30.0,28.0,28.0,38.0,30.0,36.0,33.0,32.0,31.0,38.0,30.0,26.0,28.0,28.0,26.0
77,41.0,31.0,31.0,31.0,41.0,34.0,41.0,34.0,34.0,34.0,41.0,27.0,29.0,28.0,27.0,29.0
78,34.0,25.0,25.0,25.0,34.0,28.0,33.0,30.0,32.0,29.0,32.0,25.0,25.0,23.0,23.0,23.0
79,31.0,29.0,29.0,29.0,28.0,30.0,28.0,32.0,27.0,27.0,28.0,28.0,27.0,27.0,28.0,27.0
80,37.0,30.0,30.0,30.0,30.0,34.0,33.0,33.0,27.0,26.0,30.0,28.0,28.0,28.0,28.0,28.0
81,34.0,32.0,34.0,31.0,32.0,32.0,34.0,30.0,32.0,30.0,30.0,32.0,32.0,30.0,30.0,30.0
82,32.0,34.0,34.0,34.0,28.0,33.0,30.0,33.0,27.0,26.0,28.0,36.0,33.0,31.0,35.0,32.0
83,37.0,36.0,36.0,36.0,31.0,35.0,34.0,34.0,27.0,27.0,30.0,34.0,34.0,32.0,32.0,34.0
84,35.0,37.0,36.0,36.0,33.0,31.0,35.0,29.0,31.0,30.0,32.0,31.0,35.0,29.0,29.0,34.0
85,36.0,36.0,36.0,36.0,35.0,32.0,35.0,32.0,32.0,31.0,35.0,35.0,34.0,34.0,34.0,34.0
86,41.0,36.0,36.0,36.0,38.0,34.0,41.0,33.0,33.0,33.0,37.0,33.0,34.0,31.0,31.0,34.0
87,36.0,32.0,31.0,31.0,33.0,29.0,36.0,30.0,32.0,30.0,33.0,26.0,30.0,24.0,25.0,29.0
88,37.0,29.0,29.0,29.0,36.0,31.0,36.0,33.0,33.0,32.0,36.0,29.0,27.0,28.0,28.0,27.0
89,42.0,31.0,31.0,31.0,39.0,35.0,42.0,34.0,34.0,34.0,38.0,28.0,29.0,29.0,28.0,29.0
90,37.0,32.0,35.0,31.0,32.0,33.0,30.0,33.0,39.0,37.0,31.0,33.0,39.0,31.0,32.0,37.0
91,33.0,36.0,36.0,36.0,29.0,34.0,30.0,34.0,31.0,31.0,29.0,36.0,34.0,32.0,36.0,34.0
92,39.0,34.0,36.0,33.0,31.0,35.0,30.0,34.0,33.0,31.0,31.0,35.0,35.0,35.0,34.0,34.0
93,37.0,37.0,37.0,35.0,32.0,33.0,33.0,33.0,38.0,36.0,32.0,32.0,39.0,31.0,32.0,37.0
94,37.0,37.0,37.0,37.0,35.0,38.0,37.0,33.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0
95,43.0,37.0,37.0,37.0,37.0,39.0,36.0,33.0,33.0,32.0,37.0,36.0,35.0,35.0,35.0,35.0
96,37.0,32.0,32.0,31.0,33.0,34.0,34.0,34.0,35.0,35.0,32.0,33.0,33.0,32.0,33.0,31.0
97,37.0,34.0,34.0,33.0,36.0,34.0,38.0,33.0,34.0,34.0,36.0,36.0,34.0,32.0,36.0,33.0
98,41.0,34.0,34.0,32.0,38.0,40.0,37.0,34.0,33.0,32.0,37.0,36.0,33.0,32.0,35.0,32.0
99,36.0,37.0,36.0,36.0,31.0,32.0,33.0,32.0,37.0,35.0,31.0,31.0,38.0,30.0,31.0,36.0
100,36.0,41.0,41.0,41.0,34.0,37.0,36.0,32.0,32.0,32.0,34.0,34.0,39.0,34.0,34.0,39.0
101,42.0,38.0,38.0,37.0,36.0,38.0,35.0,33.0,32.0,31.0,36.0,35.0,36.0,34.0,34.0,35.0
102,37.0,37.0,37.0,35.0,32.0,33.0,34.0,33.0,34.0,34.0,31.0,32.0,35.0,31.0,32.0,35.0
103,37.0,38.0,37.0,37.0,35.0,33.0,37.0,32.0,33.0,33.0,35.0,35.0,36.0,35.0,35.0,36.0
104,42.0,38.0,39.0,37.0,37.0,39.0,36.0,34.0,33.0,32.0,37.0,35.0,37.0,35.0,35.0,35.0
105,38.0,32.0,32.0,30.0,32.0,29.0,34.0,31.0,33.0,31.0,32.0,26.0,30.0,25.0,26.0,30.0
106,38.0,33.0,32.0,32.0,34.0,29.0,33.0,30.0,34.0,33.0,34.0,30.0,31.0,28.0,30.0,31.0
107,41.0,33.0,34.0,32.0,37.0,35.0,37.0,35.0,33.0,32.0,37.0,29.0,32.0,27.0,28.0,30.0
108,29.0,24.0,24.0,24.0,33.0,26.0,30.0,28.0,30.0,30.0,33.0,23.0,23.0,22.0,23.0,23.0
