Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,48.0,48.0,46.0,48.0,45.0,48.0,45.0,43.0,47.0,48.0
1,49.0,49.0,46.0,49.0,41.0,49.0,41.0,49.0,48.0,49.0
2,50.0,50.0,51.0,51.0,46.0,49.0,42.0,45.0,49.0,49.0
3,51.0,51.0,47.0,51.0,46.0,49.0,45.0,46.0,50.0,51.0
4,49.0,49.0,47.0,49.0,46.0,50.0,46.0,48.0,48.0,48.0
5,49.0,49.0,52.0,50.0,49.0,51.0,47.0,45.0,48.0,48.0
6,48.0,48.0,47.0,48.0,46.0,50.0,46.0,45.0,47.0,47.0
7,49.0,49.0,48.0,50.0,47.0,51.0,47.0,49.0,48.0,48.0
8,50.0,50.0,49.0,51.0,48.0,52.0,48.0,46.0,49.0,49.0
9,49.0,49.0,52.0,52.0,46.0,50.0,51.0,45.0,48.0,48.0
10,50.0,50.0,49.0,50.0,47.0,51.0,47.0,51.0,49.0,49.0
11,50.0,50.0,52.0,50.0,49.0,48.0,48.0,46.0,49.0,49.0
12,48.0,48.0,52.0,52.0,45.0,49.0,50.0,44.0,47.0,51.0
13,50.0,50.0,49.0,50.0,47.0,50.0,47.0,50.0,49.0,49.0
14,50.0,50.0,52.0,50.0,49.0,48.0,47.0,48.0,49.0,49.0
15,49.0,49.0,46.0,49.0,45.0,49.0,45.0,45.0,48.0,48.0
16,50.0,50.0,43.0,50.0,42.0,50.0,42.0,50.0,49.0,49.0
17,50.0,50.0,45.0,50.0,44.0,49.0,42.0,49.0,49.0,49.0
18,52.0,52.0,46.0,52.0,47.0,51.0,47.0,46.0,51.0,51.0
19,53.0,53.0,47.0,53.0,47.0,53.0,47.0,51.0,52.0,52.0
20,53.0,53.0,51.0,53.0,52.0,50.0,52.0,49.0,52.0,52.0
21,53.0,53.0,47.0,53.0,48.0,52.0,48.0,47.0,52.0,52.0
22,54.0,54.0,48.0,54.0,48.0,54.0,48.0,52.0,53.0,53.0
23,54.0,54.0,52.0,54.0,53.0,51.0,53.0,50.0,53.0,53.0
24,52.0,52.0,52.0,52.0,50.0,49.0,51.0,47.0,51.0,51.0
25,51.0,51.0,53.0,53.0,53.0,50.0,53.0,50.0,50.0,50.0
26,49.0,49.0,53.0,53.0,50.0,50.0,53.0,46.0,48.0,48.0
27,52.0,52.0,52.0,52.0,49.0,48.0,50.0,46.0,51.0,51.0
28,50.0,50.0,53.0,53.0,53.0,52.0,53.0,50.0,49.0,52.0
29,49.0,49.0,53.0,53.0,50.0,49.0,52.0,47.0,48.0,52.0
30,52.0,52.0,46.0,52.0,45.0,48.0,45.0,46.0,51.0,51.0
31,49.0,49.0,47.0,49.0,46.0,53.0,46.0,49.0,48.0,48.0
