Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,54.0,54.0,55.0,53.0,53.0,49.0
1,54.0,54.0,54.0,53.0,53.0,50.0
2,51.0,51.0,52.0,50.0,50.0,48.0
3,53.0,53.0,54.0,53.0,53.0,53.0
4,54.0,54.0,54.0,54.0,54.0,52.0
5,55.0,55.0,56.0,54.0,54.0,52.0
6,54.0,54.0,55.0,53.0,53.0,54.0
7,55.0,55.0,54.0,54.0,54.0,52.0
8,55.0,55.0,56.0,54.0,54.0,52.0
9,53.0,53.0,53.0,52.0,52.0,52.0
10,55.0,55.0,55.0,54.0,54.0,53.0
11,51.0,51.0,52.0,50.0,50.0,53.0
12,53.0,53.0,52.0,53.0,53.0,53.0
13,55.0,55.0,54.0,54.0,54.0,55.0
14,54.0,54.0,53.0,54.0,54.0,52.0
15,54.0,54.0,52.0,54.0,54.0,54.0
16,55.0,55.0,54.0,55.0,55.0,56.0
17,55.0,55.0,54.0,55.0,55.0,51.0
18,54.0,54.0,54.0,54.0,54.0,53.0
19,54.0,54.0,53.0,53.0,53.0,51.0
20,56.0,56.0,57.0,56.0,56.0,54.0
21,55.0,55.0,55.0,55.0,55.0,54.0
22,55.0,55.0,54.0,54.0,54.0,52.0
23,57.0,57.0,56.0,57.0,57.0,55.0
24,56.0,56.0,54.0,56.0,56.0,53.0
25,54.0,54.0,54.0,53.0,53.0,52.0
26,54.0,54.0,54.0,53.0,53.0,56.0
27,55.0,55.0,53.0,55.0,55.0,53.0
28,54.0,54.0,53.0,53.0,53.0,54.0
29,57.0,57.0,55.0,57.0,57.0,55.0
30,55.0,55.0,52.0,55.0,55.0,54.0
31,54.0,54.0,53.0,54.0,54.0,55.0
32,58.0,58.0,54.0,58.0,58.0,55.0
33,53.0,53.0,51.0,53.0,53.0,50.0
34,51.0,51.0,51.0,50.0,50.0,48.0
35,54.0,54.0,54.0,53.0,53.0,50.0
36,57.0,57.0,53.0,57.0,57.0,52.0
37,55.0,55.0,55.0,54.0,54.0,53.0
38,55.0,55.0,55.0,54.0,54.0,57.0
39,56.0,56.0,53.0,56.0,56.0,54.0
40,55.0,55.0,54.0,54.0,54.0,52.0
41,58.0,58.0,55.0,58.0,58.0,56.0
42,54.0,54.0,53.0,54.0,54.0,50.0
43,55.0,55.0,51.0,55.0,55.0,51.0
44,59.0,59.0,55.0,59.0,59.0,56.0
45,53.0,53.0,53.0,52.0,52.0,55.0
46,53.0,52.0,50.0,52.0,51.0,52.0
47,50.0,50.0,50.0,50.0,50.0,52.0
48,56.0,56.0,54.0,56.0,56.0,54.0
49,56.0,54.0,52.0,56.0,53.0,53.0
50,54.0,54.0,52.0,53.0,53.0,53.0
51,57.0,57.0,53.0,57.0,57.0,51.0
52,57.0,54.0,50.0,57.0,54.0,52.0
53,54.0,54.0,50.0,54.0,54.0,52.0
54,55.0,55.0,53.0,55.0,55.0,53.0
55,55.0,54.0,52.0,55.0,52.0,54.0
56,54.0,54.0,52.0,52.0,52.0,54.0
57,56.0,56.0,52.0,56.0,56.0,54.0
58,56.0,54.0,53.0,56.0,53.0,55.0
59,54.0,54.0,53.0,53.0,53.0,55.0
60,53.0,53.0,53.0,53.0,53.0,49.0
61,54.0,54.0,54.0,54.0,54.0,51.0
62,54.0,54.0,54.0,54.0,54.0,55.0
63,53.0,53.0,53.0,53.0,53.0,52.0
64,53.0,53.0,53.0,53.0,53.0,51.0
65,55.0,55.0,56.0,55.0,55.0,53.0
66,54.0,54.0,54.0,54.0,54.0,53.0
67,54.0,54.0,54.0,54.0,54.0,52.0
68,56.0,56.0,56.0,56.0,56.0,54.0
69,55.0,55.0,54.0,55.0,55.0,52.0
70,54.0,54.0,55.0,53.0,53.0,52.0
71,54.0,54.0,55.0,53.0,53.0,55.0
72,54.0,54.0,53.0,54.0,54.0,52.0
73,53.0,53.0,54.0,53.0,53.0,53.0
74,56.0,56.0,54.0,56.0,56.0,54.0
75,54.0,54.0,51.0,54.0,54.0,53.0
76,54.0,54.0,52.0,54.0,54.0,54.0
77,57.0,57.0,53.0,57.0,57.0,55.0
78,53.0,53.0,50.0,53.0,53.0,50.0
79,51.0,51.0,51.0,50.0,50.0,48.0
80,55.0,55.0,56.0,54.0,54.0,50.0
81,56.0,56.0,55.0,56.0,56.0,52.0
82,55.0,55.0,56.0,54.0,54.0,53.0
83,55.0,55.0,56.0,54.0,54.0,56.0
