Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,50.0,45.0,45.0,47.0,45.0,47.0,45.0,48.0,50.0,45.0,48.0,50.0,48.0
1,51.0,46.0,45.0,47.0,46.0,46.0,46.0,47.0,51.0,46.0,46.0,50.0,47.0
2,51.0,46.0,46.0,50.0,46.0,50.0,46.0,50.0,51.0,46.0,50.0,51.0,50.0
3,50.0,45.0,45.0,48.0,46.0,48.0,45.0,48.0,50.0,45.0,48.0,50.0,48.0
4,51.0,46.0,46.0,49.0,47.0,49.0,46.0,49.0,51.0,46.0,49.0,50.0,49.0
5,51.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,51.0,50.0,50.0,51.0,50.0
6,50.0,45.0,45.0,47.0,46.0,48.0,45.0,48.0,50.0,45.0,48.0,50.0,48.0
7,51.0,46.0,46.0,50.0,47.0,50.0,46.0,50.0,51.0,46.0,50.0,50.0,50.0
8,51.0,50.0,50.0,51.0,51.0,51.0,50.0,50.0,52.0,50.0,50.0,51.0,50.0
9,54.0,54.0,54.0,53.0,55.0,53.0,53.0,54.0,53.0,53.0,54.0,54.0,54.0
10,50.0,51.0,50.0,52.0,51.0,51.0,51.0,50.0,52.0,51.0,50.0,50.0,50.0
11,51.0,51.0,51.0,55.0,51.0,55.0,52.0,52.0,51.0,52.0,52.0,50.0,52.0
12,53.0,53.0,53.0,52.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0
13,49.0,50.0,49.0,51.0,50.0,50.0,50.0,49.0,51.0,50.0,49.0,49.0,49.0
14,50.0,50.0,50.0,54.0,50.0,54.0,51.0,51.0,50.0,51.0,51.0,49.0,51.0
15,49.0,45.0,44.0,48.0,46.0,48.0,45.0,47.0,50.0,45.0,47.0,49.0,47.0
16,46.0,46.0,45.0,47.0,46.0,46.0,46.0,47.0,47.0,46.0,45.0,47.0,47.0
17,46.0,46.0,46.0,50.0,47.0,50.0,47.0,49.0,47.0,47.0,49.0,47.0,49.0
18,50.0,44.0,45.0,48.0,46.0,48.0,45.0,48.0,50.0,45.0,48.0,50.0,48.0
19,50.0,45.0,46.0,49.0,47.0,49.0,46.0,49.0,50.0,46.0,49.0,50.0,49.0
20,51.0,49.0,50.0,50.0,51.0,50.0,50.0,50.0,51.0,50.0,50.0,51.0,50.0
21,50.0,45.0,45.0,49.0,46.0,49.0,45.0,48.0,51.0,45.0,48.0,50.0,48.0
22,50.0,46.0,46.0,50.0,47.0,50.0,46.0,50.0,51.0,46.0,50.0,50.0,50.0
23,51.0,50.0,50.0,51.0,51.0,51.0,50.0,50.0,52.0,50.0,50.0,51.0,50.0
24,54.0,55.0,54.0,54.0,55.0,54.0,54.0,53.0,54.0,54.0,54.0,53.0,54.0
25,55.0,56.0,55.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
26,56.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,55.0,56.0,56.0,55.0,55.0
