Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,40.0,43.0,37.0,37.0,37.0,37.0,35.0,35.0,35.0
1,41.0,42.0,43.0,43.0,43.0,43.0,36.0,35.0,35.0
2,42.0,37.0,43.0,43.0,43.0,43.0,35.0,35.0,35.0
3,42.0,42.0,37.0,37.0,38.0,37.0,35.0,35.0,35.0
4,41.0,43.0,44.0,44.0,44.0,44.0,36.0,36.0,36.0
5,43.0,43.0,43.0,43.0,43.0,43.0,36.0,40.0,40.0
6,41.0,42.0,38.0,38.0,38.0,38.0,36.0,35.0,35.0
7,42.0,44.0,44.0,42.0,42.0,42.0,37.0,36.0,37.0
8,42.0,44.0,44.0,44.0,44.0,44.0,37.0,41.0,41.0
9,42.0,42.0,38.0,38.0,38.0,38.0,42.0,42.0,42.0
10,41.0,41.0,40.0,40.0,40.0,40.0,43.0,43.0,43.0
11,42.0,37.0,42.0,42.0,42.0,42.0,40.0,42.0,42.0
12,41.0,41.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
13,42.0,40.0,44.0,44.0,44.0,44.0,42.0,42.0,42.0
14,42.0,40.0,43.0,43.0,43.0,43.0,39.0,41.0,41.0
15,40.0,42.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0
16,42.0,36.0,43.0,42.0,42.0,42.0,38.0,38.0,38.0
17,41.0,41.0,42.0,42.0,42.0,42.0,36.0,37.0,37.0
18,42.0,41.0,36.0,36.0,37.0,36.0,34.0,35.0,35.0
19,42.0,42.0,43.0,43.0,43.0,43.0,39.0,39.0,39.0
20,43.0,42.0,42.0,42.0,42.0,42.0,35.0,40.0,40.0
21,41.0,41.0,37.0,37.0,37.0,37.0,35.0,35.0,35.0
22,42.0,43.0,43.0,41.0,41.0,41.0,40.0,40.0,40.0
23,43.0,43.0,43.0,43.0,43.0,43.0,36.0,41.0,41.0
24,42.0,41.0,37.0,37.0,37.0,37.0,41.0,42.0,42.0
25,43.0,42.0,40.0,40.0,40.0,40.0,43.0,43.0,43.0
26,43.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0
27,41.0,40.0,41.0,41.0,41.0,41.0,40.0,41.0,41.0
28,42.0,41.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0
29,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
30,40.0,41.0,37.0,37.0,37.0,37.0,36.0,37.0,37.0
31,41.0,42.0,42.0,41.0,41.0,41.0,38.0,38.0,38.0
32,42.0,43.0,41.0,41.0,41.0,41.0,38.0,38.0,38.0
33,40.0,41.0,37.0,37.0,37.0,37.0,35.0,35.0,34.0
34,42.0,43.0,42.0,42.0,42.0,42.0,37.0,36.0,37.0
35,42.0,43.0,39.0,39.0,39.0,39.0,37.0,36.0,37.0
36,42.0,42.0,37.0,37.0,37.0,37.0,42.0,43.0,43.0
37,44.0,43.0,41.0,41.0,41.0,41.0,44.0,44.0,44.0
38,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0
39,41.0,41.0,40.0,40.0,40.0,40.0,41.0,42.0,42.0
40,43.0,42.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0
41,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
42,40.0,42.0,36.0,36.0,36.0,36.0,37.0,38.0,38.0
43,42.0,43.0,42.0,42.0,42.0,42.0,39.0,39.0,39.0
44,42.0,44.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
45,43.0,48.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0
46,44.0,42.0,44.0,44.0,44.0,44.0,42.0,42.0,42.0
47,44.0,42.0,44.0,44.0,45.0,44.0,40.0,42.0,42.0
48,42.0,47.0,41.0,41.0,42.0,41.0,42.0,42.0,42.0
49,43.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
50,43.0,41.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0
51,42.0,41.0,37.0,37.0,38.0,37.0,42.0,42.0,42.0
52,44.0,40.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0
53,41.0,40.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0
54,41.0,46.0,40.0,40.0,41.0,40.0,41.0,41.0,41.0
55,42.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
56,42.0,40.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0
57,41.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
58,43.0,39.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
59,40.0,39.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0
