Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,35.0,34.0,40.0,36.0,36.0,35.0,35.0,35.0,34.0,35.0
1,37.0,36.0,39.0,36.0,35.0,39.0,39.0,39.0,32.0,36.0
2,37.0,36.0,39.0,36.0,36.0,37.0,37.0,37.0,33.0,36.0
3,37.0,38.0,39.0,37.0,37.0,35.0,35.0,35.0,34.0,38.0
4,39.0,39.0,39.0,36.0,35.0,39.0,39.0,39.0,32.0,37.0
5,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,34.0,39.0
6,35.0,35.0,39.0,37.0,37.0,35.0,35.0,35.0,33.0,35.0
7,37.0,37.0,39.0,35.0,34.0,39.0,39.0,39.0,32.0,37.0
8,37.0,39.0,36.0,39.0,39.0,41.0,41.0,41.0,34.0,39.0
9,34.0,34.0,38.0,38.0,38.0,34.0,34.0,34.0,33.0,38.0
10,36.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,34.0,39.0
11,36.0,36.0,39.0,38.0,38.0,36.0,36.0,36.0,33.0,36.0
12,35.0,34.0,38.0,37.0,37.0,34.0,34.0,34.0,33.0,37.0
13,39.0,38.0,39.0,38.0,38.0,38.0,38.0,38.0,34.0,38.0
14,39.0,35.0,40.0,38.0,38.0,37.0,37.0,37.0,35.0,36.0
15,36.0,35.0,38.0,37.0,37.0,34.0,34.0,34.0,34.0,35.0
16,40.0,37.0,39.0,38.0,38.0,39.0,39.0,39.0,35.0,37.0
17,40.0,36.0,39.0,39.0,39.0,38.0,38.0,38.0,35.0,36.0
18,37.0,37.0,38.0,37.0,37.0,34.0,34.0,34.0,35.0,37.0
19,38.0,39.0,40.0,35.0,35.0,39.0,39.0,39.0,33.0,39.0
20,39.0,40.0,39.0,39.0,39.0,40.0,40.0,40.0,37.0,40.0
21,37.0,37.0,39.0,37.0,37.0,35.0,35.0,35.0,35.0,37.0
22,39.0,39.0,40.0,35.0,34.0,40.0,40.0,40.0,33.0,39.0
23,39.0,40.0,40.0,39.0,39.0,41.0,41.0,41.0,37.0,40.0
24,38.0,38.0,38.0,38.0,38.0,34.0,34.0,34.0,35.0,38.0
25,38.0,40.0,40.0,39.0,39.0,38.0,38.0,38.0,36.0,40.0
26,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,35.0,39.0
27,37.0,37.0,38.0,38.0,38.0,33.0,33.0,33.0,35.0,37.0
28,38.0,39.0,40.0,38.0,38.0,37.0,37.0,37.0,35.0,39.0
29,40.0,39.0,39.0,40.0,40.0,38.0,38.0,38.0,39.0,39.0
30,37.0,38.0,38.0,37.0,37.0,34.0,34.0,34.0,36.0,38.0
31,39.0,39.0,40.0,38.0,38.0,38.0,38.0,38.0,36.0,39.0
32,41.0,40.0,39.0,39.0,39.0,37.0,37.0,37.0,40.0,40.0
33,35.0,34.0,39.0,36.0,36.0,35.0,35.0,35.0,33.0,34.0
34,36.0,36.0,39.0,34.0,33.0,39.0,39.0,39.0,32.0,36.0
35,35.0,39.0,36.0,38.0,38.0,37.0,37.0,37.0,34.0,39.0
36,34.0,34.0,38.0,37.0,37.0,35.0,35.0,35.0,32.0,38.0
37,35.0,39.0,39.0,38.0,38.0,39.0,39.0,39.0,34.0,39.0
38,36.0,39.0,35.0,39.0,39.0,40.0,40.0,40.0,35.0,39.0
39,35.0,33.0,38.0,38.0,38.0,34.0,34.0,34.0,33.0,37.0
40,39.0,38.0,39.0,37.0,37.0,38.0,38.0,38.0,34.0,38.0
41,39.0,39.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0
42,36.0,34.0,38.0,37.0,37.0,35.0,35.0,35.0,34.0,34.0
43,40.0,36.0,39.0,38.0,38.0,39.0,39.0,39.0,35.0,36.0
44,40.0,40.0,40.0,39.0,39.0,38.0,38.0,38.0,40.0,40.0
45,33.0,33.0,38.0,36.0,36.0,33.0,33.0,33.0,32.0,38.0
46,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,34.0,39.0
47,35.0,35.0,39.0,38.0,38.0,35.0,35.0,35.0,31.0,36.0
48,34.0,33.0,38.0,39.0,39.0,33.0,33.0,33.0,35.0,38.0
49,38.0,39.0,40.0,40.0,40.0,39.0,39.0,39.0,38.0,40.0
50,38.0,35.0,40.0,39.0,39.0,38.0,38.0,38.0,35.0,39.0
51,35.0,34.0,39.0,38.0,38.0,33.0,33.0,33.0,36.0,39.0
52,38.0,40.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0,40.0
53,39.0,35.0,39.0,39.0,39.0,38.0,38.0,38.0,35.0,39.0
54,33.0,32.0,37.0,38.0,38.0,32.0,32.0,32.0,34.0,37.0
55,37.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,39.0
56,37.0,34.0,39.0,38.0,38.0,37.0,37.0,37.0,34.0,39.0
57,34.0,33.0,38.0,37.0,37.0,32.0,32.0,32.0,35.0,38.0
58,37.0,39.0,39.0,38.0,38.0,39.0,39.0,39.0,38.0,39.0
59,38.0,35.0,39.0,38.0,38.0,37.0,37.0,37.0,34.0,39.0
60,34.0,34.0,38.0,37.0,36.0,33.0,33.0,33.0,33.0,34.0
61,38.0,35.0,39.0,38.0,37.0,39.0,39.0,39.0,34.0,35.0
62,39.0,36.0,39.0,39.0,38.0,38.0,38.0,38.0,35.0,36.0
63,36.0,36.0,37.0,36.0,36.0,33.0,33.0,33.0,35.0,36.0
64,37.0,38.0,39.0,34.0,34.0,38.0,38.0,38.0,33.0,38.0
65,38.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,37.0,39.0
66,37.0,36.0,38.0,36.0,36.0,34.0,34.0,34.0,35.0,36.0
67,38.0,38.0,39.0,34.0,34.0,39.0,39.0,39.0,33.0,38.0
68,39.0,39.0,39.0,38.0,38.0,40.0,40.0,40.0,37.0,39.0
69,37.0,37.0,37.0,37.0,37.0,33.0,33.0,33.0,35.0,37.0
70,37.0,39.0,39.0,38.0,38.0,37.0,37.0,37.0,36.0,39.0
71,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,35.0,38.0
72,36.0,36.0,37.0,37.0,37.0,32.0,32.0,32.0,35.0,36.0
73,38.0,38.0,39.0,37.0,37.0,36.0,36.0,36.0,35.0,38.0
74,39.0,38.0,38.0,39.0,39.0,37.0,37.0,37.0,39.0,38.0
75,37.0,37.0,37.0,36.0,36.0,33.0,33.0,33.0,36.0,37.0
76,39.0,38.0,39.0,37.0,37.0,37.0,37.0,37.0,36.0,38.0
77,40.0,39.0,39.0,38.0,38.0,36.0,36.0,36.0,40.0,39.0
78,34.0,33.0,38.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0
79,35.0,35.0,39.0,33.0,33.0,39.0,39.0,39.0,32.0,35.0
80,35.0,38.0,35.0,37.0,37.0,36.0,36.0,36.0,34.0,38.0
81,38.0,33.0,37.0,36.0,36.0,34.0,34.0,34.0,32.0,37.0
82,35.0,38.0,38.0,37.0,37.0,38.0,38.0,38.0,33.0,38.0
83,38.0,38.0,35.0,38.0,38.0,39.0,39.0,39.0,35.0,38.0
84,37.0,32.0,37.0,37.0,37.0,33.0,33.0,33.0,33.0,36.0
85,38.0,37.0,39.0,36.0,36.0,37.0,37.0,37.0,34.0,37.0
86,40.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,39.0,38.0
87,36.0,33.0,37.0,36.0,36.0,34.0,34.0,34.0,34.0,33.0
88,39.0,35.0,39.0,37.0,37.0,38.0,38.0,38.0,35.0,35.0
89,41.0,39.0,39.0,38.0,38.0,37.0,37.0,37.0,40.0,39.0
90,36.0,32.0,37.0,35.0,35.0,32.0,32.0,32.0,31.0,37.0
91,35.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,34.0,38.0
92,37.0,34.0,38.0,37.0,37.0,38.0,38.0,38.0,32.0,35.0
93,37.0,32.0,37.0,38.0,38.0,32.0,32.0,32.0,35.0,37.0
94,39.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,39.0
95,39.0,34.0,39.0,38.0,38.0,38.0,38.0,38.0,36.0,38.0
96,38.0,33.0,38.0,37.0,37.0,32.0,32.0,32.0,36.0,38.0
97,40.0,39.0,39.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0
98,40.0,34.0,38.0,38.0,38.0,37.0,37.0,37.0,36.0,38.0
99,36.0,31.0,36.0,37.0,37.0,31.0,31.0,31.0,34.0,36.0
100,38.0,37.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,38.0
101,38.0,33.0,38.0,37.0,37.0,37.0,37.0,37.0,35.0,38.0
102,37.0,32.0,37.0,36.0,36.0,31.0,31.0,31.0,35.0,37.0
