Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,52,32,10,10,1,-1,1
0,1,51,30,10,11,2,-2,1
0,2,50,29,9,12,2,-3,1
0,3,51,30,9,11,2,-3,1
0,4,52,30,11,10,2,-2,1
0,5,48,29,8,12,3,-5,1
0,6,51,29,10,11,2,-3,1
0,7,51,30,10,12,2,-3,1
