Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,47.0,47.0,44.0,45.0,44.0,44.0,45.0,45.0,45.0,44.0
1,48.0,48.0,42.0,40.0,37.0,37.0,40.0,45.0,45.0,42.0
2,49.0,49.0,42.0,42.0,38.0,38.0,42.0,46.0,46.0,42.0
3,50.0,50.0,44.0,47.0,44.0,44.0,47.0,47.0,47.0,44.0
4,52.0,52.0,45.0,48.0,45.0,45.0,48.0,48.0,48.0,45.0
5,50.0,50.0,45.0,49.0,45.0,45.0,49.0,49.0,49.0,45.0
6,50.0,50.0,44.0,47.0,44.0,44.0,47.0,45.0,45.0,44.0
7,52.0,52.0,45.0,48.0,45.0,45.0,48.0,48.0,48.0,45.0
8,50.0,50.0,45.0,49.0,45.0,45.0,49.0,49.0,49.0,45.0
9,49.0,49.0,48.0,44.0,48.0,48.0,44.0,44.0,44.0,48.0
10,45.0,45.0,45.0,38.0,41.0,41.0,38.0,44.0,44.0,45.0
11,49.0,49.0,42.0,41.0,42.0,42.0,41.0,41.0,42.0,42.0
12,50.0,50.0,47.0,43.0,47.0,47.0,43.0,43.0,44.0,47.0
13,44.0,44.0,44.0,37.0,40.0,40.0,37.0,43.0,43.0,44.0
14,48.0,48.0,44.0,40.0,41.0,41.0,40.0,43.0,44.0,44.0
15,51.0,51.0,43.0,44.0,43.0,43.0,44.0,44.0,44.0,43.0
16,45.0,45.0,42.0,38.0,36.0,36.0,38.0,43.0,44.0,42.0
17,48.0,48.0,45.0,41.0,39.0,39.0,41.0,44.0,45.0,45.0
18,50.0,50.0,46.0,50.0,46.0,46.0,50.0,50.0,50.0,46.0
19,52.0,52.0,48.0,52.0,48.0,48.0,52.0,52.0,52.0,48.0
20,50.0,50.0,45.0,50.0,45.0,45.0,50.0,50.0,50.0,45.0
21,50.0,50.0,47.0,50.0,47.0,47.0,50.0,50.0,50.0,47.0
22,52.0,52.0,49.0,52.0,49.0,49.0,52.0,52.0,52.0,49.0
23,50.0,50.0,45.0,50.0,45.0,45.0,50.0,50.0,50.0,45.0
24,49.0,49.0,48.0,49.0,48.0,48.0,49.0,49.0,49.0,48.0
25,49.0,49.0,49.0,45.0,49.0,49.0,45.0,45.0,45.0,49.0
26,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
27,51.0,51.0,51.0,50.0,51.0,51.0,50.0,50.0,50.0,51.0
28,48.0,48.0,48.0,44.0,48.0,48.0,44.0,44.0,44.0,48.0
29,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
30,51.0,51.0,48.0,51.0,48.0,48.0,51.0,51.0,51.0,48.0
31,47.0,47.0,44.0,45.0,44.0,44.0,45.0,45.0,45.0,44.0
32,52.0,52.0,46.0,48.0,46.0,46.0,48.0,48.0,48.0,46.0
33,46.0,46.0,47.0,50.0,47.0,47.0,50.0,46.0,46.0,47.0
34,47.0,47.0,49.0,52.0,49.0,49.0,52.0,48.0,48.0,49.0
35,49.0,49.0,45.0,50.0,45.0,45.0,50.0,48.0,48.0,45.0
36,48.0,48.0,48.0,49.0,48.0,48.0,49.0,45.0,45.0,48.0
37,49.0,49.0,49.0,45.0,49.0,49.0,45.0,45.0,45.0,49.0
38,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
39,51.0,51.0,51.0,50.0,51.0,51.0,50.0,46.0,46.0,51.0
40,48.0,48.0,48.0,44.0,48.0,48.0,44.0,44.0,44.0,48.0
41,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
42,48.0,48.0,48.0,51.0,48.0,48.0,51.0,47.0,47.0,48.0
43,47.0,47.0,44.0,45.0,44.0,44.0,45.0,45.0,45.0,44.0
44,52.0,52.0,46.0,48.0,46.0,46.0,48.0,48.0,48.0,46.0
45,47.0,47.0,47.0,45.0,47.0,47.0,45.0,45.0,43.0,47.0
46,43.0,43.0,44.0,37.0,39.0,39.0,37.0,40.0,40.0,44.0
47,47.0,47.0,42.0,40.0,41.0,41.0,40.0,40.0,41.0,42.0
48,47.0,47.0,47.0,44.0,47.0,47.0,44.0,44.0,43.0,47.0
49,43.0,43.0,46.0,38.0,39.0,39.0,38.0,39.0,40.0,46.0
50,47.0,47.0,45.0,39.0,41.0,41.0,39.0,43.0,43.0,45.0
51,48.0,48.0,48.0,44.0,48.0,48.0,44.0,44.0,43.0,48.0
52,43.0,44.0,45.0,39.0,40.0,40.0,39.0,40.0,41.0,45.0
53,48.0,48.0,45.0,40.0,42.0,42.0,40.0,44.0,44.0,45.0
54,51.0,51.0,51.0,46.0,51.0,51.0,46.0,46.0,46.0,51.0
55,46.0,46.0,48.0,38.0,43.0,43.0,38.0,43.0,44.0,48.0
56,51.0,51.0,45.0,43.0,45.0,45.0,43.0,44.0,45.0,45.0
57,52.0,52.0,52.0,47.0,52.0,52.0,47.0,47.0,47.0,52.0
58,47.0,47.0,49.0,39.0,44.0,44.0,39.0,44.0,45.0,49.0
59,52.0,52.0,46.0,44.0,46.0,46.0,44.0,45.0,46.0,46.0
60,49.0,49.0,47.0,48.0,47.0,47.0,48.0,48.0,48.0,47.0
61,48.0,48.0,44.0,40.0,39.0,39.0,40.0,44.0,45.0,44.0
62,49.0,49.0,43.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0
63,50.0,50.0,46.0,50.0,46.0,46.0,50.0,50.0,50.0,46.0
64,52.0,52.0,48.0,52.0,48.0,48.0,52.0,52.0,52.0,48.0
65,49.0,49.0,45.0,49.0,45.0,45.0,49.0,49.0,49.0,45.0
66,50.0,50.0,47.0,50.0,47.0,47.0,50.0,50.0,50.0,47.0
67,52.0,52.0,49.0,52.0,49.0,49.0,52.0,52.0,52.0,49.0
68,49.0,49.0,45.0,49.0,45.0,45.0,49.0,49.0,49.0,45.0
69,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
