Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,32.0,32.0,33.0,30.0,27.0,31.0
1,32.0,32.0,29.0,32.0,27.0,31.0
2,31.0,31.0,31.0,31.0,29.0,31.0
3,31.0,31.0,32.0,30.0,27.0,30.0
4,31.0,31.0,32.0,31.0,27.0,30.0
5,31.0,30.0,32.0,31.0,29.0,32.0
6,32.0,32.0,33.0,31.0,27.0,31.0
7,32.0,32.0,33.0,32.0,27.0,31.0
8,32.0,31.0,33.0,32.0,29.0,33.0
9,31.0,31.0,32.0,30.0,28.0,29.0
10,32.0,32.0,32.0,31.0,29.0,31.0
11,32.0,31.0,31.0,31.0,29.0,31.0
12,31.0,31.0,31.0,29.0,27.0,30.0
13,31.0,31.0,31.0,31.0,28.0,31.0
14,33.0,33.0,31.0,31.0,28.0,32.0
15,31.0,30.0,32.0,30.0,26.0,31.0
16,32.0,32.0,32.0,32.0,26.0,32.0
17,32.0,32.0,32.0,32.0,28.0,33.0
18,30.0,30.0,31.0,29.0,27.0,29.0
19,30.0,30.0,31.0,30.0,27.0,29.0
20,30.0,29.0,31.0,30.0,29.0,31.0
21,31.0,31.0,32.0,30.0,27.0,30.0
22,31.0,31.0,32.0,31.0,27.0,30.0
23,31.0,30.0,32.0,31.0,29.0,32.0
24,30.0,30.0,31.0,29.0,28.0,29.0
25,32.0,31.0,32.0,30.0,29.0,30.0
26,32.0,31.0,32.0,30.0,29.0,31.0
27,30.0,30.0,30.0,28.0,27.0,29.0
28,31.0,30.0,31.0,30.0,28.0,30.0
29,32.0,32.0,31.0,30.0,28.0,31.0
30,30.0,29.0,31.0,29.0,26.0,30.0
31,32.0,31.0,31.0,31.0,26.0,31.0
32,32.0,31.0,31.0,31.0,28.0,32.0
33,31.0,31.0,32.0,31.0,27.0,29.0
34,32.0,31.0,32.0,32.0,27.0,31.0
35,32.0,31.0,32.0,32.0,29.0,31.0
36,31.0,31.0,32.0,30.0,28.0,30.0
37,33.0,32.0,33.0,31.0,29.0,31.0
38,33.0,32.0,33.0,31.0,29.0,32.0
39,31.0,31.0,31.0,29.0,27.0,29.0
40,32.0,31.0,32.0,31.0,28.0,31.0
41,33.0,33.0,32.0,31.0,28.0,31.0
42,31.0,30.0,32.0,30.0,26.0,30.0
43,33.0,32.0,32.0,32.0,26.0,32.0
44,33.0,32.0,32.0,32.0,28.0,32.0
45,30.0,32.0,33.0,31.0,28.0,31.0
46,33.0,33.0,32.0,35.0,29.0,33.0
47,32.0,33.0,33.0,33.0,29.0,32.0
48,31.0,32.0,32.0,32.0,28.0,31.0
49,33.0,33.0,33.0,34.0,29.0,32.0
50,33.0,34.0,34.0,34.0,30.0,33.0
51,31.0,32.0,33.0,33.0,27.0,32.0
52,33.0,33.0,33.0,33.0,28.0,32.0
53,33.0,33.0,33.0,35.0,29.0,34.0
