Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,51.0,51.0,51.0,54.0,51.0,51.0,51.0,52.0,52.0,52.0
1,43.0,43.0,43.0,47.0,45.0,43.0,44.0,44.0,44.0,44.0
2,43.0,43.0,46.0,51.0,45.0,43.0,44.0,44.0,44.0,46.0
3,51.0,51.0,51.0,55.0,52.0,51.0,51.0,52.0,52.0,53.0
4,43.0,43.0,43.0,48.0,45.0,44.0,45.0,44.0,44.0,45.0
5,44.0,43.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,45.0
6,51.0,51.0,52.0,56.0,53.0,51.0,51.0,52.0,52.0,54.0
7,43.0,43.0,43.0,48.0,46.0,45.0,45.0,44.0,44.0,46.0
8,45.0,44.0,46.0,51.0,46.0,46.0,45.0,46.0,46.0,46.0
9,57.0,57.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,57.0
10,51.0,51.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,52.0
11,51.0,51.0,54.0,54.0,55.0,51.0,51.0,52.0,52.0,54.0
12,58.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0
13,52.0,52.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0
14,52.0,52.0,55.0,55.0,56.0,52.0,52.0,53.0,53.0,55.0
15,59.0,59.0,59.0,59.0,60.0,59.0,59.0,59.0,59.0,59.0
16,53.0,53.0,53.0,56.0,53.0,53.0,53.0,54.0,54.0,54.0
17,53.0,53.0,56.0,56.0,57.0,53.0,53.0,54.0,54.0,56.0
18,51.0,51.0,51.0,56.0,51.0,51.0,51.0,52.0,52.0,52.0
19,43.0,43.0,43.0,47.0,44.0,43.0,44.0,44.0,44.0,45.0
20,43.0,43.0,48.0,53.0,44.0,44.0,44.0,44.0,44.0,48.0
21,52.0,52.0,52.0,57.0,52.0,52.0,52.0,53.0,53.0,53.0
22,44.0,44.0,44.0,48.0,45.0,44.0,45.0,45.0,45.0,46.0
23,44.0,44.0,49.0,54.0,45.0,45.0,45.0,45.0,45.0,49.0
24,59.0,59.0,59.0,59.0,60.0,59.0,59.0,59.0,59.0,59.0
25,52.0,51.0,51.0,51.0,52.0,51.0,51.0,53.0,53.0,52.0
26,52.0,52.0,53.0,53.0,57.0,52.0,52.0,54.0,54.0,53.0
27,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0
28,52.0,52.0,52.0,55.0,53.0,52.0,52.0,53.0,53.0,53.0
29,52.0,52.0,54.0,55.0,58.0,53.0,53.0,54.0,54.0,54.0
30,61.0,61.0,61.0,61.0,59.0,61.0,61.0,60.0,60.0,60.0
31,53.0,53.0,52.0,56.0,52.0,52.0,52.0,53.0,53.0,53.0
32,53.0,53.0,55.0,56.0,56.0,52.0,52.0,54.0,53.0,55.0
33,51.0,51.0,53.0,57.0,53.0,51.0,51.0,52.0,52.0,53.0
34,43.0,43.0,45.0,49.0,45.0,42.0,43.0,44.0,44.0,43.0
35,44.0,43.0,45.0,50.0,46.0,44.0,44.0,45.0,45.0,45.0
36,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,60.0,60.0
37,53.0,52.0,51.0,51.0,53.0,51.0,51.0,54.0,54.0,52.0
