Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,59.0,58.0,59.0,58.0,58.0,55.0,55.0,55.0,55.0,58.0,58.0
1,65.0,64.0,64.0,64.0,63.0,58.0,58.0,58.0,58.0,64.0,59.0
2,64.0,63.0,64.0,60.0,60.0,57.0,57.0,57.0,57.0,60.0,60.0
3,59.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,58.0,58.0
4,64.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,63.0,59.0
5,64.0,63.0,64.0,62.0,61.0,59.0,59.0,59.0,59.0,62.0,62.0
6,60.0,59.0,59.0,59.0,59.0,56.0,56.0,56.0,56.0,59.0,59.0
7,65.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,64.0,60.0
8,65.0,64.0,65.0,63.0,62.0,58.0,58.0,58.0,58.0,63.0,62.0
9,60.0,59.0,60.0,59.0,59.0,56.0,56.0,56.0,56.0,59.0,59.0
10,63.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,62.0,62.0
11,65.0,64.0,65.0,61.0,61.0,58.0,58.0,58.0,58.0,61.0,61.0
12,70.0,69.0,69.0,69.0,69.0,64.0,64.0,64.0,64.0,69.0,70.0
13,65.0,64.0,64.0,64.0,64.0,59.0,59.0,59.0,59.0,64.0,61.0
14,64.0,63.0,64.0,63.0,62.0,57.0,57.0,57.0,57.0,63.0,61.0
15,71.0,70.0,70.0,70.0,70.0,65.0,65.0,65.0,65.0,70.0,71.0
16,66.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,65.0,60.0
17,65.0,64.0,65.0,64.0,63.0,58.0,58.0,58.0,58.0,64.0,62.0
18,58.0,57.0,57.0,57.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0
19,64.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,63.0,59.0
20,63.0,62.0,63.0,61.0,60.0,62.0,62.0,62.0,62.0,61.0,62.0
21,59.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0,59.0
22,65.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,64.0,60.0
23,64.0,63.0,64.0,62.0,61.0,62.0,62.0,62.0,62.0,62.0,63.0
24,59.0,58.0,59.0,58.0,59.0,58.0,58.0,58.0,58.0,58.0,59.0
25,63.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,62.0,61.0
26,64.0,63.0,64.0,62.0,61.0,60.0,60.0,60.0,60.0,62.0,64.0
27,70.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,69.0,69.0
28,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,60.0
29,63.0,62.0,63.0,62.0,61.0,61.0,61.0,61.0,61.0,62.0,63.0
30,71.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,70.0,70.0
31,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,64.0,64.0,60.0
32,64.0,63.0,64.0,63.0,62.0,62.0,62.0,62.0,62.0,63.0,64.0
33,60.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,58.0,59.0,59.0
34,64.0,63.0,64.0,63.0,64.0,62.0,62.0,62.0,62.0,63.0,60.0
35,63.0,62.0,63.0,60.0,61.0,62.0,62.0,62.0,62.0,60.0,63.0
36,60.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,59.0,60.0
37,64.0,63.0,63.0,63.0,62.0,60.0,60.0,60.0,60.0,63.0,62.0
38,64.0,63.0,64.0,63.0,62.0,59.0,59.0,59.0,59.0,63.0,64.0
39,71.0,70.0,70.0,70.0,69.0,68.0,68.0,68.0,68.0,70.0,70.0
40,64.0,63.0,64.0,63.0,64.0,62.0,62.0,62.0,62.0,63.0,61.0
41,63.0,62.0,63.0,62.0,61.0,62.0,62.0,62.0,62.0,62.0,63.0
42,72.0,71.0,71.0,71.0,70.0,69.0,69.0,69.0,69.0,71.0,71.0
43,65.0,64.0,65.0,64.0,65.0,63.0,63.0,63.0,63.0,64.0,61.0
44,64.0,63.0,64.0,60.0,60.0,63.0,63.0,63.0,63.0,60.0,64.0
45,71.0,70.0,70.0,70.0,69.0,64.0,64.0,64.0,64.0,70.0,70.0
46,65.0,64.0,64.0,64.0,63.0,58.0,58.0,58.0,58.0,64.0,63.0
47,66.0,65.0,66.0,61.0,61.0,59.0,59.0,59.0,59.0,61.0,61.0
48,71.0,70.0,70.0,70.0,69.0,64.0,64.0,64.0,64.0,70.0,70.0
49,67.0,66.0,66.0,66.0,65.0,60.0,60.0,60.0,60.0,66.0,62.0
50,65.0,64.0,65.0,64.0,63.0,60.0,60.0,60.0,60.0,64.0,61.0
51,70.0,69.0,69.0,69.0,68.0,63.0,63.0,63.0,63.0,69.0,69.0
52,65.0,64.0,64.0,64.0,63.0,58.0,58.0,58.0,58.0,64.0,63.0
53,66.0,65.0,66.0,65.0,64.0,59.0,59.0,59.0,59.0,65.0,62.0
54,70.0,69.0,69.0,69.0,69.0,66.0,66.0,66.0,66.0,69.0,69.0
55,72.0,71.0,71.0,71.0,70.0,65.0,65.0,65.0,65.0,71.0,71.0
56,76.0,75.0,76.0,70.0,70.0,65.0,65.0,65.0,65.0,70.0,70.0
57,70.0,69.0,70.0,69.0,70.0,67.0,67.0,67.0,67.0,69.0,70.0
58,73.0,72.0,72.0,72.0,71.0,66.0,66.0,66.0,66.0,72.0,72.0
59,77.0,76.0,77.0,71.0,71.0,66.0,66.0,66.0,66.0,71.0,71.0
60,71.0,70.0,71.0,70.0,71.0,68.0,68.0,68.0,68.0,70.0,70.0
61,72.0,71.0,72.0,71.0,72.0,67.0,67.0,67.0,67.0,71.0,71.0
62,78.0,77.0,78.0,72.0,72.0,67.0,67.0,67.0,67.0,72.0,72.0
63,57.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0
64,63.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,58.0
65,62.0,61.0,62.0,60.0,59.0,61.0,61.0,61.0,61.0,60.0,61.0
66,58.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0
67,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,59.0
68,63.0,62.0,63.0,61.0,60.0,62.0,62.0,62.0,62.0,61.0,62.0
69,58.0,57.0,58.0,57.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0
70,62.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0
71,63.0,62.0,63.0,61.0,60.0,63.0,63.0,63.0,63.0,61.0,63.0
72,69.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
73,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,59.0
74,62.0,61.0,62.0,61.0,60.0,62.0,62.0,62.0,62.0,61.0,62.0
75,70.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
76,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,63.0,59.0
77,63.0,62.0,63.0,62.0,61.0,63.0,63.0,63.0,63.0,62.0,63.0
78,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
79,63.0,62.0,63.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,59.0
80,62.0,61.0,62.0,59.0,60.0,62.0,62.0,62.0,62.0,59.0,62.0
81,59.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.0
82,63.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,62.0,61.0
83,63.0,62.0,63.0,62.0,61.0,63.0,63.0,63.0,63.0,62.0,63.0
84,70.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0
85,63.0,62.0,63.0,62.0,63.0,63.0,63.0,63.0,63.0,62.0,60.0
86,62.0,61.0,62.0,61.0,60.0,62.0,62.0,62.0,62.0,61.0,62.0
87,71.0,70.0,70.0,70.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0
88,64.0,63.0,64.0,63.0,64.0,64.0,64.0,64.0,64.0,63.0,60.0
89,63.0,62.0,63.0,59.0,59.0,63.0,63.0,63.0,63.0,59.0,63.0
90,70.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0
91,64.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,63.0,62.0
92,65.0,64.0,65.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0
93,70.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0
94,66.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,65.0,61.0
95,64.0,63.0,64.0,63.0,62.0,62.0,62.0,62.0,62.0,63.0,64.0
96,69.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0
97,64.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,63.0,62.0
