Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,30.0,29.0,27.0,27.0,27.0,27.0,27.0
1,32.0,28.0,29.0,29.0,27.0,27.0,27.0
2,32.0,25.0,29.0,29.0,27.0,27.0,27.0
3,29.0,33.0,27.0,27.0,32.0,32.0,32.0
4,31.0,31.0,29.0,29.0,29.0,29.0,29.0
5,31.0,31.0,29.0,29.0,34.0,34.0,34.0
6,30.0,34.0,27.0,27.0,33.0,33.0,33.0
7,32.0,32.0,29.0,29.0,30.0,30.0,30.0
8,32.0,32.0,29.0,29.0,35.0,35.0,35.0
9,35.0,34.0,32.0,32.0,27.0,27.0,27.0
10,37.0,33.0,34.0,34.0,27.0,27.0,27.0
11,37.0,28.0,34.0,34.0,27.0,27.0,27.0
12,34.0,33.0,31.0,31.0,26.0,26.0,26.0
13,36.0,32.0,33.0,33.0,29.0,29.0,29.0
14,36.0,28.0,33.0,33.0,29.0,29.0,29.0
15,29.0,30.0,28.0,28.0,27.0,27.0,27.0
16,31.0,29.0,30.0,30.0,28.0,28.0,28.0
17,31.0,29.0,30.0,30.0,27.0,27.0,27.0
18,28.0,33.0,26.0,26.0,32.0,32.0,32.0
19,30.0,31.0,29.0,29.0,28.0,28.0,28.0
20,30.0,31.0,29.0,29.0,34.0,34.0,34.0
21,29.0,34.0,27.0,27.0,33.0,33.0,33.0
22,31.0,32.0,29.0,29.0,29.0,29.0,29.0
23,31.0,32.0,29.0,29.0,35.0,35.0,35.0
24,34.0,34.0,32.0,32.0,31.0,31.0,31.0
25,36.0,35.0,34.0,34.0,27.0,27.0,27.0
26,36.0,35.0,34.0,34.0,33.0,33.0,33.0
27,33.0,33.0,31.0,31.0,31.0,31.0,31.0
28,35.0,34.0,33.0,33.0,29.0,29.0,29.0
29,35.0,34.0,33.0,33.0,32.0,32.0,32.0
30,28.0,33.0,28.0,28.0,32.0,32.0,32.0
31,31.0,32.0,30.0,30.0,28.0,28.0,28.0
32,31.0,32.0,30.0,30.0,32.0,32.0,32.0
33,30.0,34.0,27.0,27.0,33.0,33.0,34.0
34,32.0,32.0,29.0,29.0,29.0,29.0,29.0
35,32.0,32.0,29.0,29.0,35.0,35.0,35.0
36,35.0,35.0,32.0,32.0,32.0,32.0,32.0
37,37.0,36.0,34.0,34.0,28.0,28.0,28.0
38,37.0,36.0,34.0,34.0,34.0,34.0,34.0
39,34.0,34.0,31.0,31.0,32.0,32.0,32.0
