Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,54.0,55.0,55.0,55.0,50.0,50.0,57.0,50.0,54.0,55.0,52.0,50.0,51.0,55.0,54.0
1,51.0,52.0,52.0,52.0,52.0,48.0,52.0,51.0,51.0,52.0,52.0,53.0,53.0,51.0,51.0
2,56.0,52.0,52.0,52.0,52.0,46.0,52.0,49.0,50.0,52.0,52.0,53.0,53.0,54.0,54.0
3,57.0,58.0,58.0,58.0,52.0,53.0,58.0,51.0,55.0,58.0,54.0,50.0,51.0,57.0,57.0
4,57.0,58.0,58.0,58.0,52.0,53.0,58.0,53.0,53.0,58.0,55.0,54.0,54.0,57.0,57.0
5,59.0,58.0,58.0,58.0,52.0,51.0,58.0,51.0,53.0,58.0,55.0,54.0,54.0,59.0,59.0
6,57.0,59.0,57.0,57.0,53.0,53.0,59.0,52.0,53.0,58.0,55.0,50.0,52.0,57.0,58.0
7,58.0,57.0,57.0,57.0,53.0,53.0,58.0,54.0,53.0,58.0,56.0,52.0,52.0,58.0,58.0
8,58.0,57.0,57.0,57.0,53.0,51.0,58.0,52.0,51.0,58.0,56.0,54.0,54.0,58.0,58.0
9,58.0,57.0,57.0,57.0,51.0,48.0,57.0,48.0,49.0,57.0,54.0,54.0,54.0,58.0,58.0
10,50.0,50.0,50.0,50.0,53.0,47.0,51.0,50.0,48.0,51.0,52.0,48.0,53.0,50.0,50.0
11,54.0,51.0,51.0,51.0,52.0,45.0,52.0,49.0,48.0,52.0,52.0,54.0,54.0,54.0,54.0
12,57.0,56.0,56.0,56.0,50.0,53.0,56.0,51.0,52.0,56.0,53.0,53.0,53.0,57.0,57.0
13,49.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,52.0,52.0,51.0
14,53.0,50.0,50.0,50.0,51.0,49.0,51.0,50.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0
15,56.0,57.0,57.0,57.0,51.0,54.0,57.0,52.0,53.0,57.0,54.0,52.0,52.0,56.0,56.0
16,50.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0,52.0,52.0,52.0,53.0,52.0
17,52.0,51.0,51.0,51.0,52.0,50.0,52.0,51.0,54.0,52.0,51.0,52.0,52.0,51.0,52.0
18,56.0,57.0,57.0,57.0,51.0,52.0,57.0,51.0,54.0,57.0,54.0,51.0,51.0,56.0,56.0
