Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,44.0,45.0,46.0,47.0,47.0,47.0,44.0,43.0,40.0,41.0,43.0,46.0,47.0
1,41.0,41.0,41.0,48.0,44.0,44.0,41.0,47.0,38.0,38.0,47.0,41.0,48.0
2,41.0,42.0,43.0,48.0,48.0,48.0,41.0,47.0,38.0,39.0,47.0,42.0,48.0
3,45.0,46.0,47.0,47.0,51.0,51.0,45.0,46.0,42.0,44.0,46.0,46.0,47.0
4,47.0,47.0,47.0,48.0,47.0,47.0,47.0,52.0,44.0,43.0,52.0,47.0,48.0
5,47.0,48.0,49.0,48.0,53.0,53.0,47.0,52.0,44.0,45.0,52.0,48.0,49.0
6,46.0,46.0,47.0,46.0,46.0,46.0,46.0,43.0,43.0,44.0,43.0,46.0,46.0
7,47.0,47.0,47.0,48.0,47.0,47.0,47.0,46.0,44.0,43.0,46.0,47.0,48.0
8,47.0,48.0,49.0,48.0,47.0,48.0,47.0,47.0,44.0,45.0,48.0,48.0,48.0
9,46.0,46.0,46.0,45.0,47.0,47.0,47.0,44.0,44.0,44.0,44.0,46.0,46.0
10,42.0,42.0,41.0,47.0,47.0,47.0,42.0,47.0,44.0,39.0,47.0,41.0,48.0
11,43.0,43.0,43.0,47.0,47.0,47.0,42.0,47.0,42.0,40.0,47.0,41.0,48.0
12,46.0,46.0,46.0,47.0,47.0,47.0,46.0,43.0,45.0,45.0,43.0,46.0,45.0
13,47.0,47.0,47.0,48.0,47.0,47.0,47.0,46.0,43.0,44.0,46.0,47.0,47.0
14,47.0,48.0,48.0,49.0,53.0,53.0,47.0,47.0,43.0,45.0,46.0,48.0,47.0
15,46.0,46.0,47.0,45.0,48.0,48.0,46.0,43.0,43.0,42.0,42.0,47.0,46.0
16,44.0,45.0,47.0,47.0,48.0,48.0,44.0,46.0,38.0,39.0,46.0,47.0,47.0
17,43.0,43.0,49.0,47.0,54.0,54.0,42.0,48.0,38.0,40.0,47.0,49.0,48.0
18,46.0,46.0,51.0,46.0,50.0,50.0,44.0,45.0,41.0,43.0,45.0,51.0,49.0
19,52.0,52.0,52.0,47.0,46.0,46.0,52.0,51.0,43.0,44.0,51.0,52.0,50.0
20,48.0,48.0,48.0,51.0,52.0,52.0,46.0,51.0,43.0,45.0,51.0,47.0,51.0
21,46.0,46.0,52.0,46.0,50.0,50.0,45.0,45.0,42.0,44.0,45.0,52.0,48.0
22,52.0,52.0,52.0,47.0,47.0,47.0,52.0,51.0,44.0,45.0,51.0,52.0,49.0
23,48.0,48.0,49.0,52.0,52.0,52.0,47.0,51.0,44.0,45.0,51.0,48.0,52.0
24,47.0,47.0,47.0,44.0,50.0,50.0,46.0,46.0,50.0,50.0,46.0,46.0,50.0
25,47.0,47.0,47.0,51.0,51.0,51.0,48.0,52.0,50.0,45.0,52.0,47.0,51.0
26,49.0,49.0,49.0,46.0,52.0,52.0,48.0,52.0,46.0,45.0,52.0,47.0,48.0
27,50.0,50.0,50.0,49.0,49.0,49.0,50.0,45.0,51.0,51.0,45.0,50.0,49.0
28,52.0,52.0,52.0,50.0,50.0,50.0,52.0,51.0,49.0,50.0,51.0,52.0,50.0
29,49.0,49.0,49.0,51.0,52.0,52.0,47.0,51.0,49.0,49.0,51.0,47.0,47.0
30,47.0,47.0,48.0,44.0,50.0,50.0,45.0,44.0,46.0,46.0,44.0,46.0,45.0
31,50.0,51.0,51.0,46.0,51.0,51.0,50.0,46.0,44.0,45.0,45.0,51.0,49.0
32,49.0,49.0,50.0,46.0,53.0,53.0,47.0,47.0,44.0,45.0,47.0,48.0,47.0
33,46.0,46.0,53.0,47.0,46.0,46.0,46.0,42.0,42.0,44.0,43.0,53.0,47.0
34,51.0,52.0,52.0,47.0,43.0,45.0,51.0,46.0,44.0,45.0,46.0,52.0,47.0
35,47.0,48.0,49.0,52.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,49.0,52.0
36,47.0,47.0,48.0,45.0,45.0,45.0,47.0,44.0,50.0,50.0,44.0,46.0,46.0
37,47.0,47.0,47.0,51.0,47.0,47.0,48.0,47.0,50.0,45.0,47.0,47.0,51.0
38,49.0,49.0,49.0,47.0,47.0,48.0,48.0,47.0,46.0,45.0,48.0,47.0,47.0
39,51.0,51.0,51.0,49.0,46.0,46.0,51.0,43.0,51.0,51.0,43.0,51.0,45.0
40,52.0,52.0,52.0,50.0,47.0,47.0,52.0,46.0,49.0,50.0,46.0,52.0,50.0
41,49.0,49.0,49.0,52.0,52.0,52.0,47.0,46.0,49.0,49.0,47.0,48.0,46.0
42,47.0,47.0,48.0,45.0,47.0,47.0,46.0,43.0,46.0,46.0,42.0,47.0,45.0
43,50.0,51.0,51.0,47.0,48.0,48.0,50.0,46.0,44.0,45.0,46.0,51.0,47.0
44,49.0,49.0,50.0,47.0,53.0,53.0,47.0,47.0,44.0,45.0,47.0,49.0,47.0
45,45.0,45.0,45.0,45.0,49.0,49.0,46.0,49.0,45.0,45.0,49.0,44.0,45.0
46,43.0,43.0,41.0,46.0,47.0,47.0,43.0,47.0,46.0,40.0,47.0,40.0,47.0
47,44.0,44.0,42.0,46.0,47.0,47.0,43.0,47.0,46.0,40.0,47.0,41.0,48.0
48,47.0,47.0,47.0,50.0,48.0,48.0,46.0,48.0,50.0,50.0,48.0,46.0,50.0
49,48.0,48.0,48.0,51.0,51.0,51.0,48.0,46.0,45.0,45.0,46.0,47.0,50.0
50,49.0,49.0,49.0,48.0,52.0,52.0,48.0,47.0,45.0,45.0,46.0,47.0,47.0
51,46.0,46.0,48.0,45.0,47.0,47.0,46.0,44.0,51.0,50.0,44.0,47.0,51.0
52,46.0,46.0,46.0,51.0,52.0,52.0,47.0,47.0,46.0,46.0,47.0,47.0,51.0
53,44.0,44.0,48.0,46.0,53.0,53.0,43.0,48.0,46.0,46.0,47.0,47.0,48.0
54,50.0,50.0,50.0,49.0,47.0,47.0,50.0,47.0,51.0,50.0,47.0,50.0,49.0
55,49.0,50.0,50.0,50.0,50.0,50.0,49.0,45.0,46.0,46.0,45.0,50.0,49.0
56,48.0,48.0,48.0,47.0,51.0,51.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0
57,51.0,51.0,51.0,44.0,46.0,46.0,51.0,43.0,50.0,51.0,43.0,51.0,50.0
58,50.0,51.0,51.0,50.0,51.0,51.0,50.0,46.0,45.0,47.0,46.0,51.0,50.0
59,49.0,49.0,49.0,47.0,52.0,52.0,47.0,47.0,45.0,47.0,46.0,47.0,47.0
60,46.0,46.0,46.0,44.0,45.0,45.0,46.0,42.0,45.0,46.0,42.0,46.0,44.0
61,46.0,46.0,46.0,46.0,47.0,47.0,45.0,46.0,40.0,42.0,46.0,47.0,46.0
62,44.0,44.0,48.0,46.0,47.0,47.0,42.0,44.0,40.0,42.0,44.0,47.0,46.0
63,45.0,45.0,52.0,45.0,49.0,49.0,43.0,44.0,40.0,42.0,44.0,51.0,48.0
64,51.0,51.0,53.0,46.0,45.0,45.0,51.0,50.0,42.0,44.0,50.0,53.0,50.0
65,47.0,47.0,54.0,50.0,51.0,51.0,45.0,50.0,42.0,44.0,50.0,53.0,51.0
66,45.0,45.0,53.0,45.0,49.0,49.0,44.0,44.0,41.0,43.0,44.0,52.0,49.0
67,52.0,52.0,54.0,47.0,46.0,46.0,52.0,50.0,43.0,45.0,50.0,54.0,51.0
