Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,46.0,44.0,44.0,43.0,45.0
1,45.0,44.0,44.0,43.0,45.0
2,48.0,44.0,46.0,43.0,47.0
3,45.0,44.0,43.0,43.0,45.0
4,45.0,44.0,44.0,43.0,44.0
5,47.0,44.0,45.0,43.0,46.0
6,46.0,44.0,44.0,43.0,46.0
7,45.0,44.0,44.0,43.0,45.0
8,48.0,44.0,46.0,43.0,47.0
9,46.0,44.0,44.0,43.0,45.0
10,48.0,44.0,45.0,43.0,47.0
11,48.0,44.0,46.0,43.0,47.0
12,45.0,44.0,43.0,43.0,44.0
13,47.0,44.0,44.0,43.0,46.0
14,47.0,44.0,45.0,43.0,46.0
15,45.0,44.0,44.0,43.0,44.0
16,45.0,44.0,44.0,43.0,44.0
17,47.0,44.0,45.0,43.0,46.0
18,44.0,43.0,42.0,42.0,44.0
19,44.0,43.0,43.0,42.0,44.0
20,46.0,44.0,44.0,43.0,45.0
21,45.0,43.0,43.0,42.0,45.0
22,44.0,44.0,44.0,43.0,45.0
23,47.0,44.0,45.0,43.0,46.0
24,45.0,43.0,43.0,42.0,44.0
25,47.0,44.0,44.0,43.0,46.0
26,47.0,44.0,45.0,43.0,46.0
27,44.0,43.0,42.0,42.0,43.0
28,46.0,43.0,43.0,42.0,45.0
29,46.0,44.0,44.0,43.0,45.0
30,44.0,43.0,43.0,42.0,44.0
31,44.0,44.0,44.0,43.0,43.0
32,46.0,44.0,44.0,43.0,45.0
33,46.0,43.0,44.0,42.0,46.0
34,44.0,44.0,44.0,43.0,46.0
35,48.0,44.0,46.0,43.0,47.0
36,46.0,43.0,44.0,42.0,45.0
37,48.0,43.0,45.0,42.0,47.0
38,48.0,44.0,46.0,43.0,47.0
39,45.0,43.0,43.0,42.0,44.0
40,47.0,43.0,44.0,42.0,46.0
41,47.0,44.0,45.0,43.0,46.0
42,45.0,43.0,43.0,42.0,45.0
43,44.0,43.0,43.0,42.0,44.0
44,47.0,44.0,45.0,43.0,46.0
45,46.0,43.0,44.0,42.0,45.0
46,47.0,43.0,46.0,42.0,46.0
47,48.0,44.0,46.0,43.0,47.0
48,45.0,43.0,43.0,42.0,44.0
49,47.0,43.0,45.0,42.0,46.0
50,47.0,44.0,45.0,43.0,46.0
51,46.0,43.0,43.0,42.0,45.0
52,47.0,43.0,44.0,42.0,46.0
53,48.0,44.0,45.0,43.0,47.0
54,44.0,43.0,42.0,42.0,43.0
55,46.0,43.0,44.0,42.0,44.0
56,46.0,44.0,44.0,43.0,45.0
57,45.0,43.0,43.0,42.0,44.0
58,46.0,43.0,43.0,42.0,45.0
59,47.0,44.0,44.0,43.0,46.0
60,44.0,43.0,43.0,42.0,43.0
61,44.0,43.0,43.0,42.0,44.0
62,46.0,44.0,44.0,43.0,45.0
63,43.0,42.0,41.0,41.0,43.0
64,43.0,43.0,43.0,42.0,43.0
65,45.0,43.0,43.0,42.0,44.0
66,44.0,42.0,42.0,41.0,44.0
67,43.0,43.0,43.0,42.0,44.0
68,46.0,43.0,44.0,42.0,45.0
69,44.0,42.0,42.0,41.0,43.0
70,46.0,43.0,43.0,42.0,45.0
71,46.0,44.0,44.0,43.0,45.0
72,43.0,42.0,41.0,41.0,42.0
73,45.0,42.0,42.0,41.0,44.0
74,45.0,43.0,43.0,42.0,44.0
75,43.0,42.0,42.0,41.0,43.0
76,44.0,43.0,43.0,42.0,44.0
77,45.0,43.0,43.0,42.0,44.0
78,45.0,42.0,43.0,41.0,45.0
79,43.0,43.0,43.0,42.0,45.0
80,47.0,43.0,45.0,42.0,46.0
81,45.0,42.0,43.0,41.0,44.0
82,47.0,43.0,44.0,42.0,46.0
83,47.0,44.0,45.0,43.0,46.0
84,44.0,42.0,42.0,41.0,43.0
85,46.0,42.0,43.0,41.0,45.0
86,46.0,43.0,44.0,42.0,45.0
87,44.0,42.0,42.0,41.0,44.0
88,44.0,43.0,43.0,42.0,45.0
89,46.0,43.0,44.0,42.0,45.0
90,45.0,41.0,43.0,40.0,44.0
91,46.0,43.0,45.0,42.0,45.0
92,47.0,44.0,45.0,43.0,46.0
93,44.0,41.0,42.0,40.0,43.0
94,46.0,43.0,44.0,42.0,45.0
95,46.0,44.0,44.0,43.0,45.0
96,45.0,42.0,42.0,41.0,44.0
97,46.0,43.0,43.0,42.0,45.0
98,47.0,44.0,44.0,43.0,46.0
99,43.0,40.0,41.0,39.0,42.0
100,45.0,42.0,43.0,41.0,43.0
101,45.0,43.0,43.0,42.0,45.0
102,44.0,41.0,41.0,40.0,43.0
103,45.0,42.0,42.0,41.0,44.0
104,46.0,43.0,43.0,42.0,45.0
105,43.0,42.0,42.0,41.0,43.0
106,44.0,43.0,43.0,42.0,45.0
107,45.0,43.0,43.0,42.0,45.0
108,45.0,41.0,42.0,40.0,46.0
109,44.0,43.0,43.0,42.0,46.0
110,47.0,43.0,44.0,42.0,46.0
111,45.0,42.0,44.0,41.0,45.0
112,47.0,43.0,44.0,42.0,46.0
113,47.0,44.0,46.0,43.0,46.0
114,45.0,41.0,43.0,40.0,44.0
115,46.0,42.0,43.0,41.0,45.0
116,47.0,43.0,45.0,42.0,46.0
117,45.0,42.0,42.0,41.0,45.0
118,44.0,43.0,43.0,42.0,46.0
119,47.0,44.0,44.0,43.0,46.0
120,46.0,42.0,44.0,41.0,45.0
121,47.0,44.0,46.0,43.0,46.0
