Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,45.0,49.0,45.0,50.0,45.0,45.0,45.0,45.0,55.0,46.0,50.0,50.0,47.0,50.0,50.0,43.0
1,38.0,43.0,38.0,44.0,42.0,42.0,42.0,42.0,49.0,42.0,43.0,43.0,42.0,44.0,43.0,45.0
2,43.0,47.0,42.0,48.0,40.0,42.0,40.0,42.0,48.0,39.0,43.0,43.0,40.0,43.0,48.0,43.0
3,53.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,55.0,54.0,58.0,58.0,55.0,55.0,53.0,51.0
4,46.0,51.0,45.0,52.0,47.0,46.0,47.0,46.0,56.0,46.0,51.0,51.0,48.0,52.0,51.0,49.0
5,47.0,55.0,46.0,56.0,49.0,47.0,49.0,47.0,56.0,47.0,51.0,51.0,48.0,51.0,56.0,48.0
6,54.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0,56.0,55.0,59.0,59.0,56.0,56.0,54.0,52.0
7,47.0,52.0,46.0,53.0,48.0,47.0,48.0,47.0,57.0,47.0,52.0,52.0,49.0,53.0,52.0,50.0
8,48.0,56.0,47.0,57.0,50.0,48.0,50.0,48.0,57.0,48.0,52.0,52.0,49.0,52.0,57.0,49.0
9,47.0,49.0,47.0,50.0,47.0,47.0,47.0,47.0,54.0,48.0,52.0,52.0,49.0,50.0,49.0,49.0
10,43.0,47.0,43.0,47.0,44.0,42.0,44.0,42.0,49.0,43.0,46.0,46.0,43.0,47.0,43.0,48.0
11,46.0,47.0,45.0,47.0,43.0,44.0,43.0,44.0,49.0,42.0,45.0,45.0,42.0,44.0,48.0,46.0
12,53.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,55.0,54.0,58.0,58.0,55.0,55.0,55.0,55.0
13,48.0,50.0,47.0,51.0,46.0,46.0,46.0,46.0,56.0,48.0,51.0,51.0,48.0,52.0,51.0,50.0
14,52.0,54.0,51.0,55.0,49.0,50.0,49.0,50.0,56.0,48.0,51.0,51.0,48.0,51.0,54.0,52.0
15,54.0,54.0,53.0,55.0,54.0,54.0,54.0,54.0,56.0,54.0,59.0,59.0,56.0,56.0,54.0,50.0
16,48.0,51.0,47.0,52.0,46.0,46.0,46.0,46.0,57.0,49.0,52.0,52.0,49.0,53.0,52.0,49.0
17,51.0,55.0,50.0,56.0,50.0,49.0,50.0,49.0,56.0,49.0,52.0,52.0,49.0,52.0,55.0,51.0
18,52.0,55.0,52.0,55.0,53.0,52.0,53.0,52.0,55.0,53.0,58.0,58.0,55.0,57.0,53.0,51.0
19,46.0,50.0,45.0,55.0,47.0,46.0,47.0,46.0,56.0,46.0,51.0,51.0,48.0,56.0,51.0,49.0
