Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,45.0,45.0,55.0,55.0,49.0,55.0,50.0,49.0,55.0,56.0,50.0,49.0,50.0
1,46.0,46.0,50.0,54.0,51.0,50.0,55.0,55.0,50.0,51.0,45.0,45.0,45.0
2,46.0,46.0,50.0,53.0,51.0,50.0,54.0,54.0,50.0,51.0,45.0,44.0,45.0
3,45.0,45.0,55.0,55.0,49.0,55.0,50.0,49.0,55.0,56.0,50.0,49.0,50.0
4,46.0,46.0,50.0,54.0,51.0,50.0,55.0,55.0,50.0,51.0,45.0,45.0,45.0
5,46.0,46.0,50.0,53.0,55.0,53.0,55.0,55.0,53.0,51.0,45.0,44.0,45.0
6,45.0,45.0,55.0,55.0,49.0,55.0,50.0,49.0,55.0,56.0,50.0,49.0,50.0
7,46.0,46.0,50.0,54.0,51.0,49.0,51.0,51.0,48.0,49.0,43.0,43.0,43.0
8,46.0,46.0,50.0,53.0,51.0,50.0,51.0,51.0,50.0,51.0,45.0,44.0,45.0
9,54.0,54.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0
10,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,47.0,47.0,47.0
11,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,50.0,50.0,50.0
12,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,59.0
13,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,53.0,53.0,53.0
14,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,54.0,54.0,54.0
15,47.0,47.0,55.0,56.0,54.0,55.0,54.0,54.0,55.0,56.0,54.0,54.0,54.0
16,49.0,49.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,54.0,54.0,54.0
17,49.0,49.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,53.0,53.0,53.0
18,45.0,45.0,55.0,55.0,49.0,55.0,50.0,49.0,55.0,56.0,50.0,49.0,50.0
19,46.0,46.0,50.0,54.0,51.0,49.0,55.0,55.0,49.0,50.0,45.0,45.0,45.0
20,46.0,46.0,50.0,53.0,55.0,53.0,55.0,55.0,53.0,51.0,45.0,44.0,45.0
21,45.0,45.0,55.0,55.0,49.0,55.0,50.0,49.0,55.0,56.0,50.0,49.0,50.0
22,46.0,46.0,50.0,54.0,51.0,49.0,51.0,51.0,48.0,49.0,43.0,43.0,43.0
23,46.0,46.0,50.0,53.0,55.0,50.0,55.0,55.0,50.0,51.0,45.0,44.0,45.0
24,54.0,54.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0
25,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,47.0,47.0,47.0
26,56.0,56.0,56.0,56.0,60.0,60.0,60.0,60.0,60.0,57.0,50.0,50.0,50.0
27,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,59.0
