Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,36.0,40.0,42.0,37.0,37.0,37.0
1,42.0,40.0,39.0,38.0,38.0,38.0
2,42.0,39.0,44.0,38.0,38.0,37.0
3,39.0,39.0,42.0,38.0,38.0,39.0
4,41.0,39.0,43.0,38.0,38.0,40.0
5,41.0,39.0,43.0,38.0,38.0,39.0
6,40.0,39.0,43.0,38.0,38.0,37.0
7,42.0,40.0,44.0,39.0,39.0,38.0
8,42.0,40.0,43.0,38.0,38.0,37.0
9,38.0,41.0,40.0,38.0,38.0,41.0
10,41.0,40.0,43.0,38.0,38.0,39.0
11,41.0,39.0,44.0,39.0,39.0,39.0
12,38.0,42.0,39.0,39.0,39.0,40.0
13,41.0,41.0,42.0,39.0,39.0,40.0
14,40.0,39.0,43.0,39.0,39.0,39.0
15,35.0,41.0,39.0,40.0,40.0,40.0
16,41.0,40.0,37.0,39.0,39.0,40.0
17,41.0,40.0,39.0,39.0,39.0,39.0
18,38.0,39.0,41.0,37.0,37.0,40.0
19,42.0,42.0,42.0,38.0,38.0,39.0
20,42.0,40.0,42.0,37.0,37.0,38.0
21,39.0,39.0,42.0,37.0,37.0,38.0
22,41.0,41.0,43.0,39.0,39.0,38.0
23,41.0,39.0,42.0,38.0,38.0,38.0
24,39.0,40.0,42.0,37.0,37.0,44.0
25,40.0,41.0,42.0,39.0,39.0,38.0
26,40.0,40.0,43.0,39.0,39.0,39.0
27,39.0,41.0,41.0,38.0,38.0,44.0
28,40.0,42.0,41.0,39.0,39.0,39.0
29,39.0,40.0,42.0,40.0,40.0,39.0
30,34.0,40.0,38.0,39.0,39.0,45.0
31,40.0,43.0,38.0,39.0,39.0,39.0
32,40.0,39.0,43.0,40.0,40.0,40.0
33,40.0,39.0,39.0,38.0,38.0,39.0
34,38.0,40.0,39.0,39.0,39.0,39.0
35,41.0,40.0,43.0,38.0,38.0,37.0
36,38.0,40.0,43.0,38.0,38.0,45.0
37,40.0,42.0,43.0,40.0,40.0,39.0
38,40.0,40.0,42.0,39.0,39.0,40.0
39,38.0,42.0,42.0,39.0,39.0,45.0
40,39.0,41.0,42.0,40.0,40.0,40.0
41,40.0,39.0,43.0,40.0,40.0,40.0
42,34.0,41.0,39.0,40.0,40.0,46.0
43,39.0,40.0,39.0,40.0,40.0,40.0
44,40.0,40.0,44.0,40.0,40.0,41.0
45,38.0,40.0,39.0,43.0,43.0,39.0
