Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,41.0,40.0,40.0,40.0,39.0,39.0,40.0,40.0,41.0,36.0,37.0,37.0,37.0,41.0,37.0,41.0
1,43.0,44.0,41.0,42.0,40.0,40.0,43.0,41.0,43.0,37.0,38.0,38.0,38.0,42.0,38.0,41.0
2,46.0,42.0,41.0,45.0,42.0,42.0,42.0,41.0,46.0,40.0,40.0,40.0,40.0,46.0,40.0,45.0
3,41.0,43.0,42.0,40.0,38.0,38.0,42.0,42.0,40.0,35.0,36.0,36.0,36.0,44.0,36.0,42.0
4,42.0,45.0,43.0,41.0,42.0,42.0,42.0,43.0,45.0,40.0,40.0,40.0,40.0,45.0,40.0,43.0
5,46.0,46.0,45.0,45.0,42.0,42.0,45.0,45.0,46.0,40.0,40.0,40.0,40.0,46.0,40.0,45.0
6,41.0,40.0,40.0,40.0,39.0,39.0,42.0,40.0,41.0,36.0,37.0,37.0,37.0,41.0,37.0,41.0
7,42.0,42.0,41.0,40.0,42.0,42.0,40.0,41.0,46.0,40.0,40.0,40.0,40.0,46.0,40.0,41.0
8,46.0,46.0,45.0,45.0,42.0,42.0,45.0,45.0,46.0,40.0,40.0,40.0,40.0,43.0,40.0,45.0
9,41.0,40.0,40.0,40.0,42.0,42.0,39.0,40.0,40.0,41.0,41.0,41.0,41.0,42.0,41.0,41.0
10,42.0,46.0,45.0,41.0,44.0,44.0,45.0,45.0,46.0,42.0,43.0,43.0,43.0,42.0,43.0,41.0
11,46.0,42.0,41.0,45.0,47.0,47.0,41.0,41.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0
12,41.0,40.0,40.0,39.0,41.0,41.0,38.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0
13,41.0,45.0,44.0,40.0,43.0,43.0,44.0,44.0,45.0,42.0,43.0,43.0,43.0,41.0,43.0,41.0
14,46.0,42.0,41.0,45.0,46.0,46.0,41.0,41.0,44.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0
15,42.0,41.0,40.0,40.0,38.0,38.0,39.0,40.0,41.0,36.0,36.0,36.0,36.0,41.0,36.0,41.0
16,42.0,42.0,41.0,40.0,40.0,40.0,40.0,41.0,42.0,37.0,38.0,38.0,38.0,42.0,38.0,41.0
17,47.0,43.0,41.0,45.0,43.0,43.0,42.0,41.0,42.0,41.0,41.0,41.0,41.0,42.0,41.0,45.0
18,45.0,47.0,41.0,44.0,38.0,38.0,46.0,41.0,39.0,35.0,36.0,36.0,36.0,43.0,36.0,44.0
19,42.0,44.0,42.0,41.0,41.0,41.0,41.0,43.0,44.0,40.0,39.0,39.0,39.0,45.0,39.0,43.0
20,45.0,46.0,46.0,44.0,42.0,42.0,44.0,45.0,45.0,40.0,40.0,40.0,40.0,45.0,40.0,44.0
21,45.0,46.0,42.0,44.0,38.0,38.0,46.0,42.0,40.0,35.0,36.0,36.0,36.0,44.0,36.0,43.0
22,43.0,45.0,43.0,42.0,42.0,42.0,42.0,44.0,45.0,40.0,40.0,40.0,40.0,46.0,40.0,44.0
23,46.0,46.0,45.0,45.0,42.0,42.0,45.0,45.0,46.0,40.0,40.0,40.0,40.0,46.0,40.0,45.0
24,42.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,41.0,40.0,40.0,40.0,42.0,40.0,41.0
25,41.0,46.0,45.0,40.0,46.0,46.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0
