Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,48.0,48.0,47.0,50.0,48.0,51.0,47.0,51.0,48.0,48.0,48.0,47.0,50.0
1,50.0,48.0,54.0,54.0,50.0,47.0,48.0,47.0,49.0,49.0,49.0,48.0,54.0
2,46.0,46.0,49.0,53.0,47.0,46.0,47.0,46.0,45.0,45.0,45.0,47.0,53.0
3,48.0,48.0,47.0,50.0,48.0,51.0,51.0,51.0,47.0,47.0,47.0,51.0,50.0
4,54.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0
5,50.0,50.0,49.0,53.0,50.0,52.0,53.0,52.0,49.0,49.0,49.0,53.0,53.0
6,48.0,48.0,43.0,44.0,49.0,50.0,46.0,50.0,47.0,47.0,47.0,46.0,44.0
7,55.0,50.0,47.0,47.0,51.0,54.0,50.0,54.0,54.0,54.0,54.0,50.0,47.0
8,50.0,50.0,44.0,46.0,50.0,53.0,49.0,53.0,50.0,50.0,50.0,49.0,46.0
9,49.0,49.0,41.0,44.0,49.0,51.0,47.0,51.0,48.0,48.0,48.0,47.0,44.0
10,46.0,45.0,45.0,47.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,47.0,47.0
11,44.0,45.0,44.0,47.0,47.0,46.0,47.0,46.0,45.0,45.0,43.0,47.0,47.0
12,48.0,48.0,40.0,43.0,48.0,50.0,46.0,50.0,47.0,47.0,47.0,46.0,43.0
13,45.0,44.0,44.0,46.0,46.0,45.0,46.0,45.0,45.0,45.0,45.0,46.0,46.0
14,43.0,46.0,43.0,46.0,49.0,45.0,46.0,45.0,44.0,44.0,42.0,46.0,46.0
15,49.0,49.0,41.0,44.0,49.0,51.0,47.0,51.0,48.0,48.0,48.0,47.0,44.0
16,46.0,45.0,45.0,47.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,47.0,47.0
