Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,44.0,44.0,40.0,40.0,40.0,43.0,43.0,43.0,43.0,43.0
1,44.0,44.0,42.0,42.0,40.0,43.0,43.0,44.0,44.0,44.0
2,43.0,43.0,41.0,41.0,40.0,44.0,44.0,46.0,46.0,46.0
3,44.0,44.0,42.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0
4,47.0,47.0,43.0,43.0,41.0,43.0,43.0,45.0,45.0,45.0
5,46.0,46.0,44.0,44.0,42.0,44.0,44.0,46.0,46.0,46.0
6,44.0,44.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,43.0
7,45.0,45.0,42.0,42.0,40.0,44.0,44.0,46.0,46.0,46.0
8,47.0,47.0,43.0,43.0,41.0,44.0,44.0,46.0,46.0,46.0
9,47.0,47.0,44.0,44.0,44.0,48.0,48.0,48.0,48.0,48.0
10,43.0,43.0,42.0,42.0,41.0,45.0,45.0,46.0,46.0,46.0
11,47.0,47.0,44.0,44.0,44.0,48.0,48.0,46.0,46.0,46.0
12,47.0,47.0,44.0,44.0,44.0,48.0,48.0,48.0,48.0,48.0
13,43.0,43.0,42.0,42.0,42.0,46.0,46.0,46.0,46.0,46.0
14,47.0,47.0,44.0,44.0,45.0,49.0,49.0,45.0,45.0,45.0
15,45.0,45.0,43.0,43.0,44.0,46.0,46.0,45.0,45.0,45.0
16,43.0,43.0,42.0,42.0,43.0,47.0,47.0,47.0,47.0,47.0
17,48.0,48.0,45.0,45.0,46.0,50.0,50.0,46.0,46.0,46.0
18,43.0,43.0,42.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0
19,46.0,46.0,42.0,42.0,40.0,42.0,42.0,46.0,46.0,46.0
20,46.0,46.0,44.0,44.0,42.0,43.0,43.0,46.0,46.0,46.0
21,44.0,44.0,42.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0
22,46.0,46.0,43.0,43.0,41.0,43.0,43.0,46.0,46.0,46.0
23,47.0,47.0,44.0,44.0,42.0,43.0,43.0,46.0,46.0,46.0
24,46.0,46.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0
25,46.0,46.0,44.0,44.0,43.0,47.0,47.0,47.0,47.0,47.0
26,46.0,46.0,48.0,48.0,48.0,49.0,49.0,46.0,47.0,46.0
27,46.0,46.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0
28,46.0,46.0,43.0,43.0,44.0,48.0,48.0,46.0,46.0,46.0
29,46.0,46.0,48.0,48.0,49.0,50.0,50.0,46.0,46.0,46.0
30,45.0,45.0,45.0,45.0,46.0,47.0,47.0,45.0,45.0,45.0
31,46.0,46.0,44.0,44.0,45.0,49.0,49.0,46.0,46.0,46.0
32,47.0,47.0,49.0,49.0,50.0,51.0,51.0,47.0,47.0,47.0
33,44.0,44.0,43.0,43.0,44.0,43.0,43.0,41.0,41.0,41.0
34,47.0,47.0,43.0,43.0,41.0,43.0,43.0,43.0,43.0,43.0
35,47.0,47.0,43.0,43.0,41.0,42.0,42.0,45.0,45.0,45.0
36,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
37,47.0,47.0,44.0,44.0,44.0,48.0,48.0,45.0,45.0,45.0
38,47.0,47.0,44.0,44.0,44.0,48.0,48.0,46.0,47.0,46.0
39,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
40,47.0,47.0,44.0,44.0,45.0,49.0,49.0,44.0,44.0,44.0
41,47.0,47.0,44.0,44.0,45.0,49.0,49.0,46.0,46.0,46.0
