Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,63.0,63.0,57.0,57.0,62.0,62.0,61.0,57.0,56.0,57.0,56.0,56.0,57.0,59.0
1,58.0,61.0,63.0,63.0,59.0,57.0,56.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0
2,56.0,57.0,59.0,59.0,56.0,55.0,54.0,61.0,58.0,59.0,62.0,62.0,61.0,55.0
3,63.0,63.0,57.0,57.0,62.0,62.0,62.0,60.0,56.0,56.0,61.0,61.0,60.0,63.0
4,58.0,61.0,64.0,64.0,59.0,57.0,57.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0
5,56.0,60.0,62.0,62.0,59.0,55.0,58.0,62.0,61.0,61.0,62.0,62.0,62.0,58.0
6,64.0,63.0,57.0,57.0,62.0,63.0,62.0,60.0,56.0,57.0,61.0,61.0,60.0,63.0
7,58.0,60.0,64.0,64.0,59.0,57.0,56.0,62.0,63.0,63.0,63.0,63.0,62.0,60.0
8,57.0,61.0,62.0,62.0,56.0,56.0,59.0,62.0,61.0,61.0,62.0,62.0,62.0,58.0
9,65.0,64.0,63.0,63.0,63.0,64.0,63.0,61.0,62.0,62.0,62.0,62.0,62.0,63.0
10,60.0,64.0,69.0,69.0,60.0,59.0,58.0,68.0,68.0,68.0,68.0,68.0,68.0,65.0
11,57.0,61.0,65.0,65.0,57.0,56.0,55.0,63.0,64.0,64.0,64.0,64.0,64.0,61.0
12,64.0,63.0,63.0,63.0,62.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0
13,69.0,69.0,69.0,69.0,68.0,68.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,65.0
14,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0,64.0,61.0
15,64.0,64.0,59.0,59.0,63.0,63.0,62.0,58.0,58.0,58.0,58.0,59.0,58.0,60.0
16,70.0,70.0,65.0,65.0,69.0,69.0,68.0,63.0,64.0,64.0,64.0,64.0,63.0,61.0
17,65.0,65.0,60.0,60.0,64.0,64.0,64.0,62.0,59.0,59.0,62.0,62.0,63.0,57.0
18,63.0,62.0,57.0,57.0,61.0,62.0,62.0,61.0,56.0,56.0,60.0,60.0,61.0,62.0
19,58.0,60.0,63.0,63.0,59.0,57.0,57.0,63.0,62.0,62.0,62.0,62.0,63.0,59.0
20,59.0,60.0,61.0,61.0,59.0,58.0,59.0,62.0,60.0,60.0,62.0,62.0,62.0,57.0
21,63.0,63.0,57.0,57.0,62.0,62.0,63.0,61.0,56.0,56.0,60.0,60.0,61.0,63.0
22,58.0,60.0,63.0,63.0,59.0,57.0,57.0,63.0,62.0,62.0,62.0,62.0,63.0,60.0
23,60.0,61.0,61.0,61.0,60.0,59.0,60.0,63.0,60.0,60.0,63.0,63.0,63.0,58.0
24,64.0,65.0,62.0,63.0,64.0,63.0,64.0,62.0,61.0,61.0,61.0,62.0,63.0,63.0
25,60.0,67.0,69.0,69.0,60.0,59.0,60.0,69.0,68.0,68.0,68.0,68.0,69.0,65.0
26,57.0,64.0,65.0,65.0,61.0,56.0,59.0,64.0,64.0,64.0,64.0,64.0,65.0,61.0
27,63.0,64.0,63.0,63.0,63.0,62.0,63.0,63.0,62.0,62.0,62.0,62.0,63.0,63.0
28,68.0,68.0,68.0,68.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,68.0,64.0
29,65.0,65.0,65.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,66.0,66.0,65.0,61.0
30,64.0,64.0,59.0,59.0,63.0,63.0,63.0,59.0,58.0,58.0,58.0,58.0,59.0,63.0
31,69.0,69.0,64.0,64.0,68.0,68.0,69.0,64.0,63.0,63.0,63.0,63.0,64.0,60.0
32,66.0,66.0,61.0,61.0,65.0,65.0,65.0,63.0,60.0,60.0,62.0,63.0,64.0,57.0
33,64.0,62.0,56.0,56.0,61.0,63.0,62.0,58.0,55.0,56.0,57.0,57.0,58.0,63.0
34,58.0,60.0,63.0,63.0,59.0,57.0,56.0,62.0,62.0,62.0,62.0,62.0,62.0,60.0
35,57.0,60.0,60.0,60.0,55.0,56.0,57.0,62.0,59.0,59.0,63.0,63.0,62.0,58.0
36,65.0,64.0,62.0,62.0,63.0,64.0,63.0,62.0,61.0,62.0,61.0,62.0,62.0,64.0
37,60.0,68.0,69.0,69.0,60.0,59.0,60.0,68.0,68.0,68.0,68.0,68.0,68.0,66.0
