Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,51.0,52.0,55.0,55.0,50.0,51.0,52.0,55.0,55.0,55.0,48.0,51.0,52.0
1,50.0,50.0,57.0,57.0,49.0,52.0,52.0,57.0,57.0,57.0,51.0,55.0,54.0
2,49.0,49.0,55.0,55.0,48.0,49.0,49.0,54.0,55.0,54.0,51.0,55.0,53.0
3,55.0,55.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,52.0,53.0,54.0
4,55.0,55.0,58.0,58.0,54.0,56.0,56.0,58.0,58.0,58.0,55.0,58.0,58.0
5,53.0,53.0,58.0,58.0,53.0,53.0,53.0,58.0,58.0,58.0,55.0,58.0,55.0
6,52.0,54.0,55.0,55.0,53.0,55.0,55.0,55.0,55.0,55.0,48.0,53.0,52.0
7,52.0,53.0,59.0,59.0,54.0,53.0,56.0,58.0,58.0,58.0,54.0,55.0,59.0
8,52.0,54.0,57.0,57.0,53.0,51.0,54.0,57.0,57.0,57.0,52.0,54.0,54.0
9,54.0,54.0,57.0,57.0,53.0,55.0,55.0,56.0,56.0,56.0,52.0,53.0,53.0
10,54.0,54.0,59.0,59.0,53.0,56.0,56.0,59.0,59.0,59.0,55.0,55.0,54.0
11,54.0,54.0,59.0,59.0,50.0,54.0,54.0,59.0,59.0,59.0,55.0,55.0,53.0
12,53.0,53.0,56.0,56.0,52.0,54.0,54.0,56.0,56.0,56.0,51.0,52.0,56.0
13,53.0,53.0,58.0,58.0,52.0,55.0,55.0,58.0,58.0,58.0,54.0,55.0,58.0
14,53.0,53.0,58.0,58.0,49.0,53.0,53.0,58.0,58.0,58.0,54.0,55.0,55.0
15,50.0,51.0,52.0,52.0,48.0,51.0,54.0,52.0,52.0,52.0,48.0,52.0,53.0
16,54.0,54.0,57.0,57.0,49.0,54.0,56.0,55.0,54.0,55.0,51.0,55.0,54.0
17,52.0,51.0,54.0,54.0,48.0,51.0,51.0,54.0,54.0,54.0,51.0,55.0,51.0
18,56.0,56.0,56.0,56.0,54.0,56.0,56.0,54.0,54.0,54.0,53.0,55.0,54.0
19,58.0,58.0,59.0,59.0,58.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,58.0
20,56.0,56.0,58.0,58.0,55.0,53.0,53.0,58.0,58.0,58.0,58.0,58.0,57.0
21,54.0,54.0,57.0,57.0,54.0,56.0,56.0,54.0,54.0,54.0,52.0,56.0,52.0
22,56.0,56.0,59.0,59.0,59.0,55.0,56.0,58.0,58.0,58.0,57.0,57.0,59.0
23,55.0,55.0,57.0,57.0,55.0,53.0,54.0,57.0,58.0,58.0,55.0,57.0,58.0
24,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,55.0,53.0
25,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,54.0
26,58.0,58.0,60.0,60.0,55.0,57.0,57.0,60.0,60.0,60.0,59.0,59.0,53.0
27,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,54.0,56.0
28,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.0
29,57.0,57.0,59.0,59.0,55.0,56.0,56.0,59.0,59.0,59.0,58.0,58.0,58.0
30,54.0,54.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0
31,58.0,58.0,58.0,58.0,54.0,57.0,57.0,57.0,57.0,57.0,55.0,56.0,55.0
32,55.0,55.0,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,54.0
33,52.0,52.0,54.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0,53.0,47.0
34,52.0,54.0,58.0,58.0,59.0,53.0,56.0,58.0,58.0,58.0,54.0,55.0,54.0
35,52.0,52.0,57.0,57.0,54.0,52.0,52.0,57.0,57.0,57.0,53.0,57.0,51.0
36,56.0,56.0,58.0,58.0,58.0,55.0,55.0,56.0,56.0,56.0,53.0,56.0,50.0
37,57.0,57.0,59.0,59.0,59.0,57.0,57.0,59.0,59.0,59.0,59.0,58.0,54.0
38,53.0,53.0,58.0,58.0,55.0,53.0,54.0,58.0,59.0,59.0,55.0,54.0,53.0
39,55.0,55.0,57.0,57.0,57.0,55.0,55.0,56.0,56.0,56.0,52.0,55.0,56.0
40,56.0,56.0,58.0,58.0,58.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0,59.0
41,56.0,56.0,59.0,59.0,55.0,55.0,55.0,59.0,59.0,59.0,54.0,54.0,59.0
42,51.0,52.0,54.0,54.0,53.0,52.0,54.0,52.0,52.0,52.0,48.0,52.0,52.0
