Scenario,Roll 0,Roll 1,Roll 2
0,55.0,59.0,54.0
1,58.0,54.0,56.0
2,59.0,55.0,56.0
3,56.0,59.0,55.0
4,58.0,57.0,56.0
5,59.0,58.0,57.0
6,54.0,58.0,55.0
7,58.0,58.0,56.0
8,56.0,59.0,56.0
9,58.0,59.0,53.0
10,58.0,56.0,55.0
11,57.0,56.0,55.0
12,57.0,58.0,53.0
13,57.0,55.0,55.0
14,56.0,58.0,54.0
15,55.0,58.0,53.0
16,57.0,53.0,55.0
17,56.0,59.0,54.0
18,56.0,58.0,55.0
19,57.0,57.0,57.0
20,59.0,58.0,56.0
21,55.0,58.0,56.0
22,58.0,58.0,58.0
23,59.0,59.0,57.0
24,57.0,59.0,54.0
25,58.0,57.0,55.0
26,57.0,56.0,55.0
27,56.0,58.0,55.0
28,57.0,56.0,57.0
29,56.0,58.0,55.0
30,56.0,58.0,56.0
31,58.0,54.0,58.0
32,57.0,59.0,55.0
33,56.0,55.0,55.0
34,58.0,55.0,57.0
35,58.0,56.0,54.0
36,55.0,57.0,53.0
37,57.0,57.0,56.0
38,56.0,57.0,55.0
39,55.0,56.0,56.0
40,58.0,56.0,58.0
41,56.0,57.0,55.0
42,56.0,57.0,57.0
43,59.0,55.0,59.0
44,57.0,55.0,56.0
45,55.0,59.0,54.0
46,58.0,57.0,56.0
47,57.0,59.0,56.0
48,57.0,58.0,55.0
49,59.0,57.0,56.0
50,57.0,58.0,55.0
51,55.0,57.0,53.0
52,60.0,55.0,57.0
53,56.0,57.0,55.0
54,56.0,57.0,54.0
55,58.0,56.0,55.0
56,56.0,57.0,54.0
57,54.0,58.0,53.0
58,59.0,56.0,56.0
59,56.0,58.0,55.0
60,55.0,59.0,54.0
61,58.0,57.0,56.0
62,57.0,59.0,56.0
63,56.0,57.0,54.0
64,58.0,56.0,56.0
65,59.0,57.0,56.0
66,55.0,57.0,55.0
67,59.0,57.0,57.0
68,59.0,58.0,57.0
69,56.0,58.0,54.0
70,58.0,56.0,54.0
71,57.0,55.0,54.0
72,56.0,57.0,54.0
73,58.0,55.0,56.0
74,56.0,57.0,54.0
75,56.0,57.0,55.0
76,59.0,53.0,57.0
77,57.0,58.0,54.0
78,55.0,54.0,54.0
79,57.0,54.0,56.0
80,58.0,55.0,54.0
81,56.0,56.0,52.0
82,57.0,56.0,55.0
83,56.0,56.0,55.0
84,55.0,55.0,55.0
85,59.0,55.0,57.0
86,56.0,57.0,54.0
87,55.0,56.0,56.0
88,60.0,54.0,58.0
89,57.0,54.0,55.0
90,56.0,58.0,53.0
91,57.0,56.0,55.0
92,58.0,59.0,58.0
93,56.0,57.0,54.0
94,58.0,57.0,55.0
95,57.0,58.0,57.0
96,56.0,57.0,52.0
97,59.0,55.0,56.0
98,57.0,57.0,54.0
99,55.0,56.0,53.0
100,57.0,56.0,54.0
101,56.0,57.0,56.0
102,55.0,57.0,53.0
103,58.0,55.0,55.0
104,57.0,58.0,57.0
105,56.0,58.0,53.0
106,57.0,56.0,55.0
107,58.0,59.0,58.0
108,52.0,47.0,49.0
109,58.0,47.0,55.0
110,54.0,52.0,54.0
111,54.0,53.0,52.0
112,57.0,53.0,55.0
113,56.0,54.0,54.0
114,54.0,52.0,52.0
115,56.0,52.0,54.0
116,56.0,56.0,54.0
117,55.0,50.0,53.0
118,57.0,47.0,55.0
119,54.0,52.0,54.0
120,55.0,52.0,53.0
121,57.0,52.0,56.0
122,58.0,58.0,58.0
123,55.0,55.0,54.0
124,56.0,56.0,56.0
125,57.0,57.0,57.0
126,56.0,56.0,52.0
127,57.0,53.0,57.0
128,57.0,56.0,54.0
129,55.0,54.0,53.0
130,55.0,55.0,55.0
131,56.0,56.0,56.0
132,55.0,55.0,52.0
133,56.0,52.0,56.0
134,57.0,57.0,57.0
135,55.0,52.0,53.0
136,57.0,52.0,56.0
137,58.0,58.0,58.0
138,57.0,57.0,54.0
139,58.0,58.0,58.0
140,56.0,59.0,56.0
141,56.0,58.0,55.0
142,57.0,57.0,57.0
143,56.0,58.0,55.0
144,54.0,55.0,54.0
145,58.0,55.0,58.0
146,56.0,57.0,56.0
147,55.0,57.0,55.0
148,58.0,56.0,57.0
149,56.0,59.0,57.0
150,56.0,56.0,56.0
151,59.0,57.0,58.0
152,57.0,60.0,58.0
153,57.0,57.0,54.0
154,58.0,58.0,58.0
155,56.0,59.0,56.0
156,54.0,56.0,54.0
157,57.0,55.0,56.0
158,56.0,58.0,56.0
159,55.0,56.0,55.0
160,58.0,56.0,57.0
161,56.0,59.0,57.0
162,56.0,57.0,53.0
163,57.0,57.0,57.0
164,56.0,58.0,55.0
165,53.0,52.0,54.0
166,57.0,52.0,56.0
167,56.0,57.0,56.0
