Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,53.0,53.0,53.0,51.0,51.0
1,56.0,56.0,58.0,52.0,52.0
2,54.0,54.0,55.0,49.0,49.0
3,56.0,56.0,56.0,54.0,54.0
4,57.0,57.0,58.0,55.0,55.0
5,57.0,57.0,58.0,52.0,52.0
6,55.0,55.0,55.0,53.0,53.0
7,56.0,56.0,58.0,54.0,54.0
8,56.0,56.0,57.0,52.0,52.0
9,52.0,52.0,53.0,52.0,51.0
10,54.0,54.0,56.0,53.0,52.0
11,56.0,56.0,55.0,49.0,49.0
12,52.0,52.0,52.0,51.0,50.0
13,57.0,57.0,55.0,55.0,55.0
14,57.0,57.0,58.0,53.0,52.0
15,52.0,52.0,53.0,52.0,51.0
16,57.0,57.0,56.0,56.0,56.0
17,57.0,57.0,58.0,53.0,53.0
18,55.0,55.0,55.0,54.0,53.0
19,60.0,60.0,57.0,55.0,54.0
20,60.0,60.0,57.0,55.0,55.0
21,55.0,55.0,56.0,54.0,54.0
22,59.0,59.0,58.0,55.0,55.0
23,59.0,59.0,58.0,55.0,55.0
24,55.0,55.0,56.0,55.0,54.0
25,58.0,58.0,57.0,56.0,55.0
26,57.0,57.0,58.0,52.0,52.0
27,55.0,55.0,55.0,54.0,53.0
28,60.0,60.0,57.0,55.0,55.0
29,60.0,60.0,58.0,56.0,56.0
30,55.0,55.0,56.0,55.0,54.0
31,60.0,60.0,57.0,56.0,56.0
32,60.0,60.0,58.0,57.0,57.0
33,54.0,54.0,55.0,53.0,53.0
34,56.0,56.0,58.0,54.0,54.0
35,56.0,56.0,57.0,54.0,54.0
36,54.0,54.0,55.0,54.0,53.0
37,56.0,56.0,56.0,55.0,54.0
38,56.0,56.0,57.0,52.0,52.0
39,54.0,54.0,54.0,53.0,52.0
40,59.0,59.0,56.0,55.0,55.0
41,59.0,59.0,58.0,55.0,55.0
42,54.0,54.0,55.0,54.0,53.0
43,59.0,59.0,56.0,56.0,56.0
44,59.0,59.0,58.0,56.0,56.0
45,56.0,56.0,53.0,51.0,51.0
46,57.0,57.0,56.0,52.0,52.0
47,56.0,56.0,55.0,49.0,49.0
48,56.0,56.0,52.0,55.0,55.0
