Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,55.0,59.0,48.0,58.0,55.0,55.0,58.0,49.0,58.0,54.0,54.0,54.0,54.0,49.0,55.0
1,50.0,52.0,42.0,44.0,55.0,55.0,52.0,41.0,41.0,52.0,47.0,47.0,47.0,42.0,44.0
2,52.0,52.0,46.0,47.0,55.0,55.0,52.0,46.0,47.0,52.0,52.0,47.0,47.0,47.0,46.0
3,61.0,59.0,54.0,58.0,57.0,57.0,61.0,55.0,57.0,60.0,60.0,59.0,59.0,55.0,60.0
4,50.0,52.0,47.0,44.0,54.0,55.0,52.0,46.0,44.0,53.0,48.0,52.0,52.0,47.0,49.0
5,53.0,52.0,51.0,48.0,54.0,55.0,52.0,51.0,46.0,53.0,53.0,52.0,52.0,52.0,51.0
6,62.0,60.0,55.0,59.0,58.0,58.0,62.0,56.0,57.0,61.0,61.0,55.0,55.0,56.0,55.0
7,50.0,52.0,47.0,50.0,52.0,52.0,52.0,42.0,51.0,54.0,47.0,47.0,47.0,43.0,46.0
8,52.0,52.0,52.0,49.0,54.0,54.0,53.0,46.0,50.0,54.0,52.0,47.0,47.0,47.0,47.0
9,56.0,63.0,50.0,63.0,53.0,53.0,62.0,50.0,62.0,54.0,55.0,56.0,56.0,50.0,56.0
10,56.0,56.0,50.0,47.0,57.0,57.0,56.0,50.0,47.0,57.0,56.0,50.0,50.0,51.0,47.0
11,56.0,56.0,52.0,51.0,57.0,57.0,57.0,50.0,51.0,57.0,56.0,50.0,50.0,51.0,50.0
12,55.0,62.0,54.0,62.0,57.0,57.0,61.0,54.0,61.0,55.0,55.0,55.0,55.0,54.0,55.0
13,60.0,57.0,54.0,46.0,56.0,56.0,59.0,54.0,46.0,58.0,60.0,53.0,53.0,55.0,53.0
14,60.0,57.0,56.0,50.0,56.0,56.0,60.0,54.0,50.0,59.0,60.0,54.0,54.0,55.0,55.0
15,56.0,60.0,52.0,59.0,55.0,55.0,58.0,50.0,59.0,53.0,55.0,56.0,56.0,50.0,56.0
16,56.0,53.0,49.0,52.0,56.0,56.0,55.0,50.0,51.0,54.0,55.0,50.0,50.0,50.0,49.0
17,60.0,56.0,55.0,51.0,56.0,56.0,60.0,54.0,50.0,59.0,59.0,53.0,53.0,54.0,53.0
18,61.0,58.0,59.0,60.0,61.0,61.0,60.0,60.0,60.0,59.0,61.0,59.0,59.0,60.0,59.0
19,50.0,51.0,47.0,47.0,53.0,54.0,51.0,46.0,43.0,52.0,47.0,53.0,53.0,46.0,48.0
20,52.0,51.0,52.0,49.0,53.0,54.0,51.0,51.0,49.0,52.0,53.0,53.0,53.0,52.0,50.0
21,62.0,59.0,60.0,61.0,62.0,62.0,61.0,61.0,61.0,60.0,62.0,60.0,60.0,61.0,60.0
22,52.0,52.0,48.0,51.0,53.0,52.0,52.0,47.0,52.0,53.0,48.0,52.0,52.0,47.0,51.0
23,52.0,52.0,53.0,50.0,53.0,53.0,52.0,51.0,50.0,53.0,53.0,52.0,52.0,52.0,51.0
24,62.0,63.0,56.0,63.0,58.0,58.0,63.0,56.0,62.0,58.0,57.0,61.0,61.0,56.0,61.0
25,57.0,57.0,55.0,46.0,58.0,56.0,57.0,55.0,46.0,58.0,57.0,55.0,55.0,56.0,52.0
26,57.0,57.0,55.0,51.0,58.0,57.0,57.0,55.0,51.0,58.0,57.0,55.0,55.0,56.0,52.0
27,61.0,62.0,60.0,62.0,61.0,61.0,62.0,60.0,61.0,59.0,61.0,60.0,60.0,60.0,60.0
28,61.0,56.0,59.0,48.0,59.0,59.0,58.0,59.0,48.0,58.0,61.0,58.0,58.0,60.0,58.0
29,61.0,57.0,59.0,50.0,60.0,60.0,59.0,59.0,50.0,58.0,61.0,58.0,58.0,60.0,58.0
30,62.0,59.0,55.0,59.0,56.0,56.0,59.0,56.0,58.0,55.0,56.0,61.0,61.0,56.0,61.0
31,56.0,55.0,54.0,53.0,56.0,55.0,54.0,55.0,52.0,54.0,56.0,55.0,55.0,55.0,54.0
32,60.0,56.0,58.0,51.0,60.0,60.0,59.0,59.0,51.0,58.0,60.0,58.0,58.0,59.0,58.0
33,61.0,57.0,61.0,59.0,63.0,63.0,57.0,56.0,57.0,61.0,61.0,55.0,55.0,56.0,55.0
34,53.0,51.0,47.0,50.0,53.0,53.0,51.0,47.0,49.0,54.0,47.0,46.0,46.0,47.0,46.0
35,53.0,51.0,52.0,50.0,53.0,53.0,52.0,47.0,50.0,54.0,52.0,48.0,48.0,47.0,48.0
36,63.0,63.0,57.0,64.0,59.0,59.0,62.0,57.0,62.0,59.0,58.0,59.0,59.0,57.0,59.0
37,56.0,56.0,56.0,54.0,57.0,57.0,56.0,50.0,54.0,59.0,56.0,47.0,47.0,51.0,46.0
38,56.0,56.0,56.0,53.0,58.0,58.0,56.0,50.0,54.0,59.0,56.0,50.0,50.0,51.0,49.0
39,62.0,62.0,61.0,63.0,62.0,62.0,61.0,61.0,61.0,60.0,62.0,58.0,58.0,61.0,58.0
40,60.0,57.0,60.0,53.0,60.0,60.0,55.0,54.0,53.0,59.0,60.0,52.0,52.0,55.0,52.0
41,60.0,57.0,60.0,52.0,61.0,61.0,57.0,54.0,53.0,58.0,60.0,54.0,54.0,55.0,54.0
42,63.0,60.0,56.0,60.0,57.0,57.0,58.0,57.0,59.0,56.0,55.0,56.0,56.0,57.0,56.0
43,55.0,53.0,55.0,51.0,56.0,56.0,52.0,50.0,50.0,55.0,55.0,49.0,49.0,50.0,49.0
44,59.0,57.0,59.0,52.0,61.0,61.0,54.0,54.0,51.0,59.0,59.0,53.0,53.0,54.0,53.0
45,56.0,65.0,54.0,63.0,55.0,55.0,63.0,51.0,64.0,57.0,54.0,52.0,52.0,51.0,51.0
46,58.0,59.0,51.0,46.0,58.0,58.0,57.0,52.0,46.0,57.0,49.0,48.0,48.0,52.0,48.0
47,58.0,59.0,57.0,52.0,57.0,57.0,57.0,52.0,52.0,57.0,49.0,53.0,53.0,52.0,50.0
48,60.0,64.0,58.0,62.0,58.0,58.0,62.0,55.0,63.0,60.0,58.0,56.0,56.0,55.0,56.0
49,62.0,62.0,55.0,49.0,62.0,62.0,60.0,56.0,45.0,60.0,55.0,56.0,56.0,56.0,56.0
