Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,56.0,58.0,60.0,56.0,56.0
1,53.0,48.0,54.0,52.0,52.0
2,50.0,51.0,55.0,52.0,52.0
3,55.0,60.0,59.0,57.0,57.0
4,52.0,52.0,55.0,53.0,53.0
5,52.0,51.0,55.0,54.0,54.0
6,56.0,61.0,57.0,56.0,56.0
7,53.0,53.0,55.0,52.0,52.0
8,53.0,51.0,55.0,53.0,53.0
9,57.0,58.0,57.0,56.0,56.0
10,54.0,51.0,56.0,53.0,53.0
11,53.0,52.0,54.0,53.0,53.0
12,57.0,58.0,58.0,56.0,56.0
13,58.0,58.0,57.0,57.0,57.0
14,58.0,58.0,57.0,57.0,57.0
15,57.0,58.0,58.0,57.0,57.0
16,58.0,58.0,58.0,58.0,58.0
17,58.0,58.0,58.0,58.0,58.0
18,57.0,59.0,58.0,56.0,58.0
19,55.0,51.0,54.0,52.0,54.0
20,51.0,52.0,54.0,53.0,53.0
21,58.0,60.0,57.0,57.0,57.0
22,56.0,52.0,54.0,51.0,55.0
23,52.0,53.0,54.0,52.0,53.0
24,56.0,57.0,57.0,57.0,57.0
25,53.0,50.0,55.0,53.0,52.0
26,53.0,53.0,54.0,52.0,52.0
27,57.0,59.0,58.0,57.0,58.0
28,57.0,57.0,56.0,56.0,56.0
29,61.0,61.0,60.0,60.0,60.0
30,57.0,59.0,59.0,57.0,57.0
31,57.0,57.0,57.0,57.0,57.0
32,61.0,61.0,61.0,61.0,61.0
33,57.0,58.0,57.0,56.0,56.0
34,55.0,52.0,54.0,51.0,54.0
35,51.0,52.0,54.0,50.0,52.0
36,56.0,58.0,57.0,56.0,56.0
37,54.0,51.0,54.0,52.0,52.0
38,53.0,53.0,55.0,52.0,52.0
39,56.0,59.0,58.0,56.0,57.0
40,57.0,57.0,57.0,56.0,56.0
41,61.0,61.0,60.0,60.0,60.0
42,56.0,59.0,59.0,56.0,56.0
43,57.0,57.0,58.0,57.0,57.0
44,61.0,61.0,61.0,61.0,61.0
45,57.0,57.0,56.0,58.0,58.0
46,57.0,53.0,54.0,53.0,53.0
47,54.0,52.0,53.0,54.0,54.0
48,57.0,60.0,59.0,58.0,58.0
49,61.0,61.0,60.0,60.0,60.0
50,58.0,58.0,57.0,57.0,57.0
51,57.0,60.0,60.0,57.0,57.0
52,61.0,61.0,61.0,61.0,61.0
53,58.0,58.0,58.0,58.0,58.0
54,56.0,59.0,58.0,57.0,57.0
55,60.0,60.0,59.0,59.0,59.0
56,58.0,58.0,57.0,57.0,57.0
57,57.0,59.0,59.0,56.0,56.0
58,60.0,60.0,60.0,60.0,60.0
59,58.0,59.0,58.0,58.0,58.0
60,57.0,57.0,57.0,57.0,57.0
61,58.0,58.0,58.0,58.0,58.0
62,58.0,59.0,59.0,58.0,58.0
63,57.0,58.0,57.0,55.0,58.0
64,55.0,50.0,53.0,51.0,54.0
65,52.0,53.0,53.0,52.0,55.0
66,58.0,59.0,56.0,56.0,57.0
67,56.0,51.0,53.0,51.0,55.0
68,53.0,54.0,53.0,51.0,56.0
69,55.0,56.0,56.0,56.0,56.0
70,52.0,49.0,54.0,52.0,52.0
71,52.0,52.0,53.0,51.0,51.0
72,57.0,58.0,57.0,56.0,58.0
73,56.0,56.0,55.0,55.0,55.0
74,60.0,60.0,59.0,59.0,59.0
75,57.0,58.0,58.0,56.0,57.0
76,56.0,56.0,56.0,56.0,56.0
77,60.0,60.0,60.0,60.0,60.0
78,57.0,57.0,56.0,55.0,56.0
79,55.0,52.0,53.0,52.0,54.0
80,52.0,55.0,53.0,49.0,55.0
81,55.0,57.0,56.0,55.0,55.0
82,53.0,50.0,53.0,52.0,53.0
83,52.0,52.0,54.0,52.0,52.0
84,56.0,58.0,57.0,55.0,57.0
85,57.0,57.0,56.0,56.0,56.0
86,60.0,60.0,59.0,59.0,59.0
87,56.0,58.0,58.0,55.0,56.0
88,57.0,57.0,57.0,57.0,57.0
89,60.0,60.0,60.0,60.0,60.0
90,56.0,56.0,55.0,57.0,57.0
91,56.0,52.0,53.0,52.0,52.0
92,53.0,51.0,53.0,53.0,53.0
93,56.0,59.0,58.0,57.0,57.0
94,60.0,60.0,59.0,59.0,59.0
95,57.0,57.0,57.0,57.0,57.0
96,56.0,59.0,59.0,56.0,56.0
97,60.0,60.0,60.0,60.0,60.0
98,57.0,58.0,57.0,57.0,57.0
99,55.0,58.0,57.0,56.0,56.0
100,59.0,59.0,58.0,58.0,58.0
101,57.0,59.0,58.0,57.0,57.0
102,56.0,58.0,58.0,55.0,55.0
103,59.0,59.0,59.0,59.0,59.0
104,57.0,59.0,59.0,57.0,57.0
105,56.0,56.0,56.0,56.0,56.0
106,57.0,58.0,58.0,57.0,57.0
107,57.0,58.0,58.0,57.0,57.0
108,55.0,55.0,54.0,52.0,54.0
109,52.0,47.0,51.0,49.0,51.0
110,49.0,50.0,51.0,48.0,50.0
111,54.0,55.0,53.0,53.0,53.0
112,52.0,51.0,51.0,51.0,52.0
113,51.0,51.0,53.0,51.0,51.0
114,54.0,57.0,56.0,53.0,55.0
115,56.0,56.0,55.0,55.0,55.0
116,58.0,58.0,57.0,57.0,57.0
117,54.0,58.0,57.0,54.0,54.0
118,56.0,57.0,56.0,55.0,56.0
119,58.0,59.0,58.0,58.0,58.0
120,54.0,54.0,53.0,55.0,55.0
121,54.0,51.0,53.0,50.0,50.0
122,51.0,50.0,54.0,52.0,52.0
123,54.0,57.0,57.0,55.0,55.0
124,58.0,58.0,57.0,57.0,57.0
125,57.0,57.0,56.0,56.0,56.0
126,54.0,58.0,57.0,54.0,54.0
127,58.0,59.0,58.0,58.0,58.0
128,57.0,58.0,57.0,57.0,57.0
129,53.0,58.0,56.0,54.0,54.0
130,57.0,57.0,56.0,56.0,56.0
131,57.0,59.0,58.0,56.0,56.0
132,54.0,58.0,57.0,54.0,54.0
133,57.0,58.0,57.0,57.0,57.0
134,57.0,59.0,59.0,57.0,57.0
135,54.0,57.0,57.0,54.0,54.0
