Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,39.0,36.0,36.0,36.0,37.0,37.0,35.0,39.0,37.0,37.0,41.0,36.0,35.0
1,38.0,35.0,35.0,35.0,42.0,42.0,33.0,36.0,38.0,37.0,40.0,35.0,33.0
2,39.0,37.0,37.0,37.0,39.0,41.0,34.0,36.0,37.0,36.0,40.0,36.0,34.0
3,38.0,38.0,38.0,38.0,39.0,36.0,37.0,43.0,36.0,36.0,40.0,36.0,37.0
4,41.0,40.0,40.0,40.0,41.0,41.0,36.0,40.0,38.0,36.0,40.0,35.0,37.0
5,39.0,42.0,42.0,42.0,40.0,40.0,38.0,40.0,36.0,35.0,39.0,36.0,38.0
6,39.0,37.0,37.0,37.0,40.0,37.0,38.0,39.0,35.0,34.0,39.0,37.0,38.0
7,39.0,37.0,37.0,37.0,42.0,42.0,36.0,36.0,39.0,37.0,41.0,36.0,36.0
8,40.0,37.0,37.0,37.0,41.0,40.0,37.0,38.0,37.0,35.0,40.0,36.0,37.0
9,42.0,38.0,38.0,38.0,36.0,36.0,39.0,44.0,41.0,41.0,39.0,35.0,39.0
10,43.0,36.0,36.0,36.0,41.0,41.0,40.0,41.0,41.0,41.0,40.0,35.0,40.0
11,42.0,38.0,38.0,38.0,39.0,41.0,40.0,42.0,38.0,38.0,40.0,36.0,40.0
12,45.0,37.0,37.0,39.0,39.0,39.0,38.0,43.0,41.0,41.0,42.0,39.0,38.0
13,43.0,35.0,35.0,35.0,44.0,44.0,39.0,40.0,42.0,40.0,41.0,40.0,39.0
14,42.0,37.0,37.0,37.0,41.0,41.0,39.0,41.0,40.0,39.0,41.0,40.0,39.0
15,43.0,36.0,36.0,39.0,36.0,36.0,38.0,39.0,41.0,41.0,43.0,39.0,38.0
16,39.0,36.0,36.0,36.0,41.0,41.0,37.0,38.0,39.0,40.0,42.0,41.0,39.0
17,40.0,36.0,36.0,36.0,41.0,41.0,39.0,39.0,37.0,37.0,41.0,41.0,39.0
18,37.0,38.0,38.0,38.0,39.0,37.0,38.0,44.0,35.0,35.0,41.0,38.0,38.0
19,40.0,40.0,40.0,40.0,44.0,40.0,36.0,40.0,40.0,35.0,42.0,36.0,37.0
20,39.0,42.0,42.0,42.0,41.0,39.0,38.0,43.0,38.0,34.0,40.0,38.0,38.0
21,38.0,37.0,37.0,37.0,40.0,38.0,38.0,39.0,36.0,36.0,39.0,39.0,38.0
22,41.0,39.0,39.0,39.0,45.0,41.0,37.0,37.0,41.0,36.0,43.0,37.0,37.0
23,40.0,42.0,42.0,42.0,42.0,40.0,38.0,39.0,39.0,35.0,40.0,39.0,38.0
24,41.0,40.0,40.0,40.0,40.0,35.0,43.0,46.0,40.0,40.0,41.0,36.0,43.0
25,42.0,39.0,39.0,39.0,40.0,40.0,44.0,45.0,40.0,40.0,39.0,35.0,44.0
26,41.0,38.0,38.0,40.0,40.0,40.0,43.0,45.0,39.0,39.0,39.0,36.0,43.0
27,44.0,39.0,39.0,39.0,42.0,38.0,42.0,45.0,40.0,40.0,42.0,39.0,42.0
28,42.0,38.0,38.0,38.0,43.0,43.0,43.0,44.0,42.0,39.0,44.0,41.0,43.0
29,41.0,37.0,37.0,39.0,42.0,42.0,42.0,44.0,40.0,39.0,40.0,39.0,42.0
30,42.0,38.0,38.0,39.0,38.0,35.0,39.0,40.0,41.0,40.0,43.0,40.0,39.0
31,39.0,35.0,35.0,37.0,40.0,40.0,39.0,39.0,39.0,39.0,45.0,42.0,43.0
32,40.0,38.0,38.0,38.0,40.0,40.0,43.0,40.0,38.0,38.0,41.0,40.0,43.0
33,39.0,37.0,37.0,37.0,41.0,39.0,38.0,38.0,37.0,37.0,39.0,39.0,38.0
34,40.0,36.0,36.0,36.0,45.0,42.0,38.0,38.0,40.0,37.0,44.0,38.0,37.0
35,39.0,37.0,37.0,37.0,42.0,41.0,36.0,36.0,40.0,36.0,41.0,38.0,36.0
36,42.0,40.0,40.0,40.0,41.0,36.0,39.0,40.0,40.0,40.0,42.0,37.0,39.0
37,43.0,39.0,39.0,39.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,34.0,40.0
38,42.0,38.0,38.0,38.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,35.0,40.0
39,45.0,39.0,39.0,39.0,43.0,39.0,38.0,39.0,40.0,40.0,41.0,38.0,38.0
40,43.0,38.0,38.0,38.0,44.0,43.0,39.0,40.0,42.0,39.0,45.0,40.0,39.0
41,42.0,37.0,37.0,37.0,43.0,43.0,39.0,40.0,39.0,39.0,40.0,40.0,39.0
42,43.0,39.0,39.0,39.0,39.0,36.0,38.0,39.0,41.0,41.0,42.0,39.0,38.0
43,40.0,36.0,36.0,37.0,41.0,41.0,40.0,40.0,39.0,40.0,46.0,41.0,40.0
44,39.0,38.0,38.0,38.0,41.0,41.0,40.0,40.0,37.0,37.0,41.0,40.0,40.0
45,42.0,37.0,37.0,37.0,38.0,38.0,41.0,42.0,40.0,42.0,39.0,39.0,41.0
46,41.0,37.0,37.0,37.0,41.0,43.0,41.0,41.0,39.0,41.0,43.0,36.0,41.0
47,41.0,37.0,37.0,37.0,39.0,42.0,41.0,40.0,38.0,39.0,42.0,37.0,41.0
48,44.0,40.0,40.0,41.0,44.0,44.0,45.0,46.0,44.0,44.0,43.0,40.0,45.0
49,43.0,41.0,41.0,41.0,42.0,43.0,45.0,45.0,45.0,45.0,42.0,40.0,45.0
50,43.0,42.0,42.0,42.0,42.0,44.0,43.0,43.0,42.0,42.0,43.0,40.0,43.0
