Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,42.0,42.0,42.0,44.0,44.0,47.0,45.0,42.0,42.0,45.0,46.0
1,46.0,46.0,46.0,42.0,42.0,46.0,42.0,46.0,46.0,47.0,47.0
2,43.0,43.0,43.0,42.0,42.0,44.0,42.0,43.0,43.0,47.0,47.0
3,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,51.0,51.0
4,46.0,47.0,47.0,45.0,45.0,48.0,45.0,47.0,47.0,47.0,47.0
5,43.0,45.0,45.0,45.0,45.0,48.0,45.0,45.0,45.0,47.0,47.0
6,46.0,46.0,46.0,48.0,48.0,48.0,48.0,46.0,46.0,52.0,52.0
7,46.0,48.0,48.0,46.0,46.0,49.0,46.0,48.0,48.0,47.0,48.0
8,43.0,44.0,44.0,46.0,46.0,49.0,46.0,44.0,44.0,47.0,48.0
9,44.0,42.0,42.0,44.0,43.0,47.0,43.0,42.0,42.0,46.0,46.0
10,44.0,44.0,44.0,42.0,41.0,46.0,41.0,44.0,44.0,46.0,46.0
11,44.0,42.0,42.0,42.0,41.0,44.0,41.0,42.0,42.0,46.0,46.0
12,44.0,41.0,41.0,47.0,47.0,46.0,47.0,41.0,41.0,45.0,45.0
13,44.0,44.0,44.0,45.0,45.0,45.0,46.0,44.0,44.0,45.0,45.0
14,44.0,41.0,41.0,45.0,45.0,44.0,45.0,41.0,41.0,45.0,45.0
15,40.0,42.0,42.0,47.0,47.0,47.0,47.0,42.0,42.0,44.0,46.0
16,44.0,44.0,44.0,45.0,45.0,44.0,46.0,44.0,44.0,46.0,46.0
17,42.0,42.0,42.0,45.0,45.0,44.0,45.0,42.0,42.0,46.0,46.0
18,48.0,50.0,50.0,52.0,52.0,50.0,52.0,50.0,50.0,52.0,52.0
19,52.0,52.0,52.0,46.0,46.0,52.0,46.0,52.0,52.0,52.0,52.0
20,48.0,48.0,48.0,46.0,46.0,47.0,46.0,48.0,48.0,52.0,52.0
21,48.0,51.0,51.0,53.0,53.0,51.0,53.0,51.0,51.0,53.0,53.0
22,53.0,53.0,53.0,47.0,47.0,53.0,47.0,53.0,53.0,53.0,53.0
23,49.0,49.0,49.0,47.0,47.0,48.0,47.0,49.0,49.0,53.0,53.0
24,49.0,47.0,47.0,45.0,46.0,46.0,45.0,47.0,47.0,51.0,51.0
25,51.0,45.0,45.0,45.0,44.0,46.0,44.0,45.0,45.0,48.0,47.0
26,47.0,45.0,45.0,46.0,44.0,46.0,45.0,45.0,45.0,48.0,46.0
27,49.0,46.0,46.0,52.0,52.0,45.0,52.0,46.0,46.0,50.0,50.0
28,51.0,44.0,44.0,49.0,49.0,46.0,49.0,44.0,44.0,47.0,46.0
29,47.0,44.0,44.0,47.0,47.0,45.0,46.0,44.0,44.0,47.0,46.0
30,47.0,47.0,47.0,52.0,52.0,46.0,52.0,47.0,47.0,51.0,51.0
31,45.0,44.0,44.0,49.0,49.0,47.0,49.0,44.0,44.0,46.0,47.0
32,42.0,44.0,44.0,47.0,47.0,46.0,46.0,44.0,44.0,46.0,47.0
33,49.0,49.0,49.0,54.0,54.0,48.0,54.0,49.0,49.0,52.0,52.0
34,54.0,54.0,54.0,47.0,47.0,54.0,47.0,54.0,54.0,53.0,53.0
35,49.0,49.0,49.0,48.0,48.0,49.0,48.0,49.0,49.0,54.0,54.0
36,50.0,48.0,48.0,46.0,47.0,47.0,46.0,48.0,48.0,52.0,52.0
37,52.0,44.0,44.0,46.0,45.0,46.0,45.0,44.0,44.0,49.0,46.0
38,48.0,42.0,42.0,47.0,45.0,46.0,46.0,42.0,42.0,49.0,46.0
39,50.0,47.0,47.0,53.0,53.0,46.0,53.0,47.0,47.0,51.0,51.0
40,52.0,44.0,44.0,50.0,50.0,47.0,50.0,44.0,44.0,48.0,45.0
41,48.0,41.0,41.0,46.0,46.0,46.0,46.0,41.0,41.0,48.0,45.0
42,48.0,48.0,48.0,53.0,53.0,47.0,53.0,48.0,48.0,52.0,52.0
43,46.0,44.0,44.0,50.0,50.0,48.0,50.0,44.0,44.0,47.0,46.0
44,42.0,42.0,42.0,46.0,46.0,47.0,46.0,42.0,42.0,47.0,46.0
45,46.0,39.0,39.0,45.0,46.0,44.0,43.0,39.0,39.0,47.0,43.0
46,44.0,44.0,44.0,43.0,42.0,47.0,39.0,44.0,44.0,45.0,45.0
47,44.0,41.0,41.0,44.0,42.0,46.0,40.0,41.0,41.0,45.0,45.0
48,46.0,39.0,39.0,44.0,46.0,43.0,44.0,39.0,39.0,46.0,42.0
49,44.0,44.0,44.0,44.0,46.0,46.0,45.0,44.0,44.0,44.0,44.0
50,44.0,41.0,41.0,45.0,45.0,45.0,45.0,41.0,41.0,44.0,44.0
51,46.0,39.0,39.0,44.0,46.0,44.0,44.0,39.0,39.0,47.0,43.0
52,44.0,44.0,44.0,44.0,46.0,46.0,45.0,44.0,44.0,45.0,45.0
53,44.0,41.0,41.0,45.0,45.0,44.0,45.0,41.0,41.0,45.0,45.0
54,45.0,38.0,38.0,43.0,45.0,42.0,43.0,38.0,38.0,45.0,42.0
55,44.0,44.0,44.0,48.0,48.0,45.0,48.0,44.0,44.0,43.0,43.0
56,44.0,40.0,40.0,45.0,45.0,44.0,44.0,40.0,40.0,44.0,44.0
57,46.0,38.0,38.0,44.0,46.0,43.0,43.0,38.0,38.0,46.0,42.0
58,44.0,44.0,44.0,49.0,49.0,45.0,49.0,44.0,44.0,44.0,44.0
59,44.0,40.0,40.0,45.0,46.0,44.0,44.0,40.0,40.0,44.0,44.0
60,40.0,39.0,39.0,43.0,46.0,40.0,43.0,39.0,39.0,43.0,43.0
61,44.0,44.0,44.0,49.0,49.0,44.0,49.0,44.0,44.0,45.0,45.0
62,41.0,41.0,41.0,44.0,46.0,43.0,44.0,41.0,41.0,45.0,45.0
63,48.0,49.0,49.0,53.0,53.0,49.0,53.0,49.0,49.0,51.0,51.0
64,53.0,53.0,53.0,47.0,47.0,53.0,47.0,53.0,53.0,53.0,53.0
65,49.0,49.0,49.0,47.0,47.0,48.0,47.0,49.0,49.0,53.0,53.0
66,49.0,50.0,50.0,54.0,54.0,50.0,54.0,50.0,50.0,52.0,52.0
67,54.0,54.0,54.0,48.0,48.0,54.0,48.0,54.0,54.0,54.0,54.0
68,50.0,50.0,50.0,48.0,48.0,49.0,48.0,50.0,50.0,54.0,54.0
69,50.0,48.0,48.0,46.0,47.0,47.0,46.0,48.0,48.0,52.0,52.0
70,52.0,44.0,44.0,46.0,45.0,46.0,45.0,44.0,44.0,49.0,47.0
71,48.0,44.0,44.0,47.0,45.0,46.0,46.0,44.0,44.0,49.0,47.0
72,50.0,47.0,47.0,53.0,53.0,46.0,53.0,47.0,47.0,51.0,51.0
73,52.0,43.0,43.0,48.0,48.0,45.0,48.0,43.0,43.0,48.0,46.0
74,48.0,43.0,43.0,46.0,46.0,45.0,46.0,43.0,43.0,48.0,46.0
75,48.0,48.0,48.0,53.0,53.0,47.0,53.0,48.0,48.0,52.0,52.0
76,46.0,43.0,43.0,48.0,48.0,46.0,48.0,43.0,43.0,47.0,47.0
77,42.0,43.0,43.0,46.0,46.0,45.0,46.0,43.0,43.0,47.0,47.0
78,50.0,50.0,50.0,55.0,55.0,49.0,55.0,50.0,50.0,53.0,53.0
79,55.0,55.0,55.0,48.0,48.0,55.0,48.0,55.0,55.0,54.0,54.0
80,50.0,50.0,50.0,49.0,49.0,50.0,49.0,50.0,50.0,55.0,55.0
81,51.0,49.0,49.0,47.0,47.0,48.0,47.0,49.0,49.0,53.0,53.0
82,53.0,44.0,44.0,45.0,46.0,46.0,45.0,44.0,44.0,50.0,48.0
83,49.0,44.0,44.0,46.0,45.0,47.0,45.0,44.0,44.0,50.0,48.0
84,51.0,48.0,48.0,54.0,54.0,47.0,54.0,48.0,48.0,52.0,52.0
85,53.0,44.0,44.0,49.0,49.0,46.0,49.0,44.0,44.0,49.0,47.0
86,49.0,43.0,43.0,47.0,47.0,46.0,47.0,43.0,43.0,49.0,47.0
87,49.0,49.0,49.0,54.0,54.0,48.0,54.0,49.0,49.0,53.0,53.0
88,47.0,44.0,44.0,49.0,49.0,47.0,49.0,44.0,44.0,48.0,48.0
89,43.0,44.0,44.0,47.0,47.0,46.0,47.0,44.0,44.0,48.0,48.0
90,47.0,42.0,42.0,44.0,47.0,45.0,43.0,42.0,42.0,48.0,43.0
91,44.0,44.0,44.0,44.0,44.0,47.0,43.0,44.0,44.0,45.0,45.0
92,44.0,44.0,44.0,46.0,43.0,47.0,39.0,44.0,44.0,45.0,45.0
93,47.0,41.0,41.0,45.0,47.0,44.0,45.0,41.0,41.0,47.0,42.0
94,44.0,43.0,43.0,45.0,47.0,46.0,46.0,43.0,43.0,44.0,46.0
95,44.0,43.0,43.0,46.0,46.0,46.0,46.0,43.0,43.0,44.0,46.0
96,47.0,42.0,42.0,45.0,46.0,45.0,45.0,42.0,42.0,48.0,43.0
97,44.0,44.0,44.0,45.0,47.0,47.0,46.0,44.0,44.0,45.0,47.0
98,43.0,44.0,44.0,46.0,46.0,47.0,46.0,44.0,44.0,45.0,47.0
99,46.0,41.0,41.0,44.0,46.0,43.0,44.0,41.0,41.0,46.0,41.0
100,43.0,43.0,43.0,47.0,47.0,45.0,47.0,43.0,43.0,43.0,45.0
101,43.0,43.0,43.0,46.0,46.0,45.0,45.0,43.0,43.0,43.0,45.0
102,47.0,41.0,41.0,45.0,46.0,44.0,45.0,41.0,41.0,47.0,42.0
103,44.0,43.0,43.0,48.0,48.0,46.0,48.0,43.0,43.0,44.0,46.0
104,43.0,43.0,43.0,46.0,46.0,46.0,45.0,43.0,43.0,44.0,46.0
105,41.0,41.0,41.0,45.0,45.0,45.0,45.0,41.0,41.0,43.0,43.0
106,43.0,43.0,43.0,48.0,48.0,47.0,48.0,43.0,43.0,45.0,47.0
107,41.0,43.0,43.0,45.0,45.0,47.0,45.0,43.0,43.0,45.0,47.0
108,48.0,48.0,48.0,52.0,52.0,47.0,52.0,48.0,48.0,51.0,51.0
109,53.0,53.0,53.0,45.0,46.0,53.0,46.0,53.0,53.0,52.0,52.0
110,48.0,48.0,48.0,46.0,46.0,47.0,46.0,48.0,48.0,53.0,53.0
111,49.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0,47.0,51.0,51.0
112,51.0,43.0,43.0,41.0,41.0,43.0,41.0,43.0,43.0,48.0,45.0
113,47.0,42.0,41.0,41.0,41.0,48.0,41.0,42.0,42.0,48.0,45.0
114,49.0,46.0,46.0,51.0,51.0,45.0,51.0,46.0,46.0,50.0,50.0
115,51.0,43.0,43.0,48.0,48.0,47.0,48.0,43.0,43.0,47.0,44.0
116,47.0,41.0,40.0,48.0,48.0,47.0,48.0,41.0,41.0,47.0,44.0
117,47.0,47.0,47.0,51.0,51.0,46.0,51.0,47.0,47.0,51.0,51.0
118,45.0,43.0,43.0,48.0,48.0,48.0,48.0,43.0,43.0,46.0,45.0
119,41.0,42.0,41.0,48.0,48.0,47.0,48.0,42.0,42.0,46.0,45.0
120,45.0,38.0,38.0,45.0,46.0,40.0,42.0,38.0,38.0,46.0,42.0
121,45.0,42.0,42.0,44.0,42.0,47.0,39.0,42.0,42.0,46.0,44.0
122,43.0,40.0,40.0,44.0,44.0,45.0,40.0,40.0,40.0,44.0,44.0
123,45.0,37.0,37.0,46.0,47.0,39.0,46.0,37.0,37.0,45.0,41.0
124,45.0,42.0,42.0,45.0,46.0,46.0,45.0,42.0,42.0,45.0,43.0
125,43.0,39.0,39.0,45.0,47.0,45.0,45.0,39.0,39.0,43.0,43.0
126,45.0,38.0,38.0,46.0,46.0,40.0,46.0,38.0,38.0,46.0,42.0
127,45.0,42.0,42.0,45.0,46.0,46.0,45.0,42.0,42.0,46.0,44.0
128,43.0,40.0,40.0,45.0,47.0,44.0,45.0,40.0,40.0,44.0,44.0
129,44.0,36.0,36.0,45.0,47.0,38.0,45.0,36.0,36.0,44.0,40.0
130,44.0,42.0,42.0,44.0,45.0,45.0,45.0,42.0,42.0,44.0,42.0
131,42.0,38.0,38.0,45.0,47.0,44.0,45.0,38.0,38.0,42.0,42.0
132,45.0,37.0,37.0,46.0,46.0,39.0,46.0,37.0,37.0,45.0,41.0
133,45.0,42.0,42.0,44.0,45.0,42.0,45.0,42.0,42.0,45.0,43.0
134,43.0,39.0,39.0,45.0,47.0,45.0,45.0,39.0,39.0,43.0,43.0
135,39.0,38.0,38.0,46.0,46.0,40.0,46.0,38.0,38.0,42.0,42.0
136,42.0,42.0,42.0,44.0,45.0,42.0,45.0,42.0,42.0,44.0,44.0
137,40.0,40.0,40.0,44.0,46.0,42.0,45.0,40.0,40.0,44.0,44.0
138,41.0,38.0,38.0,44.0,42.0,42.0,38.0,38.0,38.0,42.0,42.0
139,44.0,42.0,42.0,44.0,39.0,46.0,37.0,42.0,42.0,44.0,44.0
140,43.0,40.0,40.0,44.0,40.0,45.0,37.0,40.0,40.0,44.0,44.0
141,41.0,37.0,37.0,46.0,47.0,41.0,39.0,37.0,37.0,41.0,41.0
142,44.0,42.0,42.0,45.0,47.0,46.0,44.0,42.0,42.0,44.0,43.0
143,43.0,39.0,39.0,46.0,47.0,45.0,40.0,39.0,39.0,43.0,43.0
144,41.0,38.0,38.0,46.0,47.0,41.0,40.0,38.0,38.0,42.0,42.0
145,44.0,42.0,42.0,44.0,47.0,47.0,44.0,42.0,42.0,45.0,44.0
146,43.0,40.0,40.0,46.0,47.0,45.0,40.0,40.0,40.0,44.0,44.0
147,40.0,37.0,37.0,46.0,48.0,40.0,40.0,37.0,37.0,40.0,40.0
148,43.0,42.0,42.0,44.0,47.0,45.0,43.0,42.0,42.0,43.0,42.0
149,42.0,39.0,39.0,46.0,48.0,44.0,42.0,39.0,39.0,42.0,42.0
150,41.0,37.0,37.0,46.0,48.0,40.0,40.0,37.0,37.0,41.0,41.0
151,44.0,42.0,42.0,44.0,47.0,46.0,44.0,42.0,42.0,44.0,43.0
152,43.0,39.0,39.0,46.0,48.0,45.0,43.0,39.0,39.0,43.0,43.0
153,40.0,38.0,38.0,44.0,47.0,40.0,40.0,38.0,38.0,42.0,42.0
154,44.0,42.0,42.0,44.0,45.0,46.0,44.0,42.0,42.0,45.0,44.0
155,42.0,40.0,40.0,44.0,47.0,43.0,43.0,40.0,40.0,44.0,44.0
156,40.0,36.0,36.0,45.0,48.0,39.0,37.0,36.0,36.0,40.0,40.0
157,42.0,42.0,42.0,43.0,46.0,44.0,43.0,42.0,42.0,42.0,41.0
158,42.0,38.0,38.0,45.0,48.0,43.0,42.0,38.0,38.0,42.0,42.0
159,40.0,36.0,36.0,45.0,48.0,39.0,37.0,36.0,36.0,40.0,40.0
160,43.0,42.0,42.0,44.0,46.0,45.0,43.0,42.0,42.0,43.0,42.0
161,42.0,38.0,38.0,45.0,48.0,44.0,43.0,38.0,38.0,42.0,42.0
162,40.0,37.0,37.0,43.0,47.0,39.0,38.0,37.0,37.0,41.0,41.0
163,44.0,42.0,42.0,43.0,45.0,42.0,43.0,42.0,42.0,44.0,43.0
164,42.0,39.0,39.0,43.0,46.0,42.0,43.0,39.0,39.0,43.0,43.0
165,38.0,38.0,38.0,43.0,47.0,37.0,38.0,38.0,38.0,42.0,42.0
166,42.0,42.0,42.0,43.0,45.0,42.0,43.0,42.0,42.0,44.0,44.0
167,40.0,40.0,40.0,43.0,46.0,42.0,43.0,40.0,40.0,44.0,44.0
