Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,50.0,49.0,49.0,45.0,47.0,49.0,50.0,50.0,47.0,50.0,51.0,50.0
1,48.0,44.0,44.0,44.0,43.0,44.0,47.0,48.0,43.0,45.0,49.0,48.0
2,49.0,49.0,49.0,45.0,47.0,49.0,50.0,49.0,47.0,49.0,48.0,49.0
3,52.0,50.0,50.0,50.0,48.0,50.0,52.0,52.0,48.0,51.0,54.0,52.0
4,51.0,50.0,50.0,49.0,48.0,50.0,50.0,51.0,48.0,51.0,54.0,51.0
5,54.0,54.0,54.0,48.0,52.0,54.0,54.0,54.0,52.0,54.0,50.0,54.0
6,51.0,49.0,49.0,50.0,49.0,49.0,51.0,51.0,49.0,50.0,55.0,51.0
7,51.0,50.0,50.0,49.0,48.0,50.0,50.0,51.0,48.0,51.0,54.0,51.0
8,54.0,54.0,54.0,48.0,52.0,54.0,54.0,54.0,52.0,54.0,51.0,54.0
9,53.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,53.0,54.0,53.0
10,51.0,51.0,51.0,47.0,49.0,51.0,51.0,50.0,49.0,52.0,55.0,51.0
11,55.0,55.0,55.0,52.0,52.0,55.0,55.0,55.0,52.0,55.0,50.0,55.0
12,52.0,52.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
13,50.0,50.0,50.0,46.0,50.0,50.0,50.0,50.0,50.0,51.0,54.0,50.0
14,54.0,54.0,54.0,51.0,52.0,54.0,54.0,54.0,52.0,54.0,50.0,54.0
15,49.0,49.0,49.0,45.0,46.0,49.0,49.0,48.0,46.0,49.0,50.0,49.0
16,47.0,44.0,44.0,44.0,47.0,44.0,47.0,47.0,47.0,44.0,50.0,47.0
17,50.0,48.0,48.0,45.0,47.0,48.0,50.0,50.0,47.0,48.0,49.0,50.0
18,52.0,50.0,50.0,50.0,48.0,50.0,52.0,52.0,48.0,51.0,55.0,52.0
19,52.0,51.0,51.0,49.0,51.0,51.0,52.0,52.0,51.0,52.0,56.0,52.0
20,56.0,56.0,56.0,48.0,52.0,56.0,56.0,56.0,52.0,56.0,55.0,56.0
21,51.0,50.0,50.0,50.0,49.0,50.0,51.0,51.0,49.0,51.0,54.0,51.0
22,52.0,51.0,51.0,49.0,52.0,51.0,52.0,52.0,52.0,52.0,56.0,52.0
23,56.0,56.0,56.0,48.0,52.0,56.0,56.0,56.0,52.0,56.0,56.0,56.0
24,55.0,55.0,55.0,51.0,51.0,55.0,55.0,55.0,51.0,55.0,55.0,55.0
25,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,57.0,52.0
26,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,57.0
27,54.0,54.0,54.0,50.0,52.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0
28,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,52.0,56.0,51.0
29,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0
30,52.0,50.0,50.0,45.0,46.0,50.0,52.0,52.0,46.0,50.0,55.0,52.0
31,52.0,50.0,50.0,47.0,52.0,50.0,52.0,52.0,52.0,50.0,52.0,52.0
32,52.0,50.0,50.0,50.0,52.0,50.0,52.0,52.0,52.0,50.0,54.0,52.0
33,50.0,49.0,49.0,48.0,47.0,49.0,50.0,50.0,47.0,50.0,54.0,50.0
34,52.0,50.0,50.0,48.0,52.0,50.0,52.0,52.0,52.0,51.0,55.0,52.0
35,55.0,55.0,55.0,48.0,52.0,55.0,55.0,55.0,52.0,55.0,56.0,55.0
36,54.0,54.0,54.0,51.0,52.0,54.0,54.0,54.0,52.0,54.0,56.0,54.0
37,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,57.0,52.0
38,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,57.0
39,53.0,53.0,53.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0
40,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,52.0,56.0,51.0
41,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
42,52.0,49.0,49.0,46.0,47.0,49.0,52.0,52.0,47.0,49.0,55.0,52.0
